Analyse fonctionnelle des emplois,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Emplois dans les fonctions et emplois des cadres des fonctions métropolitaines dans les communes en 2011,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Source : Insee, Recensement de la population 2011 exploitation complémentaire au lieu de travail, recensement de la population 2012 - exploitation exhaustive (Mayotte)",,,,,,,,,,,,,,,,,,,,,,,,,
Champ : France (y compris les DOM),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Emploi des cadres des fonctions métropolitaines,,,,,
Commune,,Code,,,Emploi dans la fonction :,,,,,,,,,,,,,,,Fonction,,,,,
Code,Libellé,Région,Département,Emploi total,Administration publique,Agriculture,Bâtiment-Travaux Publics,Commerce inter-entreprises,"Conception, Recherche","Culture, Loisirs",Distribution,"Education, Formation","Entretien, Réparation",Fabrication,Gestion,"Transports, Logistique",Prestations Intellectuelles,"Santé, Action Sociale",Services de Proximité,"Commerce 
inter-entreprises","Conception, Recherche","Culture, Loisirs",Gestion,Prestations Intellectuelles,Total
CODGEO,LIBGEO,REG,DEP,ELT11,ADMPUB11,AGRICU11,BTP11,COMINT11,CONREC11,CULLOI11,DISTRI11,EDUFOR11,ENTREP11,FABRIC11,GESTIO11,LOGIST11,PREINT11,SANSOC11,SERPRO11,COMINT_CAD11,CONREC_CAD11,CULLOI_CAD11,GESTIO_CAD11,PREINT_CAD11,CFM11
82063,Garganvillar,76,82,68,12,19,11,0,0,4,4,11,0,0,0,0,0,8,0,0,0,4,0,0,4
82064,Gariès,76,82,20,0,4,4,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0
82065,Gasques,76,82,24,0,12,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,4
82066,Génébrières,76,82,95,7,26,7,4,0,4,4,9,7,4,0,0,0,12,11,0,0,0,0,0,0
82067,Gensac,76,82,35,0,16,4,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0
82068,Gimat,76,82,42,0,8,4,0,0,0,7,0,0,8,4,0,4,4,4,0,0,0,0,0,0
82069,Ginals,76,82,29,4,8,0,0,0,4,0,0,0,0,4,0,8,0,1,0,0,0,4,8,12
82070,Glatens,76,82,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82071,Goas,76,82,25,0,4,4,0,0,4,4,0,0,0,0,0,0,0,8,0,0,4,0,0,4
82072,Golfech,76,82,"1,316",52,0,156,59,95,7,34,16,152,376,154,64,48,23,79,0,84,0,43,0,127
82073,Goudourville,76,82,95,12,8,20,0,0,0,0,4,4,23,0,12,0,8,4,0,0,0,0,0,0
82074,Gramont,76,82,84,4,32,4,0,5,0,6,8,1,1,8,7,4,0,5,0,0,0,0,4,4
82075,Grisolles,76,82,"1,163",79,27,78,36,11,27,76,78,126,108,99,153,28,105,133,0,4,11,12,8,34
82076,L'Honor-de-Cos,76,82,199,9,61,16,24,4,4,8,7,8,8,8,17,4,4,16,0,0,4,0,0,4
82077,Labarthe,76,82,78,0,54,0,0,0,0,4,12,4,4,0,0,0,0,0,0,0,0,0,0,0
82078,Labastide-de-Penne,76,82,24,4,0,8,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0
82079,Labastide-Saint-Pierre,76,82,861,41,28,96,24,13,5,114,49,48,53,61,176,0,52,101,4,1,4,29,0,38
82080,Labastide-du-Temple,76,82,119,4,24,15,0,3,0,0,4,15,34,12,4,0,0,4,0,3,0,4,0,7
82081,Labourgade,76,82,18,4,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
82082,Lacapelle-Livron,76,82,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
82083,Lachapelle,76,82,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82084,Lacour,76,82,20,0,8,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0
82085,Lacourt-Saint-Pierre,76,82,93,0,12,8,0,0,0,0,0,12,9,4,25,0,4,20,0,0,0,0,0,0
82086,Lafitte,76,82,31,7,0,0,0,0,0,0,0,0,4,9,0,4,0,7,0,0,0,6,0,6
82087,Lafrançaise,76,82,"1,041",53,96,138,53,29,20,32,55,99,77,89,47,62,65,125,7,6,8,17,12,50
82088,Laguépie,76,82,290,8,20,40,8,0,8,16,3,20,45,8,24,0,41,49,4,0,8,0,0,12
82089,Lamagistère,76,82,173,12,24,16,0,0,0,8,4,20,25,16,4,0,16,28,0,0,0,4,0,4
82090,Lamothe-Capdeville,76,82,186,4,39,24,0,0,0,4,10,24,20,5,4,4,36,11,0,0,0,0,4,4
82091,Lamothe-Cumont,76,82,25,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
82092,Lapenche,76,82,22,0,7,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
82093,Larrazet,76,82,122,12,15,19,4,0,4,12,4,5,4,4,4,0,27,8,0,0,4,0,0,4
82094,Lauzerte,76,82,531,34,69,42,4,4,16,34,31,43,43,32,57,8,53,61,0,0,0,4,4,8
82095,Lavaurette,76,82,37,0,24,5,0,0,3,0,1,0,0,0,0,0,4,0,0,0,3,0,0,3
82096,La Ville-Dieu-du-Temple,76,82,465,26,19,96,4,0,19,46,25,22,19,35,45,4,32,73,0,0,0,4,0,4
82097,Lavit,76,82,561,20,24,31,0,0,0,12,4,96,21,40,61,16,194,44,0,0,0,11,8,18
82098,Léojac,76,82,87,0,4,20,4,0,0,8,7,4,0,4,8,4,12,12,0,0,0,0,0,0
82099,Lizac,76,82,141,0,83,7,0,0,0,3,4,0,12,11,0,0,13,8,0,0,0,0,0,0
82100,Loze,76,82,24,0,4,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
82101,Malause,76,82,204,8,33,86,0,0,4,4,5,0,12,4,8,4,8,27,0,0,0,0,0,0
82102,Mansonville,76,82,52,4,16,0,0,0,0,0,0,4,12,4,0,0,4,8,0,0,0,4,0,4
82103,Marignac,76,82,58,0,15,0,11,0,0,4,0,0,12,4,8,0,4,0,11,0,0,0,0,11
82104,Marsac,76,82,60,0,23,4,8,0,0,0,5,8,0,0,4,0,0,8,0,0,0,0,0,0
82105,Mas-Grenier,76,82,220,8,24,59,4,0,0,23,4,16,4,12,12,4,24,27,0,0,0,8,0,8
82106,Maubec,76,82,24,0,16,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4
82107,Maumusson,76,82,12,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
82108,Meauzac,76,82,212,19,49,34,0,0,0,8,8,4,16,12,4,8,11,38,0,0,0,0,1,1
82109,Merles,76,82,66,0,12,4,0,0,0,4,0,13,0,8,12,0,0,13,0,0,0,0,0,0
82110,Mirabel,76,82,212,0,64,31,4,0,0,0,8,11,0,16,57,0,7,15,0,0,0,4,0,4
82111,Miramont-de-Quercy,76,82,78,12,33,8,0,0,4,0,0,8,0,0,0,4,0,8,0,0,0,0,4,4
82112,Moissac,76,82,"5,168",385,365,424,136,42,63,398,259,398,405,452,578,115,658,489,49,8,45,76,66,244
82113,Molières,76,82,292,24,85,24,0,0,4,8,1,24,19,6,16,4,24,54,0,0,4,0,1,5
82114,Monbéqui,76,82,62,8,3,11,8,0,0,0,4,0,0,4,0,4,0,20,0,0,0,0,4,4
82115,Monclar-de-Quercy,76,82,355,29,44,12,16,4,0,12,16,48,16,29,40,8,28,53,4,0,0,0,4,8
82116,Montagudet,76,82,52,4,13,4,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0,0,0
82117,Montaigu-de-Quercy,76,82,506,15,85,56,8,5,0,24,23,24,74,24,35,5,50,77,4,4,0,0,4,12
82118,Montaïn,76,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82119,Montalzat,76,82,167,8,72,4,0,0,4,16,0,23,8,12,4,0,4,12,0,0,4,0,0,4
82120,Montastruc,76,82,33,0,7,4,0,0,0,0,0,4,8,3,0,0,0,7,0,0,0,0,0,0
82121,Montauban,76,82,"33,944","4,420",462,"1,836","1,139",466,491,"3,599","1,582","2,457","2,079","4,715","2,557","1,031","3,854","3,256",184,331,236,994,459,"2,205"
82122,Montbarla,76,82,36,0,12,4,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0
82123,Montbartier,76,82,218,9,8,13,9,4,0,18,20,5,5,23,49,4,20,32,5,0,0,3,4,12
82124,Montbeton,76,82,577,16,53,41,3,0,7,37,40,96,20,42,23,0,113,84,0,0,0,0,0,0
82125,Montech,76,82,"1,295",120,60,75,55,9,10,128,70,157,31,79,107,19,186,189,3,9,2,12,8,34
82126,Monteils,76,82,365,16,12,37,16,8,0,60,36,24,29,31,39,4,17,36,4,4,0,4,4,16
82127,Montesquieu,76,82,204,5,52,20,20,0,4,8,1,23,0,31,4,4,0,32,0,0,0,12,0,12
82128,Montfermier,76,82,48,0,32,4,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0
82129,Montgaillard,76,82,15,0,0,4,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
82130,Montjoi,76,82,39,0,23,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
82131,Montpezat-de-Quercy,76,82,414,36,28,33,46,17,4,14,4,17,67,24,52,12,35,23,8,8,0,7,8,31
82132,Montricoux,76,82,193,8,24,41,0,0,4,0,5,0,28,16,8,0,24,36,0,0,4,0,0,4
82133,Mouillac,76,82,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
82134,Nègrepelisse,76,82,"1,813",139,66,300,35,28,0,96,68,205,82,93,154,46,302,200,0,8,0,19,31,58
82135,Nohic,76,82,108,0,32,20,0,0,3,9,8,4,4,0,0,0,8,20,0,0,0,0,0,0
82136,Orgueil,76,82,156,12,24,36,4,0,0,4,16,8,12,8,0,4,4,24,0,0,0,4,0,4
82137,Parisot,76,82,170,4,39,8,4,0,12,20,8,8,4,4,12,0,4,44,0,0,8,0,0,8
82138,Perville,76,82,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82139,Le Pin,76,82,40,4,28,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0
82140,Piquecos,76,82,32,0,4,4,0,4,0,0,4,4,0,0,0,0,4,8,0,4,0,0,0,4
82141,Pommevic,76,82,312,32,12,36,16,8,3,0,0,50,48,23,40,4,20,20,4,0,0,0,0,4
82142,Pompignan,76,82,167,4,4,28,4,0,4,23,24,8,16,8,0,8,12,24,0,0,4,0,8,12
82143,Poupas,76,82,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
82144,Puycornet,76,82,121,0,43,4,4,0,8,8,4,4,0,4,4,0,1,39,0,0,8,0,0,8
82145,Puygaillard-de-Quercy,76,82,40,0,24,4,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
82146,Puygaillard-de-Lomagne,76,82,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82147,Puylagarde,76,82,54,4,20,8,0,0,4,0,0,8,0,0,0,0,0,9,0,0,4,0,0,4
82148,Puylaroque,76,82,166,28,36,32,0,0,1,12,8,12,0,0,1,0,8,28,0,0,1,0,0,1
82149,Réalville,76,82,392,8,83,17,16,0,12,16,11,48,31,22,12,8,39,69,4,0,4,0,0,8
82150,Reyniès,76,82,246,8,41,16,8,0,0,9,8,31,70,5,12,0,8,29,4,0,0,0,0,4
82151,Roquecor,76,82,92,4,32,20,0,0,0,4,4,0,8,0,8,0,0,12,0,0,0,0,0,0
82152,Saint-Aignan,76,82,73,0,12,26,5,0,0,0,0,3,3,9,0,3,4,8,0,0,0,0,0,0
82153,Saint-Amans-du-Pech,76,82,36,0,4,16,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4
82154,Saint-Amans-de-Pellagal,76,82,61,0,37,8,0,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0
82155,Saint-Antonin-Noble-Val,76,82,704,66,84,40,0,0,28,45,27,76,24,64,12,16,73,149,0,0,12,20,8,40
82156,Saint-Arroumex,76,82,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0
82157,Saint-Beauzeil,76,82,32,0,4,9,0,0,4,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0
82158,Saint-Cirice,76,82,20,4,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
82159,Saint-Cirq,76,82,72,0,13,17,8,0,0,4,5,9,0,4,4,0,4,4,0,0,0,0,0,0
82160,Saint-Clair,76,82,46,4,26,4,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
82161,Saint-Étienne-de-Tulmont,76,82,658,21,40,78,15,4,20,36,24,82,36,58,37,5,113,90,4,4,8,12,0,28
82162,Saint-Georges,76,82,37,0,11,7,0,0,0,8,0,0,0,0,0,0,4,7,0,0,0,0,0,0
82163,Saint-Jean-du-Bouzet,76,82,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
82164,Sainte-Juliette,76,82,51,0,27,5,0,0,0,0,0,0,4,4,4,0,0,8,0,0,0,0,0,0
82165,Saint-Loup,76,82,88,4,8,4,0,0,0,0,0,16,9,8,12,15,0,12,0,0,0,4,0,4
82166,Saint-Michel,76,82,37,0,17,4,4,0,0,0,0,8,0,0,0,4,0,0,4,0,0,0,0,4
82167,Saint-Nauphary,76,82,342,15,20,39,12,0,4,29,4,31,16,22,3,0,80,66,0,0,0,3,0,3
82168,Saint-Nazaire-de-Valentane,76,82,86,0,51,12,0,0,4,0,0,0,0,4,12,0,0,4,0,0,4,0,0,4
82169,Saint-Nicolas-de-la-Grave,76,82,436,69,62,51,16,4,11,36,5,13,43,44,16,4,20,41,0,0,4,8,4,16
82170,Saint-Paul-d'Espis,76,82,159,12,53,15,0,0,0,0,8,20,0,8,3,4,11,26,0,0,0,0,0,0
82171,Saint-Porquier,76,82,146,4,24,31,4,0,8,23,4,7,3,0,11,4,0,23,0,0,0,0,0,0
82172,Saint-Projet,76,82,48,0,4,16,0,0,0,4,0,4,0,0,4,8,0,8,0,0,0,0,0,0
82173,Saint-Sardos,76,82,106,16,27,4,8,0,0,0,4,4,0,16,4,0,12,12,4,0,0,4,0,8
82174,Saint-Vincent-d'Autéjac,76,82,91,4,70,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0
82175,Saint-Vincent-Lespinasse,76,82,56,4,24,0,0,0,0,0,0,0,4,4,8,4,4,4,0,0,0,0,0,0
82176,La Salvetat-Belmontet,76,82,84,4,20,16,4,0,4,0,0,4,4,8,8,0,0,12,0,0,0,0,0,0
82177,Sauveterre,76,82,59,0,31,8,0,0,0,0,0,4,4,0,0,0,8,4,0,0,0,0,0,0
82178,Savenès,76,82,133,4,33,28,0,0,4,0,4,8,4,12,0,0,15,20,0,0,0,4,0,4
82179,Septfonds,76,82,378,24,4,40,8,0,4,36,16,60,28,13,8,12,54,72,4,0,0,4,12,20
82180,Sérignac,76,82,150,4,48,37,0,0,0,8,0,4,0,20,24,0,0,4,0,0,0,8,0,8
82181,Sistels,76,82,43,4,28,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4
82182,Touffailles,76,82,113,4,52,12,0,0,0,0,4,4,0,4,8,0,0,24,0,0,0,0,0,0
82183,Tréjouls,76,82,65,8,37,8,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0
82184,Vaïssac,76,82,196,8,113,23,0,0,4,8,4,0,4,4,4,0,8,16,0,0,4,0,0,4
82185,Valeilles,76,82,32,8,8,4,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0
82186,Valence,76,82,"2,435",199,48,144,40,8,16,312,163,278,226,234,210,36,222,299,4,4,8,37,8,61
82187,Varen,76,82,135,8,28,32,4,0,4,8,8,8,0,0,12,4,8,12,0,0,4,0,0,4
82188,Varennes,76,82,90,4,38,4,0,0,0,0,15,4,0,4,8,4,0,8,0,0,0,0,0,0
82189,Vazerac,76,82,159,8,84,0,4,0,0,16,0,0,0,4,8,0,11,24,0,0,0,0,0,0
82190,Verdun-sur-Garonne,76,82,932,73,39,74,29,0,27,97,35,65,57,106,81,28,114,107,7,0,15,15,12,50
82191,Verfeil,76,82,58,4,8,4,0,0,8,15,0,8,0,0,0,0,4,8,0,0,0,0,0,0
82192,Verlhac-Tescou,76,82,95,8,26,8,0,0,4,12,0,8,4,12,4,4,4,0,0,0,4,3,0,7
82193,Vigueron,76,82,16,0,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
82194,Villebrumier,76,82,282,40,13,28,0,0,0,12,11,28,4,24,8,0,71,44,0,0,0,0,0,0
82195,Villemade,76,82,94,4,15,16,4,0,4,8,0,16,8,0,7,0,12,0,0,0,0,0,0,0
83001,Les Adrets-de-l'Estérel,93,83,504,61,8,84,9,1,12,45,26,61,16,45,15,0,36,85,5,0,8,9,0,22
83002,Aiguines,93,83,69,4,0,8,0,0,8,0,0,0,8,0,9,0,0,32,0,0,4,0,0,4
83003,Ampus,93,83,140,17,17,21,0,0,4,8,4,12,4,8,0,4,4,37,0,0,0,0,4,4
83004,Les Arcs,93,83,"2,333",176,98,267,87,17,32,324,108,97,89,251,258,52,112,365,25,13,9,39,31,117
83005,Artignosc-sur-Verdon,93,83,20,4,0,0,0,0,0,8,0,0,4,0,0,0,0,4,0,0,0,0,0,0
83006,Artigues,93,83,20,4,8,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
83007,Aups,93,83,707,82,28,61,4,4,16,48,56,68,28,52,32,23,59,148,0,0,16,4,15,35
83008,Bagnols-en-Forêt,93,83,389,27,26,44,8,4,0,27,15,70,11,23,13,12,42,66,0,0,0,8,8,15
83009,Bandol,93,83,"2,591",245,28,121,77,23,96,331,56,168,97,296,116,97,273,567,8,19,44,71,53,196
83010,Bargème,93,83,48,4,22,4,0,0,4,4,0,7,0,4,0,0,0,0,0,0,0,0,0,0
83011,Bargemon,93,83,374,41,8,64,0,9,8,16,24,24,20,8,12,28,48,64,0,0,4,0,24,28
83012,Barjols,93,83,"1,117",140,36,115,12,0,61,88,71,83,53,107,40,34,166,112,0,0,33,9,16,58
83013,La Bastide,93,83,32,3,7,0,0,0,0,8,0,4,4,0,0,0,1,4,0,0,0,0,0,0
83014,Baudinard-sur-Verdon,93,83,21,4,4,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
83015,Bauduen,93,83,131,28,29,0,8,0,0,4,8,8,0,0,17,0,0,28,0,0,0,0,0,0
83016,Le Beausset,93,83,"1,959",171,41,178,66,20,25,143,129,192,53,205,102,49,192,392,20,8,12,46,31,116
83017,Belgentier,93,83,314,15,8,53,16,0,11,17,10,22,16,13,4,20,39,69,4,0,7,4,8,23
83018,Besse-sur-Issole,93,83,594,61,80,57,4,0,4,28,85,57,21,41,9,32,38,78,0,0,0,16,12,28
83019,Bormes-les-Mimosas,93,83,"2,085",166,66,241,64,47,35,198,71,198,155,172,123,43,124,382,8,42,20,49,31,149
83020,Le Bourguet,93,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83021,Bras,93,83,256,26,24,31,0,4,4,25,23,12,12,21,15,8,4,45,0,0,4,12,0,17
83022,Brenon,93,83,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
83023,Brignoles,93,83,"10,048","1,310",193,747,399,72,167,925,673,678,419,"1,138","1,212",207,976,931,48,33,78,260,61,479
83025,Brue-Auriac,93,83,146,24,12,32,8,0,0,24,8,12,4,10,0,0,0,12,0,0,0,6,0,6
83026,Cabasse,93,83,348,15,49,16,0,0,8,12,11,12,8,18,12,20,73,92,0,0,4,4,4,12
83027,La Cadière-d'Azur,93,83,935,58,98,143,36,8,12,97,23,48,36,79,29,29,41,198,4,0,8,28,20,60
83028,Callas,93,83,425,28,24,45,5,0,8,24,28,32,28,21,29,20,46,88,4,0,8,4,4,20
83029,Callian,93,83,829,37,20,108,38,4,26,109,30,113,37,68,36,20,96,87,0,0,4,4,12,20
83030,Camps-la-Source,93,83,200,8,20,54,20,0,4,8,15,20,8,4,12,0,9,16,4,0,4,0,0,8
83031,Le Cannet-des-Maures,93,83,"2,258",594,110,278,50,20,20,174,32,272,46,208,129,44,108,172,9,4,5,44,9,71
83032,Carcès,93,83,811,63,40,94,12,4,20,63,12,74,42,77,60,13,81,154,0,4,16,0,5,26
83033,Carnoules,93,83,523,48,41,46,5,5,4,88,8,28,20,23,46,13,39,110,0,0,4,4,0,8
83034,Carqueiranne,93,83,"2,262",192,114,212,50,8,35,198,106,169,52,264,96,52,256,458,1,8,10,95,32,147
83035,Le Castellet,93,83,"1,061",109,102,65,29,13,30,71,85,91,39,79,23,43,43,239,8,9,19,19,20,75
83036,Cavalaire-sur-Mer,93,83,"2,157",235,32,254,32,0,103,297,42,184,39,236,105,45,108,445,4,0,24,94,24,146
83037,La Celle,93,83,189,21,21,33,0,0,12,20,8,12,0,21,4,4,4,28,0,0,4,4,4,12
83038,Châteaudouble,93,83,92,0,17,8,8,4,4,12,0,4,8,0,0,8,0,20,0,4,4,0,8,16
83039,Châteauvert,93,83,97,8,23,16,0,0,0,0,8,8,4,0,0,0,17,12,0,0,0,0,0,0
83040,Châteauvieux,93,83,25,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83041,Claviers,93,83,94,9,15,8,4,0,0,0,5,20,0,4,8,0,4,19,0,0,0,4,0,4
83042,Cogolin,93,83,"3,720",252,48,480,63,12,59,484,176,379,191,442,230,106,232,565,3,8,17,79,81,188
83043,Collobrières,93,83,516,35,26,40,0,0,0,24,5,35,29,55,20,4,168,76,0,0,0,23,4,28
83044,Comps-sur-Artuby,93,83,126,17,19,4,0,0,0,19,0,8,4,8,11,0,6,30,0,0,0,0,0,0
83045,Correns,93,83,204,21,28,41,0,0,9,25,20,12,0,9,0,0,18,20,0,0,4,0,0,4
83046,Cotignac,93,83,585,50,47,55,23,4,16,71,5,27,20,28,8,23,64,144,4,0,12,4,19,39
83047,La Crau,93,83,"3,459",201,273,365,137,22,80,287,217,298,121,297,324,63,322,454,6,11,23,94,24,158
83048,La Croix-Valmer,93,83,"1,114",111,20,107,52,8,31,125,20,142,34,121,28,37,100,176,4,0,16,12,12,44
83049,Cuers,93,83,"4,080",518,92,340,108,127,78,238,169,461,433,366,283,102,377,388,19,28,23,69,32,172
83050,Draguignan,93,83,"16,529","3,284",134,"1,390",373,75,323,"1,370",727,"1,244",435,"2,224",931,406,"2,003","1,610",72,30,129,432,180,844
83051,Entrecasteaux,93,83,168,24,36,20,0,0,4,0,8,12,8,7,0,0,0,48,0,0,0,0,0,0
83052,Esparron,93,83,34,4,13,4,0,0,4,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4
83053,Évenos,93,83,353,15,12,73,16,4,16,40,4,36,17,27,9,11,18,55,0,4,12,4,8,28
83054,La Farlède,93,83,"4,128",409,27,472,200,94,28,326,112,326,298,534,613,185,190,315,50,60,5,118,59,293
83055,Fayence,93,83,"1,415",153,15,203,49,4,23,149,64,82,60,163,70,83,84,212,0,4,19,32,42,97
83056,Figanières,93,83,502,30,16,65,4,0,4,35,54,68,20,21,28,5,87,65,0,0,0,0,0,0
83057,Flassans-sur-Issole,93,83,906,40,44,104,20,10,17,64,13,49,22,63,264,24,62,110,4,10,8,16,0,38
83058,Flayosc,93,83,686,57,37,119,12,0,8,58,26,42,37,52,25,5,51,157,0,0,4,15,1,20
83059,Forcalqueiret,93,83,346,20,8,42,8,4,4,61,4,30,8,28,17,4,24,84,0,4,0,7,4,15
83060,Fox-Amphoux,93,83,100,12,24,14,0,0,8,3,0,15,0,4,0,4,0,16,0,0,8,0,0,8
83061,Fréjus,93,83,"19,425","2,417",256,"2,063",528,100,397,"2,078",773,"1,580",635,"2,082","1,123",548,"2,391","2,454",54,56,118,487,280,995
83062,La Garde,93,83,"12,512","1,364",70,935,583,232,245,"1,483",707,"1,014",777,"1,678",942,454,861,"1,168",103,135,83,403,171,895
83063,La Garde-Freinet,93,83,353,13,40,52,0,4,16,48,22,16,12,20,20,8,4,77,0,4,8,4,4,20
83064,Garéoult,93,83,960,50,20,101,61,16,12,87,101,82,37,88,40,16,111,137,8,0,8,23,12,52
83065,Gassin,93,83,"2,211",217,86,86,65,23,16,258,143,258,89,257,86,30,259,337,15,14,8,30,4,71
83066,Ginasservis,93,83,231,24,12,41,12,0,16,4,16,20,21,24,0,4,4,32,12,0,16,8,4,40
83067,Gonfaron,93,83,743,61,71,95,17,0,4,51,39,56,47,44,41,15,118,85,4,0,4,4,7,19
83068,Grimaud,93,83,"2,425",154,54,355,93,23,50,162,39,254,191,277,187,66,68,450,15,10,24,109,55,214
83069,Hyères,93,83,"24,020","3,986",636,"1,409",534,174,492,"1,856","1,307","2,013",879,"2,069","1,220",477,"3,924","3,043",72,61,183,390,266,973
83070,Le Lavandou,93,83,"2,421",193,16,161,65,4,54,392,80,222,89,355,53,67,110,559,7,4,12,74,26,124
83071,La Londe-les-Maures,93,83,"2,398",196,211,223,52,12,47,252,121,199,87,231,102,47,223,396,6,3,30,37,27,102
83072,Lorgues,93,83,"2,288",160,119,283,55,27,52,255,204,180,47,216,98,53,205,332,12,19,36,19,40,126
83073,Le Luc,93,83,"3,396",450,120,240,116,22,52,255,128,207,109,304,579,88,412,313,12,16,15,48,29,121
83074,La Martre,93,83,60,0,4,4,0,0,0,8,0,12,0,4,4,0,9,16,0,0,0,4,0,4
83075,Les Mayons,93,83,80,4,12,16,0,0,8,0,4,12,0,0,4,4,3,12,0,0,4,0,4,8
83076,Mazaugues,93,83,75,8,13,17,0,0,0,0,0,8,0,0,4,0,4,21,0,0,0,0,0,0
83077,Méounes-lès-Montrieux,93,83,302,23,24,46,12,0,16,13,26,28,20,4,0,4,27,60,0,0,12,0,4,16
83078,Moissac-Bellevue,93,83,57,5,8,12,0,0,0,0,0,4,4,0,0,0,4,20,0,0,0,0,0,0
83079,La Môle,93,83,237,27,52,35,4,0,8,8,0,28,12,13,18,0,3,28,0,0,8,0,0,8
83080,Mons,93,83,140,0,8,28,4,0,0,12,8,16,4,8,12,8,0,32,0,0,0,0,4,4
83081,Montauroux,93,83,"1,766",88,21,279,35,13,39,249,123,135,67,189,113,45,94,276,0,13,18,53,25,108
83082,Montferrat,93,83,"1,770","1,106",34,138,9,0,17,24,24,198,48,30,53,9,14,65,1,0,4,4,4,13
83083,Montfort-sur-Argens,93,83,163,4,25,13,0,0,0,4,12,26,8,8,4,0,26,33,0,0,0,0,0,0
83084,Montmeyan,93,83,85,4,12,16,0,0,8,12,0,0,0,0,4,0,4,25,0,0,0,0,0,0
83085,La Motte,93,83,630,75,56,79,25,8,17,35,14,27,16,57,56,13,28,127,0,0,4,10,4,18
83086,Le Muy,93,83,"3,440",242,36,391,88,34,72,274,188,321,213,419,571,97,143,351,28,14,36,95,42,213
83087,Nans-les-Pins,93,83,807,32,17,82,12,12,24,34,24,114,27,60,16,17,222,116,8,4,8,8,5,33
83088,Néoules,93,83,336,37,43,50,8,0,5,53,25,16,0,29,8,0,25,37,0,0,1,0,0,1
83089,Ollières,93,83,154,4,29,33,12,0,0,8,12,7,10,9,0,4,8,18,4,0,0,4,4,12
