Analyse fonctionnelle des emplois,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Emplois dans les fonctions et emplois des cadres des fonctions métropolitaines dans les communes en 1999,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Source : Insee, Recensement de la population 1999 exploitation complémentaire au lieu de travail",,,,,,,,,,,,,,,,,,,,,,,,,
Champ : France (y compris les DOMs),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Emploi des cadres des fonctions métropolitaines,,,,,
Commune,,Code,,,Emploi dans la fonction :,,,,,,,,,,,,,,,Fonction,,,,,
Code,Libellé,Région,Département,Emploi total,Administration publique,Agriculture,Bâtiment-Travaux Publics,Commerce inter-entreprises,"Conception, Recherche","Culture, Loisirs",Distribution,"Education, Formation","Entretien, Réparation",Fabrication,Gestion,"Transports, Logistique",Prestations Intellectuelles,"Santé, Action Sociale",Services de Proximité,"Commerce 
inter-entreprises","Conception, Recherche","Culture, Loisirs",Gestion,Prestations Intellectuelles,Total
CODGEO,LIBGEO,REG,DEP,ELT99,ADMPUB99,AGRICU99,BTP99,COMINT99,CONREC99,CULLOI99,DISTRI99,EDUFOR99,ENTREP99,FABRIC99,GESTIO99,LOGIST99,PREINT99,SANSOC99,SERPRO99,COMINT_CAD99,CONREC_CAD99,CULLOI_CAD99,GESTIO_CAD99,PREINT_CAD99,CFM99
86290,La Villedieu-du-Clain,75,86,229,24,8,29,4,0,4,16,8,28,4,24,28,8,12,32,0,0,0,0,8,8
86291,Villemort,75,86,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86292,Villiers,75,86,143,0,4,8,0,0,0,12,8,4,13,8,49,0,0,37,0,0,0,4,0,4
86293,Vivonne,75,86,"1,133",60,81,102,24,0,21,84,68,125,161,108,106,8,61,124,0,0,9,24,0,33
86294,Vouillé,75,86,775,30,37,70,24,8,12,69,46,95,57,70,45,12,77,123,8,0,8,12,4,32
86295,Voulême,75,86,56,8,24,4,0,0,0,0,0,0,4,8,0,0,0,8,0,0,0,4,0,4
86296,Voulon,75,86,40,0,8,0,0,0,0,4,0,0,0,0,8,0,12,8,0,0,0,0,0,0
86297,Vouneuil-sous-Biard,75,86,948,41,8,97,101,4,20,60,36,150,80,108,78,36,45,84,9,0,8,30,4,51
86298,Vouneuil-sur-Vienne,75,86,354,20,36,48,4,0,0,36,45,45,16,20,16,0,32,36,4,0,0,0,0,4
86299,Vouzailles,75,86,61,8,8,4,12,0,0,5,0,8,0,4,4,0,0,8,8,0,0,0,0,8
86300,Yversay,75,86,36,1,9,4,4,1,0,4,0,0,4,5,0,4,0,0,0,1,0,0,0,1
87001,Aixe-sur-Vienne,75,87,"1,674",77,44,153,29,29,16,176,133,148,213,213,124,24,139,156,4,8,8,40,4,64
87002,Ambazac,75,87,"1,210",104,32,121,5,0,0,106,129,107,192,73,52,16,121,152,1,0,0,8,16,25
87003,Arnac-la-Poste,75,87,185,12,72,12,0,0,0,12,13,4,4,4,20,0,0,32,0,0,0,0,0,0
87004,Augne,75,87,20,4,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
87005,Aureil,75,87,88,8,12,4,8,0,0,0,4,0,20,0,8,0,0,24,0,0,0,0,0,0
87006,Azat-le-Ris,75,87,80,4,52,0,0,4,4,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0
87007,Balledent,75,87,36,4,8,4,4,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0
87008,La Bazeuge,75,87,44,0,28,8,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
87009,Beaumont-du-Lac,75,87,37,9,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,4,0,0,4
87011,Bellac,75,87,"2,115",287,61,156,32,4,8,225,200,280,137,208,83,21,228,185,0,0,0,36,4,40
87012,Berneuil,75,87,116,0,64,28,0,0,0,0,4,0,0,4,4,0,0,12,0,0,0,4,0,4
87013,Bersac-sur-Rivalier,75,87,93,0,20,16,0,0,4,4,0,8,4,0,33,0,0,4,0,0,0,0,0,0
87014,Bessines-sur-Gartempe,75,87,"1,419",84,52,125,22,61,0,64,65,160,435,100,83,18,58,92,5,35,0,20,13,73
87015,Beynac,75,87,108,4,32,20,0,0,0,0,36,8,0,4,0,0,4,0,0,0,0,0,0,0
87016,Les Billanges,75,87,53,4,20,8,0,0,0,0,0,0,0,4,4,0,0,13,0,0,0,0,0,0
87017,Blanzac,75,87,189,4,44,84,0,0,0,0,0,20,21,4,4,0,0,8,0,0,0,0,0,0
87018,Blond,75,87,158,4,77,24,0,4,0,4,4,4,8,0,9,0,0,20,0,4,0,0,0,4
87019,Boisseuil,75,87,842,36,25,83,5,12,5,282,20,48,51,89,26,0,34,126,0,8,4,22,0,34
87020,Bonnac-la-Côte,75,87,92,0,20,12,0,0,0,8,4,20,0,4,16,0,0,8,0,0,0,0,0,0
87021,Bosmie-l'Aiguille,75,87,339,12,20,20,4,4,4,16,8,20,119,12,28,4,32,36,0,4,4,4,0,12
87022,Breuilaufa,75,87,16,0,4,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0
87023,Le Buis,75,87,16,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
87024,Bujaleuf,75,87,224,8,84,16,0,0,0,8,0,16,4,4,20,8,36,20,0,0,0,0,0,0
87025,Burgnac,75,87,40,8,8,12,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
87027,Bussière-Galant,75,87,320,8,68,40,4,0,4,32,4,24,44,16,20,8,4,44,0,0,4,4,4,12
87028,Val-d'Oire-et-Gartempe,75,87,389,16,164,20,0,0,4,52,0,4,29,16,28,0,8,48,0,0,0,0,0,0
87029,Les Cars,75,87,273,16,12,8,12,0,0,8,8,24,96,28,20,0,25,16,0,0,0,8,0,8
87030,Chaillac-sur-Vienne,75,87,124,20,28,12,4,0,8,0,4,12,12,8,8,0,0,8,4,0,0,0,0,4
87031,Le Chalard,75,87,97,0,16,13,4,12,0,0,0,4,28,4,0,0,4,12,0,4,0,0,0,4
87032,Châlus,75,87,763,48,44,44,12,0,0,72,30,112,121,72,48,4,48,108,0,0,0,16,0,16
87033,Chamboret,75,87,254,20,28,4,4,6,4,4,4,18,122,4,8,0,4,24,0,0,4,0,0,4
87034,Champagnac-la-Rivière,75,87,136,0,28,20,0,0,0,8,0,4,40,8,20,0,0,8,0,0,0,4,0,4
87035,Champnétery,75,87,112,8,44,12,0,0,0,0,8,12,16,4,0,0,0,8,0,0,0,0,0,0
87036,Champsac,75,87,100,4,16,12,8,4,4,8,0,0,24,4,4,0,0,12,0,0,4,0,0,4
87037,La Chapelle-Montbrandeix,75,87,80,0,32,4,0,0,0,4,0,4,16,12,0,0,0,8,0,0,0,8,0,8
87038,Chaptelat,75,87,178,8,13,52,8,0,0,20,8,5,4,4,16,0,4,36,0,0,0,4,0,4
87039,Château-Chervix,75,87,136,4,52,16,0,0,0,4,4,28,4,8,4,0,0,12,0,0,0,0,0,0
87040,Châteauneuf-la-Forêt,75,87,662,32,16,40,22,0,0,77,12,64,169,40,49,8,45,88,5,0,0,12,4,21
87041,Châteauponsac,75,87,669,80,84,61,9,0,0,40,36,52,92,37,33,8,52,85,0,0,0,4,4,8
87042,Le Châtenet-en-Dognon,75,87,101,4,24,16,0,0,0,4,4,20,4,4,0,0,0,21,0,0,0,0,0,0
87043,Cheissoux,75,87,32,0,0,8,0,0,0,0,4,4,4,0,4,0,0,8,0,0,0,0,0,0
87044,Chéronnac,75,87,52,4,24,4,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0
87045,Cieux,75,87,188,5,46,19,5,1,5,19,18,19,6,2,10,6,8,19,0,1,1,0,1,3
87046,Cognac-la-Forêt,75,87,195,8,28,24,4,0,4,20,0,25,17,8,25,0,12,20,0,0,0,4,0,4
87047,Compreignac,75,87,157,8,10,24,4,0,0,1,8,1,9,24,8,0,12,48,0,0,0,4,0,4
87048,Condat-sur-Vienne,75,87,537,25,16,33,20,0,8,38,25,54,44,49,86,12,33,94,0,0,0,2,8,10
87049,Coussac-Bonneval,75,87,358,4,133,36,0,0,0,24,4,20,56,21,4,0,16,40,0,0,0,9,0,9
87050,Couzeix,75,87,"1,129",48,28,128,45,9,26,125,107,101,61,102,79,11,131,128,1,4,9,15,8,37
87051,La Croisille-sur-Briance,75,87,156,4,44,20,0,0,0,12,4,0,12,4,12,0,8,36,0,0,0,0,0,0
87052,La Croix-sur-Gartempe,75,87,32,4,16,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
87053,Cromac,75,87,44,0,20,0,0,0,0,8,0,0,4,0,4,0,0,8,0,0,0,0,0,0
87054,Cussac,75,87,220,16,36,32,4,0,0,44,12,28,0,4,4,0,24,16,0,0,0,4,0,4
87056,Dinsac,75,87,52,8,28,8,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
87057,Dompierre-les-Églises,75,87,84,4,40,8,4,0,0,4,4,8,0,0,4,0,4,4,0,0,0,0,0,0
87058,Domps,75,87,52,4,20,4,0,0,0,4,0,8,4,0,8,0,0,0,0,0,0,0,0,0
87059,Le Dorat,75,87,807,40,44,52,24,0,8,60,82,100,188,26,24,0,91,68,4,0,4,0,0,8
87060,Dournazac,75,87,160,8,40,12,4,0,4,0,8,12,12,4,8,0,20,28,0,0,0,0,0,0
87061,Droux,75,87,72,4,36,8,0,0,0,8,0,0,12,0,0,0,0,4,0,0,0,0,0,0
87062,Eybouleuf,75,87,48,8,20,0,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,0
87063,Eyjeaux,75,87,154,8,40,16,1,0,0,4,9,8,4,4,4,0,40,16,0,0,0,0,0,0
87064,Eymoutiers,75,87,"1,060",68,41,203,21,4,4,92,32,72,168,84,52,10,105,104,5,0,4,28,1,38
87065,Feytiat,75,87,"3,106",65,32,220,173,60,29,290,44,265,883,315,353,53,102,222,46,12,5,70,0,133
87066,Flavignac,75,87,212,8,88,32,0,0,0,12,12,12,8,0,0,0,8,32,0,0,0,0,0,0
87067,Folles,75,87,85,4,44,8,4,0,0,12,0,4,0,0,0,1,0,8,0,0,0,0,0,0
87068,Fromental,75,87,60,4,28,4,4,0,0,0,0,4,0,0,4,0,0,12,4,0,0,0,0,4
87069,Gajoubert,75,87,32,0,16,0,0,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0
87070,La Geneytouse,75,87,68,8,20,4,0,0,4,0,4,8,0,4,8,0,0,8,0,0,4,0,0,4
87071,Glandon,75,87,250,16,56,61,4,0,0,32,4,16,36,8,4,0,5,8,0,0,0,0,0,0
87072,Glanges,75,87,68,0,36,12,0,0,0,0,4,0,4,4,4,0,0,4,0,0,0,0,0,0
87073,Gorre,75,87,64,4,20,4,0,0,0,4,0,0,8,8,4,0,8,4,0,0,0,0,0,0
87074,Les Grands-Chézeaux,75,87,96,4,20,16,0,0,0,8,0,16,4,4,12,0,0,12,0,0,0,0,0,0
87075,Isle,75,87,"2,145",189,16,210,108,13,7,98,103,219,307,164,227,34,280,170,28,4,1,34,20,87
87076,Jabreilles-les-Bordes,75,87,20,0,4,4,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0
87077,Janailhac,75,87,65,4,36,5,4,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0
87078,Javerdat,75,87,98,0,28,12,0,0,4,0,5,8,5,4,4,0,4,24,0,0,0,0,0,0
87079,La Jonchère-Saint-Maurice,75,87,125,5,12,8,0,0,0,20,0,12,0,4,32,0,16,16,0,0,0,0,0,0
87080,Jouac,75,87,252,12,20,8,4,12,0,0,0,44,96,24,12,12,0,8,0,8,0,0,0,8
87081,Jourgnac,75,87,74,4,12,8,4,8,0,0,0,1,12,9,4,0,0,12,0,0,0,5,0,5
87082,Ladignac-le-Long,75,87,264,8,72,28,4,0,0,8,4,32,16,8,32,0,24,28,4,0,0,4,0,8
87083,Laurière,75,87,130,4,28,16,0,0,0,12,9,8,0,12,8,0,13,20,0,0,0,8,0,8
87084,Lavignac,75,87,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87085,Limoges,75,87,"77,407","9,271",369,"3,737","2,271","1,547","1,030","5,304","4,552","6,308","8,527","9,959","8,423","1,495","8,600","6,014",537,659,568,"1,932",443,"4,139"
87086,Linards,75,87,230,16,64,12,0,0,0,24,4,20,16,8,16,0,21,29,0,0,0,4,0,4
87087,Lussac-les-Églises,75,87,128,8,28,12,0,0,4,20,4,8,4,4,8,0,8,20,0,0,0,0,0,0
87088,Magnac-Bourg,75,87,314,8,16,20,1,0,0,52,4,4,68,20,49,0,24,48,0,0,0,0,0,0
87089,Magnac-Laval,75,87,881,65,140,76,4,0,8,52,59,120,16,33,52,8,168,80,0,0,0,4,8,12
87090,Mailhac-sur-Benaize,75,87,84,0,32,8,0,0,0,0,0,8,4,4,28,0,0,0,0,0,0,0,0,0
87091,Maisonnais-sur-Tardoire,75,87,164,12,52,8,0,4,4,16,4,0,44,4,12,0,0,4,0,0,4,4,0,8
87092,Marval,75,87,84,8,36,4,4,0,0,8,0,0,0,0,0,4,4,16,4,0,0,0,0,4
87093,Masléon,75,87,32,0,8,12,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0
87094,Meilhac,75,87,40,0,12,4,4,0,0,0,0,8,4,0,0,0,0,8,4,0,0,0,0,4
87095,Meuzac,75,87,148,4,60,8,8,0,0,4,0,0,8,4,20,0,4,28,0,0,0,0,0,0
87096,La Meyze,75,87,145,0,44,12,4,0,0,0,8,8,16,8,4,0,13,28,0,0,0,0,0,0
87097,Val d'Issoire,75,87,362,20,97,78,24,0,0,17,9,16,28,20,16,0,13,24,4,0,0,4,0,8
87099,Moissannes,75,87,86,9,40,8,0,0,0,4,0,4,8,0,9,0,0,4,0,0,0,0,0,0
87100,Montrol-Sénard,75,87,32,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
87101,Mortemart,75,87,33,0,4,0,4,0,0,0,0,9,12,0,0,0,0,4,0,0,0,0,0,0
87103,Nantiat,75,87,873,71,16,21,21,52,0,30,65,108,220,105,74,12,34,44,4,37,0,24,4,69
87104,Nedde,75,87,128,8,56,4,0,0,4,8,0,8,8,4,12,0,0,16,0,0,4,4,0,8
87105,Neuvic-Entier,75,87,193,8,64,8,0,0,0,20,0,24,16,1,8,0,24,20,0,0,0,0,0,0
87106,Nexon,75,87,862,65,60,36,17,32,20,44,62,134,86,44,60,12,114,76,12,24,0,16,4,56
87107,Nieul,75,87,318,41,11,23,13,0,5,26,11,45,1,19,33,0,44,46,1,0,5,6,0,12
87108,Nouic,75,87,152,4,44,8,4,0,0,16,4,8,16,8,24,0,8,8,0,0,0,0,0,0
87109,Oradour-Saint-Genest,75,87,145,12,36,24,0,0,0,0,4,16,0,4,4,0,37,8,0,0,0,0,0,0
87110,Oradour-sur-Glane,75,87,557,13,40,37,4,0,8,79,4,29,185,37,34,8,13,66,0,0,4,5,8,17
87111,Oradour-sur-Vayres,75,87,370,36,32,36,13,9,0,24,0,32,64,28,32,4,24,36,8,1,0,20,0,29
87112,Pageas,75,87,84,0,32,12,4,0,0,0,0,0,0,0,4,0,0,32,0,0,0,0,0,0
87113,Le Palais-sur-Vienne,75,87,986,69,4,78,40,12,9,38,37,72,236,83,134,8,49,117,8,0,4,24,0,36
87114,Panazol,75,87,"1,927",83,46,116,83,65,33,173,46,124,334,201,196,18,193,216,8,24,20,57,4,113
87115,Pensol,75,87,36,0,20,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0
87116,Peyrat-de-Bellac,75,87,153,0,37,16,0,0,0,16,4,12,12,16,20,0,0,20,0,0,0,0,0,0
87117,Peyrat-le-Château,75,87,262,32,36,26,0,0,8,20,0,20,40,9,5,0,21,45,0,0,4,4,0,8
87118,Peyrilhac,75,87,125,4,33,21,1,0,0,6,0,2,3,4,11,0,11,29,0,0,0,0,0,0
87119,Pierre-Buffière,75,87,548,30,28,9,16,0,8,52,46,37,154,37,56,17,16,42,0,0,4,9,0,13
87120,La Porcherie,75,87,120,8,72,8,0,0,0,8,0,4,8,0,0,0,0,12,0,0,0,0,0,0
87121,Rancon,75,87,92,4,44,8,0,4,0,0,0,0,0,0,12,0,0,20,0,4,0,0,0,4
87122,Razès,75,87,195,0,12,24,4,4,4,12,12,36,16,9,16,0,9,37,0,4,0,0,0,4
87123,Rempnat,75,87,40,4,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87124,Rilhac-Lastours,75,87,40,4,24,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
87125,Rilhac-Rancon,75,87,409,36,21,49,20,0,4,49,20,16,12,12,28,0,38,104,0,0,0,0,0,0
87126,Rochechouart,75,87,"1,538",112,84,65,16,44,4,85,73,133,448,133,148,12,80,101,8,12,0,0,8,28
87127,La Roche-l'Abeille,75,87,101,0,44,12,0,0,0,4,0,9,0,4,4,0,0,24,0,0,0,0,0,0
87128,Saint-Pardoux-le-Lac,75,87,164,4,68,16,0,0,12,20,4,8,4,4,0,0,4,20,0,0,0,0,0,0
87129,Royères,75,87,82,4,16,14,0,0,0,0,0,8,4,16,8,4,0,8,0,0,0,8,0,8
87130,Roziers-Saint-Georges,75,87,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87131,Saillat-sur-Vienne,75,87,"1,032",12,4,16,8,20,8,16,4,118,646,72,56,12,16,24,0,8,8,16,0,32
87132,Saint-Amand-le-Petit,75,87,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87133,Saint-Amand-Magnazeix,75,87,76,12,36,12,0,0,0,0,4,0,0,4,0,4,0,4,0,0,0,0,0,0
87134,Sainte-Anne-Saint-Priest,75,87,28,4,8,4,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0
87135,Saint-Auvent,75,87,298,8,52,24,1,28,0,4,0,36,80,36,13,0,0,16,1,12,0,4,0,17
87137,Saint-Bazile,75,87,20,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
87138,Saint-Bonnet-Briance,75,87,104,0,32,16,4,0,0,0,4,4,12,4,16,0,4,8,0,0,0,0,0,0
87139,Saint-Bonnet-de-Bellac,75,87,72,0,20,8,0,0,0,0,0,0,8,0,8,4,0,24,0,0,0,0,0,0
87140,Saint-Brice-sur-Vienne,75,87,174,8,20,16,16,4,4,0,16,12,37,4,16,0,12,9,4,0,4,4,0,12
87141,Saint-Cyr,75,87,134,0,21,8,8,4,4,0,0,9,80,0,0,0,0,0,0,0,4,0,0,4
87142,Saint-Denis-des-Murs,75,87,61,0,20,5,4,0,0,4,4,0,0,0,0,0,0,24,0,0,0,0,0,0
87143,Saint-Gence,75,87,177,16,26,33,16,4,0,0,0,12,4,8,4,4,13,37,0,4,0,0,4,8
87144,Saint-Genest-sur-Roselle,75,87,52,0,44,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
87145,Saint-Georges-les-Landes,75,87,32,4,16,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0
87146,Saint-Germain-les-Belles,75,87,439,17,64,32,12,0,4,20,13,48,28,12,104,8,16,61,0,0,0,0,0,0
87147,Saint-Gilles-les-Forêts,75,87,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87148,Saint-Hilaire-Bonneval,75,87,145,4,36,41,0,0,0,0,0,0,16,12,8,0,4,24,0,0,0,8,0,8
87149,Saint-Hilaire-la-Treille,75,87,72,4,40,12,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0
87150,Saint-Hilaire-les-Places,75,87,112,0,36,12,0,0,0,16,4,4,16,0,0,0,0,24,0,0,0,0,0,0
87151,Saint-Jean-Ligoure,75,87,84,0,56,0,0,0,0,0,4,0,0,0,8,4,4,8,0,0,0,0,0,0
87152,Saint-Jouvent,75,87,131,9,28,24,0,8,0,8,1,12,12,0,12,5,0,12,0,8,0,0,0,8
87153,Saint-Julien-le-Petit,75,87,68,8,28,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
87154,Saint-Junien,75,87,"5,134",425,96,312,135,24,44,504,300,461,"1,060",460,315,36,480,482,28,16,16,69,16,145
87155,Saint-Junien-les-Combes,75,87,37,0,12,8,0,0,0,0,0,1,0,4,4,0,0,8,0,0,0,0,0,0
87156,Saint-Just-le-Martel,75,87,599,42,44,30,36,10,20,10,12,40,178,37,32,24,40,44,0,5,8,0,0,13
87157,Saint-Laurent-les-Églises,75,87,214,8,36,16,0,0,0,8,13,25,40,8,16,0,31,13,0,0,0,4,0,4
87158,Saint-Laurent-sur-Gorre,75,87,645,24,64,53,30,4,4,24,12,40,132,52,117,0,29,60,1,0,0,16,0,17
87159,Saint-Léger-la-Montagne,75,87,32,12,8,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0
87160,Saint-Léger-Magnazeix,75,87,120,20,56,0,4,0,4,0,4,0,8,0,0,0,0,24,0,0,4,0,0,4
87161,Saint-Léonard-de-Noblat,75,87,"1,700",97,129,88,18,4,8,141,118,125,333,98,124,24,189,204,0,0,0,32,16,48
87162,Sainte-Marie-de-Vaux,75,87,13,0,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
87163,Saint-Martial-sur-Isop,75,87,92,4,36,4,0,0,4,0,0,4,20,12,4,0,4,0,0,0,0,0,0,0
87164,Saint-Martin-de-Jussac,75,87,52,4,16,4,4,0,0,4,8,0,4,0,0,0,0,8,0,0,0,0,0,0
87165,Saint-Martin-le-Mault,75,87,32,4,12,4,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0
87166,Saint-Martin-le-Vieux,75,87,102,12,28,22,0,0,0,4,4,0,4,8,4,0,0,16,0,0,0,0,0,0
87167,Saint-Martin-Terressus,75,87,40,8,12,0,0,0,0,0,0,4,12,0,4,0,0,0,0,0,0,0,0,0
87168,Saint-Mathieu,75,87,425,40,52,52,8,4,0,48,28,21,36,28,40,0,16,52,0,4,0,12,0,16
87169,Saint-Maurice-les-Brousses,75,87,89,4,8,8,0,0,8,0,4,12,25,4,0,0,0,16,0,0,8,0,0,8
87170,Saint-Méard,75,87,64,0,48,4,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0
87172,Saint-Ouen-sur-Gartempe,75,87,56,4,40,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
87174,Saint-Paul,75,87,209,12,64,8,20,0,0,16,16,12,8,4,32,0,8,9,4,0,0,0,0,4
87176,Saint-Priest-Ligoure,75,87,96,0,28,16,8,4,0,16,0,4,0,0,4,0,0,16,0,4,0,0,0,4
87177,Saint-Priest-sous-Aixe,75,87,194,8,20,33,8,4,0,1,8,24,28,12,8,0,0,40,0,0,0,4,0,4
87178,Saint-Priest-Taurion,75,87,248,16,16,44,0,0,4,20,16,12,12,24,28,12,8,36,0,0,4,4,8,16
87179,Saint-Sornin-la-Marche,75,87,36,0,24,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
87180,Saint-Sornin-Leulac,75,87,188,8,40,16,4,4,0,8,0,4,28,0,64,0,4,8,4,4,0,0,0,8
87181,Saint-Sulpice-Laurière,75,87,227,16,8,28,0,0,0,24,26,32,20,4,25,0,12,32,0,0,0,4,0,4
87182,Saint-Sulpice-les-Feuilles,75,87,393,48,48,32,4,0,0,56,29,12,12,52,44,0,12,44,0,0,0,20,0,20
87183,Saint-Sylvestre,75,87,64,4,8,8,0,0,0,0,0,4,8,8,16,0,0,8,0,0,0,4,0,4
87185,Saint-Victurnien,75,87,367,8,20,45,20,0,0,16,5,32,95,16,33,8,5,64,8,0,0,4,0,12
87186,Saint-Vitte-sur-Briance,75,87,44,4,32,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0
87187,Saint-Yrieix-la-Perche,75,87,"3,633",217,201,224,82,8,41,214,285,313,808,323,315,28,293,281,13,0,16,58,20,107
87188,Saint-Yrieix-sous-Aixe,75,87,36,0,16,4,4,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0
87189,Les Salles-Lavauguyon,75,87,60,8,20,0,0,0,0,0,0,0,20,4,8,0,0,0,0,0,0,4,0,4
87190,Sauviat-sur-Vige,75,87,319,8,52,16,5,0,0,16,12,26,82,13,37,0,16,36,0,0,0,4,0,4
87191,Séreilhac,75,87,217,8,76,16,4,0,0,8,4,16,16,4,17,0,12,36,0,0,0,4,0,4
87192,Solignac,75,87,202,8,32,20,20,0,0,24,0,16,12,9,20,8,16,17,0,0,0,1,4,5
87193,Surdoux,75,87,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87194,Sussac,75,87,68,0,40,12,0,0,0,0,4,8,0,0,0,0,0,4,0,0,0,0,0,0
87195,Tersannes,75,87,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87197,Thouron,75,87,44,4,0,8,4,0,0,0,8,8,0,0,0,0,0,12,0,0,0,0,0,0
87198,Vaulry,75,87,36,0,12,4,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0
87199,Vayres,75,87,136,8,52,12,4,0,0,0,8,8,12,4,12,0,0,16,0,0,0,0,0,0
87200,Verneuil-Moustiers,75,87,16,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87201,Verneuil-sur-Vienne,75,87,775,53,64,61,33,20,8,36,109,101,51,62,69,17,31,60,0,16,4,10,4,34
87202,Veyrac,75,87,159,2,16,34,5,0,5,8,9,0,5,10,18,1,8,38,1,0,5,1,0,7
87203,Vicq-sur-Breuilh,75,87,196,12,100,24,0,0,0,8,0,0,16,4,12,0,4,16,0,0,0,0,0,0
87204,Videix,75,87,57,9,20,4,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0
87205,Le Vigen,75,87,402,12,76,52,0,0,12,75,4,37,9,26,24,0,4,71,0,0,0,0,0,0
87206,Villefavard,75,87,36,4,12,0,0,4,0,4,0,0,4,0,4,0,0,4,0,4,0,0,0,4
88001,Les Ableuvenettes,44,88,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88002,Ahéville,44,88,21,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
88003,Aingeville,44,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
88004,Ainvelle,44,88,16,4,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
88005,Allarmont,44,88,88,0,0,32,0,0,0,0,4,0,20,4,16,0,4,8,0,0,0,0,0,0
88006,Ambacourt,44,88,70,4,8,20,2,0,0,0,4,4,8,8,4,0,0,8,1,0,0,4,0,5
88007,Ameuvelle,44,88,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88008,Anglemont,44,88,24,0,8,0,0,0,0,0,0,0,8,4,0,0,0,4,0,0,0,0,0,0
88009,Anould,44,88,600,24,20,88,16,4,4,24,24,60,140,44,48,8,20,76,0,0,0,12,0,12
88010,Aouze,44,88,33,1,9,1,1,0,1,2,0,1,7,4,4,0,0,2,0,0,1,1,0,2
88011,Arches,44,88,"1,278",8,32,20,12,28,4,36,44,88,690,104,132,12,16,52,0,12,4,12,0,28
