Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2013,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des revenus déclarés par unité de consommation et composition du revenu déclaré - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 25/04/2019      Découpage géographique au 01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Nbre d'unités de consommation dans les ménages fiscaux,Part des ménages fiscaux imposés,1er quartile,Médiane,3e quartile,Ecart interquartile,1er décile,2e décile,3e décile ,4e décile ,6e décile,7e décile,8e décile ,9e décile,Rapport interdécile D9/D1,S80/S20,Indice de Gini,Part des salaires et traitements hors chômage,Part des indemnités chômage,Part des revenus d'activités non salariées,"Part des pensions, retraites et rentes",Part des autres revenus
CODGEO,LIBGEO,NBMEN13,NBPERS13,NBUC13,PMIMP13,Q113,Q213,Q313,Q3_Q1,D113,D213,D313,D413,D613,D713,D813,D913,RD,S80S2013,GI13,PTSA13,PCHO13,PBEN13,PPEN13,PAUT13
5311,Redon,19282,44578.5,30396.3,51.0,13388.0,18658.0,24320.0,10932.0,8244.0,11960.0,14614.0,16710.0,20624.0,22914.0,26034.0,31748.0,3.9,5.0,0.3,55.0,3.8,5.3,31.7,4.2
5312,Rennes,317401,751726.5,505455.2,59.1,14802.0,20798.0,28170.0,13368.0,9084.0,13272.0,16136.0,18482.0,23282.0,26288.0,30506.0,38000.0,4.2,5.5,0.3,64.1,2.8,5.4,22.9,4.8
5313,Saint-Malo,47394,103147.5,72060.1,55.1,13846.0,19566.0,27078.0,13232.0,8686.0,12430.0,15046.0,17330.0,22096.0,25158.0,29476.0,37656.0,4.3,5.9,0.3,49.2,3.0,6.6,34.6,6.6
5314,Vitré,20246,50828.5,33488.9,55.3,14508.0,19400.0,25274.0,10766.0,10100.0,13374.0,15594.0,17494.0,21362.0,23792.0,27138.0,33304.0,3.3,4.4,0.3,64.7,2.8,5.8,21.1,5.6
5315,Lorient,131865,292999.5,202955.6,55.3,14028.0,19704.0,26564.0,12536.0,8582.0,12574.0,15288.0,17540.0,22062.0,24828.0,28614.0,35388.0,4.1,5.5,0.3,52.6,3.4,5.7,33.5,4.8
5316,Ploërmel,16795,38878.0,26476.9,50.6,13370.0,18504.0,24354.0,10984.0,8570.0,12074.0,14530.0,16590.0,20588.0,22926.0,26016.0,31590.0,3.7,4.7,0.3,54.5,3.0,7.3,30.8,4.4
5317,Pontivy,24623,56160.5,38517.5,52.6,13712.0,18878.0,24770.0,11058.0,8566.0,12340.0,14854.0,16910.0,20892.0,23352.0,26630.0,32404.0,3.8,5.0,0.3,53.5,2.8,8.5,30.1,5.1
5318,Vannes,150468,340521.0,234185.7,58.0,14534.0,20232.0,27576.0,13042.0,9290.0,13136.0,15780.0,18002.0,22692.0,25704.0,29928.0,37688.0,4.1,5.4,0.3,49.9,3.1,6.7,34.0,6.3
5401,Thouars - Loudun,28560,64388.5,44424.6,47.3,12818.0,17728.0,23570.0,10752.0,7996.0,11520.0,13886.0,15908.0,19684.0,22048.0,25262.0,31040.0,3.9,5.3,0.3,51.3,3.0,8.1,32.3,5.3
5402,Châtellerault,35752,80082.0,55299.1,53.1,12936.0,18860.0,25448.0,12512.0,6898.0,11320.0,14300.0,16712.0,21138.0,23810.0,27486.0,33886.0,4.9,6.6,0.3,54.6,3.2,5.3,32.3,4.6
5403,Angoulême,120576,266037.0,185322.3,51.1,12652.0,18652.0,25494.0,12842.0,6946.0,11134.0,14006.0,16418.0,21060.0,23832.0,27560.0,34420.0,5.0,6.7,0.3,52.9,3.2,6.7,32.5,4.7
5404,Jonzac - Barbezieux-Saint-Hilaire,29002,64723.5,44945.0,45.0,11728.0,17312.0,24018.0,12290.0,6926.0,10466.0,12954.0,15084.0,19652.0,22248.0,26098.0,33016.0,4.8,6.5,0.3,47.0,3.1,11.0,33.6,5.3
5405,Cognac,36171,80303.0,55858.0,55.5,13682.0,19634.0,27330.0,13648.0,8312.0,12230.0,14982.0,17334.0,22230.0,25358.0,29888.0,38516.0,4.6,6.6,0.3,50.5,2.8,10.5,30.0,6.2
5406,Saintes - Saint-Jean-d'Angely,54250,120452.0,83668.5,50.4,12774.0,18503.0,25332.0,12558.0,7466.0,11332.0,14038.0,16280.0,20846.0,23634.0,27428.0,34394.0,4.6,6.2,0.3,49.2,3.1,8.2,34.3,5.2
5407,Royan,44877,92625.5,66558.9,55.0,13398.0,19352.0,27356.0,13958.0,8430.0,12058.0,14630.0,16972.0,22064.0,25330.0,29862.0,37864.0,4.5,6.1,0.3,36.1,3.0,8.0,45.4,7.5
5408,Rochefort,49476,106899.5,75006.5,52.0,13050.0,18732.0,25636.0,12586.0,7778.0,11596.0,14300.0,16558.0,21136.0,23940.0,27702.0,34476.0,4.4,5.9,0.3,46.5,3.5,7.1,37.5,5.4
5409,La Rochelle,106465,235621.5,163732.4,59.6,14414.0,20708.0,28754.0,14340.0,8674.0,12832.0,15778.0,18284.0,23402.0,26710.0,31292.0,39636.0,4.6,6.2,0.3,51.5,3.3,6.2,32.5,6.5
5410,Niort,96242,219610.0,150573.9,55.7,13984.0,19788.0,27064.0,13080.0,8678.0,12574.0,15254.0,17543.0,22258.0,25228.0,29304.0,36608.0,4.2,5.6,0.3,59.0,2.6,5.9,28.4,4.1
5411,Parthenay,13989,31431.0,21724.4,46.4,12748.0,17700.0,23638.0,10890.0,7734.0,11498.0,13898.0,15860.0,19640.0,22110.0,25556.0,31242.0,4.0,5.4,0.3,53.3,2.9,6.6,32.3,4.9
5412,Bressuire,29741,72408.0,48410.5,46.6,13120.0,17702.0,23005.0,9885.0,8438.0,11908.0,14166.0,15964.0,19552.0,21722.0,24598.0,29902.0,3.5,4.8,0.3,57.3,3.0,7.1,27.2,5.4
5413,Poitiers,139056,309231.0,213783.8,54.7,13630.0,19656.0,26892.0,13262.0,7902.0,12106.0,14970.0,17368.0,22142.0,25094.0,29194.0,36648.0,4.6,6.2,0.3,58.5,2.7,5.7,28.3,4.8
7201,Bergerac,48186,105777.0,73918.6,48.7,11884.0,17898.0,24964.0,13080.0,6456.0,10422.0,13254.0,15624.0,20334.0,23222.0,27180.0,34062.0,5.3,6.9,0.3,45.7,3.4,6.4,38.4,6.1
7202,Périgueux,106800,229462.5,161731.7,49.6,12656.0,18464.0,25114.0,12458.0,7430.0,11254.0,13938.0,16266.0,20814.0,23512.0,27108.0,33658.0,4.5,6.0,0.3,49.6,3.0,5.7,36.7,5.0
7203,Sarlat-la-Canéda,23740,50678.0,35931.9,49.9,12248.0,17964.0,25050.0,12802.0,7660.0,10996.0,13386.0,15688.0,20388.0,23182.0,27376.0,34630.0,4.5,6.0,0.3,43.1,3.4,6.7,39.2,7.6
7204,Bordeaux,532166,1208937.0,829662.5,59.9,14224.0,21162.0,29512.0,15288.0,8048.0,12508.0,15744.0,18484.0,24010.0,27446.0,32116.0,40556.0,5.0,6.7,0.3,61.3,3.2,5.4,25.0,5.1
7205,Libourne,49245,110936.5,76460.3,48.2,11874.0,17870.0,24744.0,12870.0,6376.0,10374.0,13236.0,15616.0,20238.0,23044.0,26812.0,33544.0,5.3,7.2,0.3,51.9,3.4,6.9,31.7,6.1
7206,Pauillac,22555,50158.0,34786.4,50.8,12576.0,18457.0,25172.0,12596.0,7364.0,11130.0,13890.0,16234.0,20710.0,23480.0,27146.0,33728.0,4.6,6.2,0.3,47.9,3.6,6.9,36.0,5.6
7207,La Teste-de-Buch,67785,150268.0,104549.1,59.2,14698.0,20785.0,28490.0,13792.0,9384.0,13214.0,15986.0,18380.0,23392.0,26544.0,30968.0,39022.0,4.2,5.5,0.3,48.5,3.2,5.8,36.2,6.3
7208,Dax,79020,175548.5,122041.8,55.0,13888.0,19712.0,26726.0,12838.0,8592.0,12432.0,15172.0,17494.0,22126.0,24966.0,28934.0,36356.0,4.2,5.6,0.3,49.5,3.3,6.2,34.5,6.5
7209,Agen,65007,145372.0,100554.4,52.2,12568.0,18822.0,26190.0,13622.0,6948.0,11042.0,13926.0,16448.0,21360.0,24376.0,28398.0,35562.0,5.1,6.8,0.3,54.7,3.2,6.4,30.1,5.6
7210,Marmande,38205,84356.0,58812.2,46.5,11882.0,17550.0,24272.0,12390.0,6618.0,10504.0,13108.0,15328.0,19874.0,22644.0,26290.0,32790.0,5.0,6.7,0.3,48.4,3.1,7.4,35.1,6.0
7211,Villeneuve-sur-Lot,42407,94184.5,65527.6,45.8,11432.0,17150.0,23838.0,12406.0,6270.0,10032.0,12646.0,14948.0,19494.0,22172.0,25788.0,32326.0,5.2,6.9,0.3,44.5,3.7,7.0,38.0,6.8
7212,Bayonne,146051,317543.0,222297.8,57.9,14270.0,20436.0,28144.0,13874.0,8772.0,12776.0,15604.0,18026.0,23016.0,26194.0,30632.0,39064.0,4.5,6.1,0.3,51.8,3.0,6.4,31.4,7.4
7213,Oloron-Sainte-Marie,18335,40857.5,28467.9,52.8,13512.0,19062.0,25768.0,12256.0,8196.0,12122.0,14678.0,16946.0,21352.0,24106.0,27766.0,33648.0,4.1,5.2,0.3,51.2,2.8,6.3,34.7,5.0
7214,Pau,145520,328529.0,226787.9,57.9,14156.0,20568.0,28608.0,14452.0,8528.0,12618.0,15562.0,18050.0,23320.0,26566.0,31124.0,39312.0,4.6,6.1,0.3,55.9,2.7,5.2,30.2,6.0
7301,Foix - Pamiers,49817,109673.0,76396.7,48.3,12002.0,18064.0,24732.0,12730.0,6352.0,10526.0,13306.0,15802.0,20394.0,23124.0,26748.0,33300.0,5.2,6.8,0.3,51.1,3.4,5.6,34.7,5.2
7302,Saint-Girons,14979,30593.5,21977.0,47.5,11290.0,17844.0,24610.0,13320.0,5374.0,9750.0,12776.0,15398.0,20250.0,23038.0,26704.0,33188.0,6.2,7.9,0.3,44.6,3.0,6.5,40.6,5.3
7303,Millau,26910,58196.5,40832.5,47.8,12308.0,17734.0,24258.0,11950.0,7206.0,10932.0,13528.0,15658.0,19912.0,22612.0,26128.0,32404.0,4.5,5.9,0.3,48.2,3.1,7.6,34.8,6.3
7304,Rodez,76424,167955.0,117155.6,52.8,13214.0,18856.0,25696.0,12482.0,8486.0,11880.0,14396.0,16678.0,21250.0,24058.0,27702.0,34500.0,4.1,5.4,0.3,50.6,2.3,8.2,31.9,7.0
7305,Villefranche-de-Rouergue,16106,35123.0,24660.5,47.0,12178.0,17552.0,24258.0,12080.0,7422.0,10896.0,13334.0,15370.0,19956.0,22610.0,26262.0,32924.0,4.4,5.9,0.3,44.5,2.5,8.5,37.8,6.7
7306,Saint-Gaudens,26808,56293.0,40028.5,50.8,12418.0,18532.0,25640.0,13222.0,6914.0,10934.0,13796.0,16218.0,21034.0,23886.0,27852.0,34420.0,5.0,6.7,0.3,46.7,2.9,5.9,38.7,5.8
7307,Auch,50669,111332.0,77909.1,51.0,12640.0,18604.0,25841.0,13201.0,7332.0,11262.0,13934.0,16284.0,21116.0,24034.0,28008.0,35456.0,4.8,6.4,0.3,48.1,2.7,8.0,34.3,6.9
7308,Cahors,41606,89087.0,62933.4,51.4,12492.0,18683.0,26194.0,13702.0,7116.0,11010.0,13774.0,16230.0,21276.0,24332.0,28498.0,35436.0,5.0,6.5,0.3,45.4,3.1,6.6,38.6,6.3
7309,Figeac,17655,37879.5,26723.8,52.3,13108.0,18982.0,25748.0,12640.0,8156.0,11660.0,14318.0,16674.0,21372.0,24122.0,27724.0,34312.0,4.2,5.5,0.3,48.7,2.3,6.2,37.2,5.6
7310,Tarbes - Lourdes,102880,221667.0,155926.2,52.3,13038.0,18962.0,25796.0,12758.0,7604.0,11548.0,14324.0,16714.0,21352.0,24106.0,27840.0,34194.0,4.5,5.9,0.3,51.1,3.4,6.0,34.9,4.6
7311,Albi,74757,165575.5,115135.1,50.7,12614.0,18658.0,25910.0,13296.0,6852.0,11086.0,13972.0,16354.0,21160.0,24154.0,28098.0,35188.0,5.1,6.8,0.3,49.9,2.9,6.6,34.7,5.9
7312,Castres - Mazamet,57655,130368.0,90085.2,47.8,12334.0,17960.0,24584.0,12250.0,6792.0,10878.0,13626.0,15844.0,20262.0,22966.0,26598.0,33402.0,4.9,6.6,0.3,51.5,3.3,6.1,34.0,5.1
7313,Montauban,93581,219377.5,148930.0,48.0,11584.0,17766.0,24864.0,13280.0,5960.0,10078.0,12940.0,15370.0,20236.0,23136.0,26894.0,33508.0,5.6,7.4,0.3,54.0,3.5,6.2,30.7,5.6
7401,Tulle,31813,66277.0,47295.0,54.3,13508.0,19376.0,26210.0,12702.0,8600.0,12136.0,14786.0,17128.0,21746.0,24504.0,28304.0,34692.0,4.0,5.2,0.3,49.0,2.3,5.6,38.6,4.5
7402,Ussel,13813,28813.0,20502.1,51.1,12794.0,18246.0,24530.0,11736.0,7954.0,11478.0,14046.0,16244.0,20488.0,22956.0,26408.0,32824.0,4.1,5.5,0.3,50.9,2.4,6.2,35.5,5.0
7403,Guéret,55891,114735.5,82367.1,46.1,11642.0,17212.0,23822.0,12180.0,6704.0,10362.0,12806.0,15006.0,19500.0,22190.0,25840.0,32074.0,4.8,6.3,0.3,45.7,2.8,7.5,39.3,4.7
7404,Limoges,165925,353381.0,248934.7,54.3,12988.0,19450.0,26682.0,13694.0,6654.0,11288.0,14476.0,17062.0,21980.0,24912.0,28912.0,36068.0,5.4,7.1,0.3,54.6,2.5,5.0,33.5,4.4
8201,Ambérieu-en-Bugey,39955,97618.5,64944.7,60.7,14886.0,20926.0,28000.0,13114.0,9558.0,13422.0,16208.0,18638.0,23360.0,26274.0,30138.0,37018.0,3.9,5.1,0.3,63.1,2.9,4.3,24.1,5.6
8202,Bourg-en-Bresse,55659,129235.5,87842.6,60.5,14328.0,20350.0,27394.0,13066.0,8610.0,12800.0,15666.0,18088.0,22768.0,25596.0,29578.0,36786.0,4.3,5.5,0.3,59.6,2.6,4.7,28.5,4.6
8203,Oyonnax,26146,64237.5,42747.5,55.4,12068.0,18514.0,25556.0,13488.0,7140.0,10550.0,13576.0,16146.0,21008.0,23844.0,27636.0,34594.0,4.8,6.5,0.3,61.9,3.6,3.5,26.1,4.9
8204,Annonay,22444,52256.0,35557.9,54.3,13496.0,19026.0,25056.0,11560.0,8250.0,12096.0,14796.0,17080.0,21148.0,23622.0,26834.0,33062.0,4.0,5.3,0.3,55.8,3.7,4.8,31.1,4.6
8205,Aubenas,42843,92726.0,65051.9,48.2,11756.0,17610.0,24414.0,12658.0,6558.0,10360.0,13068.0,15416.0,19960.0,22796.0,26436.0,32834.0,5.0,6.6,0.3,45.0,4.0,6.2,38.0,6.8
8206,Montélimar,78703,181823.0,124091.7,53.6,12206.0,18836.0,26664.0,14458.0,6686.0,10610.0,13640.0,16292.0,21534.0,24718.0,29096.0,36582.0,5.5,7.1,0.3,54.2,3.4,5.7,30.5,6.2
8207,Romans-sur-Isère,36433,86175.5,58193.1,52.9,12512.0,18798.0,25868.0,13356.0,6910.0,10948.0,13948.0,16492.0,21220.0,24094.0,28136.0,35284.0,5.1,6.7,0.3,57.1,3.4,5.3,28.6,5.6
8208,Valence,148194,342578.0,233714.5,54.5,13012.0,19216.0,26470.0,13458.0,7518.0,11484.0,14418.0,16878.0,21690.0,24696.0,28686.0,36038.0,4.8,6.3,0.3,56.2,3.3,5.4,29.5,5.6
8209,Bourgoin-Jallieu,85734,220124.0,143876.0,58.4,13938.0,20208.0,27372.0,13434.0,8318.0,12416.0,15346.0,17878.0,22646.0,25618.0,29510.0,36358.0,4.4,5.6,0.3,66.0,3.4,3.9,22.7,4.0
8210,Grenoble,337385,786796.0,534091.3,62.6,14692.0,21566.0,30012.0,15320.0,8712.0,13036.0,16162.0,18884.0,24458.0,27890.0,32574.0,40890.0,4.7,6.1,0.3,62.1,2.8,4.6,25.4,5.1
8211,Vienne - Roussillon,90512,222477.5,148056.4,57.8,13758.0,20072.0,27256.0,13498.0,8216.0,12216.0,15146.0,17658.0,22560.0,25478.0,29386.0,36224.0,4.4,5.7,0.3,60.5,3.1,4.9,26.6,4.9
8212,Roanne,61430,136886.0,94719.2,52.4,13188.0,18552.0,24794.0,11606.0,7718.0,11670.0,14466.0,16584.0,20722.0,23192.0,26664.0,32870.0,4.3,5.7,0.3,53.4,3.3,4.8,33.7,4.8
8213,Villefranche-sur-Saône,100022,251244.5,165767.1,62.3,15120.0,21484.0,29406.0,14286.0,9396.0,13552.0,16484.0,19018.0,24140.0,27390.0,31874.0,39966.0,4.3,5.5,0.3,63.0,2.8,5.1,23.7,5.4
8214,Lyon,732126,1717336.5,1160173.8,63.1,13660.0,21456.0,30776.0,17116.0,7270.0,11788.0,15396.0,18484.0,24624.0,28422.0,33678.0,43242.0,5.9,7.9,0.4,63.9,3.1,4.5,23.3,5.2
8215,La Tarentaise,47676,107803.0,74149.8,63.1,14686.0,20670.0,27802.0,13116.0,9374.0,13274.0,15962.0,18356.0,23138.0,26070.0,30040.0,37310.0,4.0,5.3,0.3,57.0,3.4,7.9,23.9,7.8
8216,Chambéry,122328,280849.0,191958.5,62.5,14788.0,21324.0,29308.0,14520.0,9098.0,13212.0,16214.0,18818.0,24020.0,27336.0,31818.0,39994.0,4.4,5.8,0.3,58.5,2.7,5.3,27.6,5.9
8217,La Maurienne,17534,38615.5,26877.6,62.4,14946.0,20714.0,27448.0,12502.0,9966.0,13646.0,16172.0,18454.0,23102.0,25916.0,29528.0,35688.0,3.6,4.5,0.3,54.4,3.2,6.9,29.8,5.7
8218,Annecy,121166,283141.5,192226.7,68.1,16838.0,23890.0,33454.0,16616.0,10854.0,15150.0,18338.0,21104.0,26972.0,30832.0,36632.0,47688.0,4.4,5.9,0.3,63.6,2.5,4.9,22.0,7.0
8219,Le Genevois Français,157358,378152.0,252563.5,55.1,16842.0,27974.0,44546.0,27704.0,8596.0,14434.0,19026.0,23322.0,33482.0,40264.0,49658.0,65592.0,7.6,9.9,0.4,74.0,2.9,3.1,15.6,4.4
8220,La Vallée de l'Arve,24257,60594.5,40116.0,64.2,14634.0,21398.0,29684.0,15050.0,8954.0,13000.0,16116.0,18826.0,24248.0,27630.0,32168.0,40460.0,4.5,5.8,0.3,65.4,3.8,4.0,20.6,6.2
8221,Le Mont Blanc,27888,62465.5,43167.9,66.8,15522.0,21894.0,29936.0,14414.0,10414.0,14058.0,16894.0,19358.0,24546.0,27882.0,32576.0,42292.0,4.1,5.5,0.3,57.0,2.6,8.4,22.5,9.5
8222,Le Chablais,41607,95484.0,65196.5,66.0,16390.0,24110.0,35084.0,18694.0,10346.0,14626.0,17932.0,20980.0,27768.0,32320.0,38856.0,50018.0,4.8,6.3,0.3,65.3,3.1,5.0,20.5,6.1
8301,Montluçon,51460,107297.0,76315.4,51.1,12386.0,18308.0,24784.0,12398.0,6526.0,10844.0,13712.0,16090.0,20568.0,23218.0,26716.0,32976.0,5.1,6.7,0.3,49.3,3.0,5.6,37.6,4.5
8302,Moulins,44745,96771.0,67846.9,52.1,12732.0,18482.0,25048.0,12316.0,7278.0,11320.0,13988.0,16310.0,20724.0,23404.0,27044.0,33496.0,4.6,6.1,0.3,51.2,2.5,6.9,34.3,5.1
8303,Vichy,61677,129218.5,91744.7,51.1,12576.0,18406.0,25356.0,12780.0,6984.0,11106.0,13912.0,16226.0,20804.0,23608.0,27454.0,34434.0,4.9,6.6,0.3,49.6,3.0,5.9,36.6,4.9
8304,Aurillac,37341,79806.0,56303.1,52.1,13314.0,18760.0,25490.0,12176.0,8398.0,11980.0,14480.0,16652.0,21058.0,23738.0,27492.0,34318.0,4.1,5.4,0.3,51.8,2.3,7.2,32.9,5.8
8305,Mauriac,13634,27818.0,20065.4,44.4,12126.0,17024.0,23014.0,10888.0,7854.0,11042.0,13136.0,14944.0,19114.0,21570.0,24806.0,30876.0,3.9,5.2,0.3,42.5,2.3,10.5,38.5,6.2
8306,Saint-Flour,15417,33189.5,23406.6,46.5,12180.0,17108.0,23480.0,11300.0,7748.0,11000.0,13182.0,15206.0,19250.0,21826.0,25350.0,31254.0,4.0,5.3,0.3,46.2,2.5,10.7,33.5,7.1
8307,Brioude,20023,42929.0,30231.7,45.8,11880.0,17258.0,23370.0,11490.0,7238.0,10602.0,13088.0,15194.0,19508.0,21832.0,25068.0,30782.0,4.3,5.6,0.3,47.8,3.2,7.3,36.6,5.1
8308,Le Puy-en-Velay,40327,89063.0,61917.9,51.6,12946.0,18612.0,25238.0,12292.0,7720.0,11554.0,14126.0,16462.0,20872.0,23602.0,27296.0,33852.0,4.4,5.7,0.3,52.5,2.7,7.0,32.5,5.3
8309,Ambert,9606,20207.5,14380.7,49.4,12498.0,18112.0,24858.0,12360.0,7814.0,11119.0,13704.0,15944.0,20392.0,23196.0,27043.0,34168.0,4.4,5.6,0.3,49.9,2.4,5.6,36.9,5.2
8310,Clermont-Ferrand,228710,499353.0,348168.9,59.6,14190.0,20764.0,28588.0,14398.0,8256.0,12560.0,15652.0,18252.0,23420.0,26626.0,31004.0,38754.0,4.7,6.2,0.3,59.3,2.5,5.2,28.4,4.6
8311,Issoire,21643,47255.0,32978.7,52.3,13284.0,18978.0,25354.0,12070.0,8402.0,11970.0,14546.0,16723.0,21243.0,23728.0,27116.0,33128.0,3.9,5.2,0.3,53.3,2.9,6.0,32.9,4.9
8312,Thiers,20765,46528.0,32203.0,47.2,12392.0,17826.0,24192.0,11800.0,6998.0,11066.0,13580.0,15750.0,19980.0,22518.0,26102.0,32422.0,4.6,6.0,0.3,54.0,3.8,4.9,33.4,3.9
9101,Carcassonne,53624,120576.0,83141.5,46.7,10584.0,17320.0,24653.0,14069.0,4314.0,8950.0,12110.0,14770.0,19894.0,22862.0,26788.0,33626.0,7.8,9.7,0.4,51.3,3.7,6.0,33.8,5.2
9102,Limoux,19534,41467.0,29412.5,42.0,10456.0,16434.0,23086.0,12630.0,4856.0,8968.0,11714.0,14100.0,18784.0,21508.0,24986.0,31190.0,6.4,8.3,0.4,42.0,3.7,6.9,41.4,6.0
9103,Narbonne,72466,156666.0,109766.3,45.7,10644.0,17058.0,24266.0,13622.0,4810.0,9040.0,12074.0,14620.0,19612.0,22552.0,26476.0,33382.0,6.9,8.8,0.4,45.8,4.0,6.6,38.0,5.6
9104,Alès,65101,141841.0,99148.0,43.6,10074.0,16544.0,23666.0,13592.0,3954.0,8388.0,11554.0,14184.0,19020.0,21930.0,25752.0,32096.0,8.1,10.1,0.4,46.2,4.1,5.7,38.5,5.5
9105,Bagnols-sur-Cèze,28365,66386.0,45177.7,53.6,12038.0,18963.0,26703.0,14665.0,6186.0,10490.0,13566.0,16348.0,21778.0,24896.0,28946.0,36028.0,5.8,7.2,0.3,57.3,3.3,5.1,29.5,4.8
9106,Nîmes,151097,353717.0,239853.7,50.4,10710.0,18070.0,26122.0,15412.0,4450.0,8922.0,12362.0,15344.0,20880.0,24154.0,28490.0,36072.0,8.1,10.2,0.4,54.8,3.7,5.9,29.8,5.8
9107,Agde - Pézenas,39506,85884.5,60154.9,46.6,10694.0,17164.0,24544.0,13850.0,5200.0,9146.0,12112.0,14658.0,19738.0,22756.0,26810.0,33938.0,6.5,8.6,0.4,42.8,4.4,6.4,38.5,7.9
9108,Béziers,102011,226472.0,156894.6,44.8,9992.0,16754.0,24092.0,14100.0,4016.0,8318.0,11526.0,14206.0,19356.0,22336.0,26250.0,33270.0,8.3,10.6,0.4,46.4,3.8,7.4,36.0,6.4
9109,Clermont-l'Hérault - Lodève,23428,55084.5,37250.4,44.2,10966.0,17112.0,24102.0,13136.0,5462.0,9478.0,12292.0,14712.0,19624.0,22398.0,26184.0,32812.0,6.0,7.7,0.3,51.8,4.3,6.3,31.8,5.8
9110,Ganges,20744,44748.5,31376.5,42.5,10542.0,16542.0,23418.0,12876.0,4782.0,9030.0,11880.0,14362.0,18942.0,21652.0,25560.0,32116.0,6.7,8.3,0.4,45.2,4.4,6.5,37.6,6.3
9111,Montpellier,276828,622993.5,428952.8,56.6,12248.0,20046.0,29196.0,16948.0,5796.0,10332.0,13970.0,17074.0,23200.0,26928.0,31966.0,40928.0,7.1,9.1,0.4,57.3,3.7,6.3,26.4,6.3
9112,Sète,46676,101289.0,70868.6,49.5,11216.0,17826.0,25480.0,14264.0,5318.0,9590.0,12752.0,15340.0,20444.0,23568.0,27788.0,35076.0,6.6,8.6,0.4,48.2,4.1,6.1,35.8,5.8
9113,La Lozère,32578,70804.0,49520.6,51.6,12734.0,18362.0,24894.0,12160.0,7808.0,11378.0,13966.0,16242.0,20622.0,23222.0,26930.0,33268.0,4.3,5.6,0.3,51.2,2.3,7.9,32.5,6.1
9114,Céret,34828,71605.0,51430.2,50.3,11990.0,18256.0,25934.0,13944.0,6326.0,10448.0,13364.0,15804.0,20842.0,24030.0,28218.0,35762.0,5.7,7.4,0.3,37.6,3.3,6.4,45.6,7.1
9115,Perpignan,154323,338229.5,235463.5,48.0,10446.0,17396.0,25102.0,14656.0,4200.0,8754.0,11984.0,14766.0,20122.0,23242.0,27334.0,34640.0,8.2,10.5,0.4,48.2,3.8,6.9,34.9,6.2
9116,Prades,19428,41203.5,29067.6,45.9,10878.0,17100.0,23970.0,13092.0,5360.0,9370.0,12234.0,14820.0,19552.0,22410.0,25972.0,32576.0,6.1,7.7,0.3,46.6,3.6,6.9,36.8,6.1
9301,Digne-les-Bains,32449,69084.0,48751.8,52.7,12428.0,18738.0,25966.0,13538.0,6920.0,10890.0,13852.0,16238.0,21262.0,24156.0,28070.0,34808.0,5.0,6.4,0.3,49.8,3.2,5.8,35.1,6.1
9302,Manosque,35475,78368.0,54502.3,53.2,12486.0,19058.0,27082.0,14596.0,6952.0,10948.0,13890.0,16522.0,21794.0,25068.0,29504.0,37104.0,5.3,6.9,0.3,47.7,3.3,6.5,34.3,8.2
9303,Briançon,15755,33922.0,23765.4,58.6,13698.0,19278.0,26275.0,12577.0,8826.0,12452.0,14924.0,17112.0,21600.0,24472.0,28318.0,35802.0,4.1,5.2,0.3,51.0,3.9,8.5,29.3,7.3
9304,Gap,47479,103438.5,72234.6,54.4,13092.0,18950.0,26226.0,13134.0,7856.0,11646.0,14356.0,16684.0,21404.0,24364.0,28412.0,35490.0,4.5,5.9,0.3,50.3,3.2,7.0,32.8,6.7
9305,Cannes - Antibes,192234,413529.0,290407.6,61.1,13532.0,21080.0,31044.0,17512.0,7516.0,11806.0,15118.0,18104.0,24388.0,28468.0,34246.0,44572.0,5.9,8.1,0.4,52.9,3.1,5.7,29.1,9.2
9306,Menton - Vallée de la Roya,39868,84197.5,59555.9,62.5,14092.0,21284.0,30480.0,16388.0,8426.0,12562.0,15580.0,18432.0,24362.0,28076.0,33328.0,42502.0,5.0,7.0,0.4,60.4,2.7,4.3,26.4,6.2
9307,Nice,292512,625850.5,439914.8,59.1,12672.0,20488.0,30000.0,17328.0,6266.0,10848.0,14336.0,17450.0,23736.0,27610.0,32934.0,42900.0,6.8,9.2,0.4,55.2,2.9,6.5,27.8,7.6
9308,Aix-en-Provence,167503,393188.5,267542.1,62.7,14818.0,22526.0,32554.0,17736.0,8612.0,13032.0,16418.0,19464.0,25910.0,30002.0,35642.0,45778.0,5.3,7.1,0.4,58.4,3.0,5.3,25.3,8.0
9309,Arles,35406,81123.0,55573.3,51.3,11304.0,18212.0,26234.0,14930.0,5516.0,9638.0,12838.0,15588.0,20962.0,24196.0,28712.0,36478.0,6.6,8.8,0.4,52.9,3.8,6.0,29.8,7.5
