Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des revenus disponibles par unité de consommation et composition du revenu disponible - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 23/01/2020       Géographie au 01/01/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nbre de ménages fiscaux,Nbre de personnes dans les ménages fiscaux,Nbre d'unités de consommation dans les ménages fiscaux,1er quartile (€),Médiane (€),3e quartile (€),Écart interquartile (€),1er décile (€),2e décile (€),3e décile (€),4e décile (€),6e décile (€),7e décile (€),8e décile (€),9e décile (€),Rapport interdécile 9e décile/1er decile,S80/20,Indice de Gini,Part des revenus d’activité (%),dont part des salaires et traitements(%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%)
CODGEO,LIBGEO,NBMEN17,NBPERS17,NBUC17,Q117,Q217,Q317,Q3_Q1,D117,D217,D317,D417,D617,D717,D817,D917,RD,S80S2017,GI17,PACT17,PTSA17,PCHO17,PBEN17,PPEN17,PPAT17,PPSOC17,PPFAM17,PPMINI17,PPLOGT17,PIMPOT17
5315,Lorient,136202,296781,207364.8,15980,20830,26610,10620,12070,14860,17040,18960,22830,25150,28400,34260,2.8,3.451,0.243,65.1,56.1,3.4,5.6,36.0,8.7,5.4,2.0,2.0,1.3,-15.2
5316,Ploërmel,17131,39018,26807.9,15740,20060,25080,9340,12130,14710,16690,18390,21760,23840,26570,31210,2.6,3.097,0.222,66.8,57.1,2.8,6.9,33.1,8.0,5.4,2.5,1.8,1.1,-13.3
5317,Pontivy,25364,57272,39493.2,15620,20080,25090,9470,11920,14570,16520,18320,21860,23880,26650,31620,2.7,3.285,0.233,66.9,56.4,2.9,7.6,32.3,8.7,5.6,2.4,2.0,1.2,-13.5
5318,Vannes,158712,352502,244702.9,16680,21520,27810,11130,12640,15500,17690,19620,23620,26160,29900,36590,2.9,3.537,0.250,63.4,53.9,3.1,6.4,37.4,10.7,4.4,1.9,1.5,1.0,-15.9
5401,Thouars - Loudun,28304,62608,43569.2,14880,19020,23860,8980,11340,13960,15770,17460,20700,22640,25340,30040,2.6,3.292,0.235,63.4,54.0,3.1,6.3,34.9,9.2,5.9,2.4,2.2,1.4,-13.4
5402,Châtellerault,35763,78587,54732.6,15160,19970,25420,10260,11280,14070,16210,18130,21830,24070,27200,32590,2.9,3.496,0.244,64.5,57.0,2.9,4.6,35.1,8.6,6.3,2.4,2.4,1.5,-14.5
5403,Angoulême,123105,266100,186817.2,14920,19850,25520,10610,10990,13810,15970,17940,21790,24120,27250,33000,3.0,3.629,0.251,64.8,55.8,3.1,6.0,34.8,8.5,6.2,2.0,2.6,1.6,-14.3
5404,Jonzac - Barbezieux-Saint-Hilaire,29396,64392,45079.4,14220,18770,24530,10310,10760,13280,15130,16950,20790,23140,26140,31970,3.0,3.658,0.256,61.6,49.1,3.2,9.3,36.1,9.4,6.2,2.1,2.6,1.4,-13.3
5405,Cognac,36420,79379,55666.7,15840,20930,27310,11470,11780,14650,16940,18910,23130,25740,29240,36520,3.1,3.856,0.268,67.8,56.0,3.0,8.9,32.7,10.7,4.9,1.7,2.0,1.2,-16.1
5406,Saintes - Saint-Jean-d'Angely,55780,121448,85114.4,15050,19790,25520,10470,11350,14010,16050,17900,21730,24080,27290,33130,2.9,3.527,0.248,62.2,52.1,3.2,6.9,36.7,9.5,5.9,2.1,2.4,1.4,-14.3
5407,Royan,47312,95315,69261.0,15820,20930,27770,11950,11950,14720,16880,18920,23240,26030,29890,36860,3.1,3.840,0.268,49.2,38.6,3.1,7.6,49.9,13.1,3.9,1.3,1.7,1.0,-16.1
5408,Rochefort,50935,108061,76515.2,15310,20200,25980,10670,11550,14210,16350,18300,22210,24510,27810,33610,2.9,3.497,0.245,59.1,49.1,3.4,6.6,40.1,9.8,5.5,1.9,2.2,1.4,-14.5
5409,La Rochelle,112559,244874,171393.0,16420,21680,28580,12150,12210,15190,17530,19590,23960,26780,30740,37840,3.1,3.855,0.267,65.3,56.0,3.3,6.1,35.4,11.3,4.8,1.8,1.8,1.2,-16.8
5410,Niort,98051,219793,151890.3,16060,20930,26960,10900,12130,14910,17110,19050,22980,25420,28830,35030,2.9,3.473,0.244,71.4,63.6,2.6,5.2,30.9,8.0,5.3,2.1,1.9,1.3,-15.6
5411,Parthenay,14117,31092,21691.7,15060,19140,24190,9130,11750,14150,15930,17550,20880,22900,25710,30640,2.6,3.172,0.229,63.9,54.7,2.8,6.4,34.5,8.9,6.1,2.3,2.3,1.5,-13.4
5412,Bressuire,30468,73256,49239.9,15360,19340,23900,8540,11830,14400,16210,17850,20910,22770,25340,30130,2.5,3.109,0.224,68.8,59.2,2.8,6.8,29.4,9.0,6.0,2.9,1.8,1.2,-13.2
5413,Poitiers,142059,312846,217192.0,15540,20570,26570,11030,11420,14360,16610,18610,22640,25040,28460,34640,3.0,3.683,0.254,70.0,62.0,2.8,5.2,31.1,8.8,5.7,2.2,2.0,1.5,-15.6
7201,Bergerac,49877,107218,75580.3,14220,19260,25260,11040,10570,13150,15250,17270,21310,23730,27030,33040,3.1,3.848,0.264,57.1,47.1,3.4,6.6,40.3,10.5,6.2,2.1,2.5,1.6,-14.1
7202,Périgueux,108408,228471,162385.1,14860,19720,25360,10510,10970,13750,15900,17820,21650,23960,27140,32840,3.0,3.651,0.252,60.8,51.9,3.1,5.9,38.8,9.0,5.4,1.8,2.2,1.4,-14.0
7203,Sarlat-la-Canéda,24219,50413,36126.6,14510,19400,25520,11010,10660,13420,15540,17530,21500,23930,27360,33550,3.1,3.887,0.264,55.6,45.0,3.6,6.9,41.9,12.1,4.7,1.6,2.0,1.2,-14.3
7204,Bordeaux,571412,1289418,887353.0,16270,21980,29130,12860,11860,14960,17470,19750,24400,27310,31370,38680,3.3,4.047,0.274,76.9,67.5,3.5,5.9,26.4,9.1,5.1,1.8,2.0,1.3,-17.5
7205,Libourne,50802,113249,78467.0,14320,19150,24890,10560,10550,13240,15310,17260,21130,23470,26700,32550,3.1,3.826,0.263,64.9,54.5,3.6,6.8,33.2,9.5,6.8,2.3,2.8,1.7,-14.4
7206,Pauillac,23799,52219,36470.2,14930,19680,25400,10480,11020,13820,15910,17840,21680,23920,27060,32640,3.0,3.614,0.251,60.9,50.4,3.8,6.7,38.6,9.2,5.6,2.0,2.3,1.3,-14.3
7207,La Teste-de-Buch,73182,159976,112112.7,16710,21730,28330,11620,12530,15470,17750,19770,24000,26680,30470,37540,3.0,3.705,0.259,62.9,53.2,3.6,6.1,39.0,11.2,3.9,1.6,1.4,0.9,-17.0
7208,Dax,82517,179958,126124.9,15910,20770,26830,10930,12000,14780,16950,18880,22820,25290,28670,35010,2.9,3.604,0.253,62.8,52.9,3.6,6.4,37.2,10.8,4.7,1.7,1.8,1.2,-15.5
7209,Agen,66885,147963,102745.6,14830,20010,26110,11280,10980,13670,15930,17970,22180,24590,27960,34070,3.1,3.806,0.262,67.4,58.1,3.3,6.1,31.9,9.6,6.2,2.2,2.4,1.6,-15.1
7210,Marmande,39374,85697,60131.4,14260,18860,24500,10230,10670,13230,15230,17030,20830,23170,26180,31700,3.0,3.658,0.255,60.3,50.4,3.3,6.6,36.9,10.4,6.2,2.2,2.5,1.6,-13.8
7211,Villeneuve-sur-Lot,43091,94110,65960.1,13950,18590,24220,10260,10400,12920,14900,16800,20590,22810,25930,31570,3.0,3.738,0.259,57.4,46.5,3.6,7.2,39.2,10.8,6.5,2.3,2.6,1.6,-13.9
7212,Bayonne,157606,336976,237478.1,16210,21380,28120,11920,12110,15040,17320,19370,23610,26380,30280,37770,3.1,3.941,0.272,66.6,56.5,3.3,6.7,33.5,12.4,4.6,1.6,1.8,1.2,-17.1
7213,Oloron-Sainte-Marie,18494,40147,28255.1,15490,20240,25980,10490,11690,14360,16530,18440,22130,24520,27550,32760,2.8,3.353,0.236,63.1,53.6,2.8,6.6,37.3,8.5,4.9,1.8,2.0,1.1,-13.8
7214,Pau,150162,333338,231684.9,15960,21330,28070,12110,11880,14770,17080,19230,23620,26340,30130,37090,3.1,3.818,0.263,68.4,60.3,3.0,5.0,32.7,9.7,5.3,1.9,2.1,1.3,-16.1
7301,Foix - Pamiers,50815,109174,76811.2,14420,19360,25140,10730,10640,13300,15420,17430,21400,23730,26850,32420,3.0,3.663,0.253,61.7,52.8,3.4,5.6,36.2,9.2,6.8,2.1,2.9,1.8,-13.9
7302,Saint-Girons,15214,30229,21960.4,13620,18960,24750,11130,9520,12490,14680,16820,21010,23390,26460,31950,3.4,4.054,0.267,55.3,45.4,3.3,6.5,42.0,9.4,6.7,1.8,3.3,1.6,-13.4
7303,Millau,27599,58432,41356.3,14740,19350,24940,10200,11080,13710,15670,17550,21250,23510,26620,32270,2.9,3.543,0.249,61.5,50.1,3.0,8.4,35.7,10.8,5.8,2.1,2.3,1.4,-13.8
7304,Rodez,77737,168552,118236.2,15590,20490,26300,10710,11770,14490,16610,18590,22510,24850,28100,34010,2.9,3.555,0.249,64.7,53.5,2.3,8.9,33.6,11.8,4.7,1.9,1.7,1.1,-14.8
7305,Villefranche-de-Rouergue,16259,34768,24590.8,14510,19350,25060,10550,10890,13520,15500,17410,21330,23630,26750,32700,3.0,3.705,0.256,57.9,46.6,2.6,8.7,39.3,11.3,5.3,1.9,2.1,1.3,-13.8
7306,Saint-Gaudens,27177,55996,40142.5,14530,19640,25510,10980,10580,13380,15580,17620,21660,24070,27220,32900,3.1,3.726,0.255,57.3,48.4,3.0,5.8,41.2,9.4,6.1,1.9,2.8,1.5,-14.0
7307,Auch,51553,110228,78030.1,14800,19880,25920,11110,10960,13720,15860,17840,22010,24410,27810,34000,3.1,3.824,0.262,61.0,50.3,2.8,7.8,36.7,11.4,5.5,1.8,2.4,1.4,-14.6
7308,Cahors,42113,88018,62807.0,14940,20140,26440,11510,10930,13790,15970,18060,22330,24920,28410,34660,3.2,3.845,0.262,57.4,47.3,3.0,7.0,41.3,10.8,5.2,1.7,2.3,1.2,-14.7
7309,Figeac,17912,37622,26776.5,15440,20610,26560,11120,11510,14340,16530,18520,22680,25020,28230,33850,2.9,3.555,0.246,61.4,52.2,2.5,6.7,38.2,10.0,4.7,1.7,1.9,1.1,-14.3
7310,Tarbes - Lourdes,104373,220999,156653.2,14990,19910,25610,10620,11170,13890,16030,18000,21900,24220,27340,32790,2.9,3.550,0.247,62.9,53.2,3.4,6.4,37.2,8.4,5.9,1.9,2.5,1.5,-14.4
7311,Albi,77225,168454,117832.8,14900,19970,26070,11180,11050,13790,15930,17960,22110,24560,27970,34140,3.1,3.769,0.260,62.1,52.4,3.1,6.6,36.3,10.2,6.1,2.1,2.4,1.5,-14.7
7312,Castres - Mazamet,58584,130113,90530.5,14660,19440,25200,10540,11040,13570,15680,17570,21430,23750,26970,32840,3.0,3.663,0.256,62.8,53.7,3.1,6.1,35.5,9.6,6.3,2.2,2.5,1.6,-14.2
7313,Montauban,96575,223584,152630.3,14330,19340,25360,11030,10620,13230,15350,17320,21440,23890,27140,32810,3.1,3.814,0.263,66.0,56.4,3.4,6.2,31.8,9.6,6.9,2.6,2.7,1.7,-14.3
7401,Tulle,31574,64873,46565.4,15490,20510,26160,10660,11630,14370,16590,18600,22470,24790,28010,33480,2.9,3.442,0.240,59.8,51.2,2.5,6.0,41.0,8.7,4.5,1.7,1.7,1.1,-14.0
7402,Ussel,13687,28106,20152.5,15310,19770,25150,9840,11730,14300,16250,18040,21550,23770,26690,32170,2.7,3.393,0.241,61.7,52.7,2.4,6.5,37.5,9.3,5.0,1.9,1.9,1.2,-13.5
7403,Guéret,55530,111365,80701.6,14070,18820,24350,10280,10430,13000,15030,16980,20740,22980,25940,31220,3.0,3.615,0.250,57.4,47.2,2.6,7.6,41.2,8.8,5.9,1.8,2.7,1.4,-13.3
7404,Limoges,166656,349905,247911.7,15200,20400,26430,11230,11070,13990,16330,18430,22490,24920,28280,34350,3.1,3.780,0.258,65.6,57.8,2.5,5.3,35.9,8.2,5.9,1.9,2.5,1.5,-15.6
8201,Ambérieu-en-Bugey,42301,101657,68122.0,16950,22050,28250,11300,12710,15740,18080,20110,24250,26700,30080,35960,2.8,3.342,0.235,76.7,69.5,3.0,4.2,25.9,8.1,4.6,2.4,1.2,0.9,-15.3
8202,Bourg-en-Bresse,57699,132454,90504.9,16270,21430,27380,11110,12220,15100,17420,19500,23510,25870,29300,35550,2.9,3.558,0.249,70.4,63.0,2.7,4.7,30.8,9.3,5.1,2.4,1.6,1.2,-15.6
8203,Oyonnax,26519,63908,42915.0,14810,19960,26070,11260,11050,13660,15930,17970,22020,24490,27940,34050,3.1,3.896,0.269,72.2,65.3,3.5,3.4,27.9,8.9,6.0,2.7,1.8,1.5,-15.0
8204,Annonay,23093,53229,36425.5,15880,20470,25660,9790,11990,14740,16840,18720,22280,24400,27260,32660,2.7,3.341,0.237,66.8,59.1,3.2,4.5,32.4,9.5,5.5,2.4,1.8,1.3,-14.2
8205,Aubenas,43669,92080,65306.7,14350,19200,25150,10810,10500,13240,15350,17290,21270,23680,26890,32690,3.1,3.820,0.261,56.6,46.0,4.1,6.6,39.0,12.7,5.8,2.0,2.3,1.5,-14.1
8206,Montélimar,81079,183879,126462.8,14750,20220,26870,12120,10790,13580,15880,18060,22580,25240,28930,35490,3.3,3.986,0.270,66.0,56.3,3.6,6.2,32.8,11.1,5.7,2.3,1.9,1.4,-15.6
8207,Romans-sur-Isère,37943,88016,59940.2,15230,20360,26390,11150,11360,14110,16310,18380,22470,24930,28280,34670,3.1,3.742,0.260,69.4,60.6,3.3,5.5,29.7,10.2,6.0,2.5,2.0,1.5,-15.3
8208,Valence,152433,345746,237668.6,15500,20660,26880,11380,11590,14390,16600,18680,22800,25310,28840,35180,3.0,3.711,0.258,68.3,59.2,3.4,5.7,30.9,10.6,5.6,2.3,1.9,1.4,-15.4
8209,Bourgoin-Jallieu,90212,227785,150037.2,16360,21640,27800,11440,12250,15150,17530,19640,23750,26270,29670,35680,2.9,3.462,0.243,77.1,70.0,3.3,3.8,24.3,8.0,5.5,2.8,1.5,1.3,-14.9
8210,Grenoble,344379,789565,539779.8,16680,22490,29760,13070,12210,15360,17930,20240,24950,27910,32000,39190,3.2,3.920,0.267,74.5,66.8,2.9,4.7,27.6,10.2,4.7,2.0,1.5,1.2,-17.0
8211,Vienne - Roussillon,92877,224498,150624.7,16130,21460,27630,11500,11900,14920,17290,19430,23600,26120,29430,35470,3.0,3.565,0.248,72.4,64.5,3.1,4.8,28.1,9.5,5.1,2.5,1.5,1.1,-15.1
8212,Roanne,61328,134225,93542.9,15350,20010,25410,10070,11550,14240,16360,18220,21850,24020,27040,32880,2.8,3.508,0.247,63.6,56.1,2.9,4.6,34.9,10.2,5.7,2.3,2.0,1.4,-14.4
8213,Villefranche-sur-Saône,104119,257850,171171.8,17380,22850,29710,12330,12910,16070,18520,20710,25120,27940,31840,38890,3.0,3.669,0.256,76.4,68.3,2.9,5.2,25.5,10.2,4.4,2.3,1.2,0.9,-16.5
8214,Lyon,756977,1757662,1191511.5,15980,22410,30500,14520,11460,14580,17330,19880,25110,28420,33070,41410,3.6,4.521,0.296,78.4,70.5,3.2,4.7,24.4,10.4,5.3,2.2,1.7,1.3,-18.5
8215,La Tarentaise,48242,107284,74374.7,16810,21960,28130,11320,12530,15530,17910,20000,24110,26670,30060,36460,2.9,3.627,0.253,74.0,61.4,3.8,8.7,26.3,12.5,3.8,1.8,1.1,0.9,-16.6
8216,Chambéry,127662,288908,198677.0,17000,22520,29430,12430,12590,15700,18190,20370,24830,27640,31620,38890,3.1,3.808,0.263,71.6,63.2,2.9,5.5,29.6,11.0,4.4,1.9,1.4,1.0,-16.6
8217,La Maurienne,17512,37969,26645.1,17040,21940,27680,10640,13050,15870,18130,20060,23930,26220,29580,34980,2.7,3.238,0.231,69.0,58.1,3.4,7.6,32.3,10.8,3.3,1.7,0.9,0.7,-15.4
8218,Annecy,128917,298331,203442.0,18730,25030,34080,15340,13740,17310,20050,22510,27870,31600,37300,48640,3.5,4.491,0.300,79.7,71.8,2.9,5.1,23.3,11.7,2.8,1.4,0.8,0.6,-17.5
8219,Le Genevois Français,164386,390800,261983.1,18810,29140,45750,26940,12110,16760,20740,24700,34680,41470,50870,66540,5.5,7.013,0.367,88.0,81.6,3.3,3.1,17.7,7.7,2.0,0.9,0.6,0.5,-15.4
8220,La Vallée de l'Arve,24663,60485,40359.2,17060,22850,30050,12990,12570,15810,18380,20510,25270,28230,32350,40740,3.2,3.971,0.272,79.9,72.3,3.5,4.1,22.4,10.3,3.8,2.0,1.0,0.8,-16.4
8221,Le Mont Blanc,28579,62612,43688.2,17560,23030,30340,12780,13040,16250,18750,20860,25400,28390,32730,41260,3.2,4.117,0.280,75.2,63.5,3.0,8.6,25.3,15.4,2.7,1.4,0.7,0.6,-18.6
8222,Le Chablais,42996,97936,67056.9,18320,25340,35720,17400,13140,16750,19750,22430,28730,32980,39010,49650,3.8,4.651,0.301,83.1,74.5,3.4,5.1,22.1,10.8,2.6,1.2,0.8,0.6,-18.6
8301,Montluçon,50890,104962,75000.3,14720,19660,25270,10550,10930,13640,15780,17770,21630,23900,26900,32370,3.0,3.602,0.250,59.7,51.3,2.8,5.6,38.4,9.8,6.6,2.0,3.0,1.6,-14.5
8302,Moulins,44789,95140,67205.8,15020,19780,25350,10330,11220,13920,16030,17950,21710,23970,27030,32680,2.9,3.537,0.247,61.6,52.6,2.6,6.3,36.2,10.3,6.2,2.1,2.6,1.5,-14.3
8303,Vichy,62420,129098,92155.9,14910,19790,25570,10660,11090,13800,15890,17830,21810,24160,27330,33500,3.0,3.720,0.258,60.0,51.6,3.0,5.5,38.0,10.6,6.2,1.9,2.7,1.6,-14.8
8304,Aurillac,37631,79156,56228.3,15740,20510,26160,10410,12040,14690,16760,18630,22470,24770,27950,33920,2.8,3.476,0.247,64.5,54.5,2.2,7.8,34.2,11.5,4.8,1.7,1.9,1.2,-15.0
8305,Mauriac,13307,26545,19325.0,14540,18880,23960,9420,11190,13610,15370,17100,20670,22780,25470,30740,2.7,3.363,0.240,56.6,43.8,2.2,10.6,40.3,11.3,4.8,1.6,2.1,1.1,-13.0
8306,Saint-Flour,15531,32834,23320.8,14910,19280,24620,9700,11430,13910,15860,17540,21090,23320,26210,31540,2.8,3.379,0.239,61.4,48.1,2.4,10.9,35.0,12.3,4.8,1.9,1.9,1.1,-13.5
8307,Brioude,20338,42614,30319.7,14660,19090,24330,9660,11040,13670,15550,17330,20970,23050,25770,30720,2.8,3.343,0.236,59.6,49.4,3.1,7.2,37.3,10.1,6.0,2.1,2.5,1.4,-13.0
8308,Le Puy-en-Velay,41311,89489,62736.2,15430,20040,25740,10310,11770,14400,16400,18270,22040,24330,27480,33190,2.8,3.421,0.242,64.4,54.6,2.7,7.1,33.7,10.5,6.0,2.2,2.4,1.4,-14.6
8309,Ambert,9507,19503,14024.9,14850,19490,25180,10320,11080,13800,15800,17600,21540,23830,26820,32610,2.9,3.555,0.248,59.2,50.9,3.1,5.2,39.2,10.6,4.8,1.8,1.9,1.1,-13.8
8310,Clermont-Ferrand,234300,507476,354807.5,16230,21740,28410,12170,11850,14930,17420,19620,24020,26740,30480,37250,3.1,3.864,0.264,71.7,63.8,2.7,5.1,30.2,9.8,4.9,1.9,1.8,1.3,-16.6
8311,Issoire,22103,47363,33316.1,15560,20280,25710,10160,11800,14410,16540,18440,22180,24430,27400,32790,2.8,3.381,0.239,64.9,56.4,3.0,5.5,34.3,9.6,5.2,2.1,2.0,1.2,-14.0
8312,Thiers,20640,45353,31677.7,14750,19380,24860,10100,11100,13730,15730,17570,21300,23550,26530,31830,2.9,3.487,0.245,64.4,56.4,3.6,4.5,34.7,8.5,5.9,2.2,2.3,1.4,-13.5
9101,Carcassonne,54797,120848,83984.7,13520,18640,24740,11220,9940,12420,14580,16650,20800,23220,26490,32490,3.3,4.003,0.271,62.4,52.7,3.6,6.1,34.9,9.0,8.3,2.5,3.6,2.2,-14.6
9102,Limoux,19741,40929,29310.6,13240,17990,23710,10470,9580,12150,14250,16080,20030,22350,25360,30850,3.2,3.976,0.266,53.4,42.9,3.4,7.1,42.1,10.1,7.5,1.9,3.6,2.0,-13.1
9103,Narbonne,77299,163377,115528.4,13480,18490,24610,11130,9840,12420,14510,16450,20620,23110,26440,32200,3.3,4.008,0.271,57.9,47.1,4.0,6.8,38.8,9.6,7.9,2.2,3.6,2.1,-14.2
9104,Alès,65693,140960,99270.2,13210,18170,24180,10970,9710,12190,14240,16180,20320,22750,25910,31620,3.3,3.925,0.268,56.7,47.1,3.9,5.8,39.1,9.5,8.5,2.4,3.8,2.3,-13.8
9105,Bagnols-sur-Cèze,29073,66395,45599.6,14590,20140,26480,11880,10540,13370,15730,17940,22310,24880,28390,34500,3.3,3.883,0.262,67.7,59.0,3.3,5.4,32.3,8.7,6.4,2.3,2.4,1.6,-15.1
9106,Nîmes,156366,361547,246552.3,13880,19510,26100,12220,10040,12720,15030,17290,21820,24510,28080,34540,3.4,4.207,0.280,67.6,58.0,3.7,5.9,31.0,9.3,7.8,2.6,3.1,2.1,-15.7
9107,Agde - Pézenas,42246,89920,63545.3,13530,18620,24800,11270,9920,12480,14540,16580,20750,23320,26680,32790,3.3,4.096,0.276,55.8,44.5,4.4,6.8,40.3,11.8,7.2,2.1,3.1,1.9,-15.1
9108,Béziers,106462,232302,162092.5,13000,18220,24440,11440,9450,11970,14070,16130,20430,22910,26230,32030,3.4,4.247,0.282,59.1,47.9,3.8,7.4,36.8,10.1,8.4,2.6,3.6,2.2,-14.4
9109,Clermont-l'Hérault - Lodève,25033,57638,39347.9,13790,18680,24640,10850,10180,12750,14760,16800,20760,23200,26410,31910,3.1,3.762,0.259,65.1,54.3,4.2,6.6,32.1,9.0,7.8,2.8,3.0,2.0,-14.0
9110,Ganges,21157,44865,31726.5,13300,18280,24080,10780,9680,12310,14330,16320,20280,22690,25760,31410,3.2,3.945,0.265,57.6,46.6,4.2,6.8,38.4,9.9,7.4,2.2,3.3,1.9,-13.3
9111,Montpellier,292498,647979,448708.2,14770,20990,28630,13860,10490,13430,16070,18550,23610,26700,30980,38830,3.7,4.585,0.296,73.1,62.3,3.8,6.9,28.2,10.5,6.2,2.1,2.4,1.7,-18.0
9112,Sète,48131,101874,72057.5,14000,19310,25680,11690,10220,12900,15090,17240,21520,24140,27620,34070,3.3,4.077,0.276,60.9,50.6,3.8,6.5,38.0,10.3,6.9,2.0,3.0,1.9,-16.1
9113,La Lozère,33235,71112,50065.9,15030,19770,25360,10330,11220,13960,16030,17950,21690,23990,27000,32370,2.9,3.524,0.246,64.3,53.2,2.6,8.5,34.0,10.1,5.4,2.1,2.1,1.2,-13.8
9114,Céret,35489,71562,51858.6,14400,19660,26020,11630,10520,13220,15480,17590,21870,24470,27980,34320,3.3,4.030,0.272,49.9,39.9,3.6,6.4,47.5,12.4,5.5,1.6,2.5,1.5,-15.3
9115,Perpignan,159805,345223,241784.1,13490,18760,25140,11650,9900,12430,14560,16640,20980,23570,27040,33210,3.4,4.159,0.280,61.5,50.5,3.8,7.1,35.8,9.8,8.4,2.4,3.7,2.3,-15.5
9116,Prades,19595,41010,29133.4,13620,18540,24360,10750,9870,12540,14640,16610,20600,22960,25990,31490,3.2,3.857,0.260,59.2,48.1,3.9,7.2,38.1,10.0,6.9,2.1,3.0,1.8,-14.2
9301,Digne-les-Bains,32836,68320,48702.8,14640,19800,25870,11240,10720,13510,15730,17780,21900,24390,27730,33380,3.1,3.678,0.252,60.7,51.3,3.5,5.9,37.9,9.6,6.0,2.0,2.4,1.6,-14.2
9302,Manosque,37640,81666,57145.2,14680,20140,27030,12350,10760,13500,15830,17990,22440,25270,29180,35870,3.3,4.185,0.281,61.4,51.0,3.5,6.9,35.3,13.5,5.4,1.9,2.1,1.4,-15.6
9303,Briançon,16051,33983,23985.0,15530,20160,26080,10550,11580,14470,16480,18310,22130,24560,28050,34150,2.9,3.591,0.251,67.1,54.0,4.3,8.8,32.6,11.6,4.3,1.8,1.4,1.1,-15.6
9304,Gap,48501,103117,72780.3,15370,20400,26450,11080,11430,14230,16410,18390,22530,24950,28380,34460,3.0,3.646,0.253,63.1,52.4,3.4,7.4,35.5,11.2,5.1,2.0,1.8,1.3,-14.9
9305,Cannes - Antibes,196538,421008,296320.5,15740,21970,30250,14510,11230,14380,17040,19500,24700,28100,32960,41630,3.7,4.775,0.306,69.9,60.2,3.5,6.2,30.8,14.9,4.1,1.5,1.6,1.0,-19.7
9306,Menton - Vallée de la Roya,40917,86559,61244.0,15790,21940,29820,14030,10980,14410,17110,19560,24600,27820,32270,40260,3.7,4.736,0.301,77.1,69.0,3.1,5.1,28.5,11.0,2.9,0.8,1.3,0.7,-19.5
9307,Nice,294877,631021,443647.8,15020,21280,29250,14240,10540,13660,16290,18780,23970,27190,31730,40010,3.8,4.847,0.307,71.7,61.4,3.4,7.0,29.6,12.7,5.2,1.6,2.2,1.3,-19.2
9308,Aix-en-Provence,172501,397143,272295.9,16810,23290,31680,14870,12060,15360,18160,20690,26130,29580,34330,42890,3.6,4.435,0.291,74.7,65.6,3.3,5.8,28.0,12.6,3.9,1.6,1.4,0.9,-19.2
9309,Arles,36217,82015,56443.0,14020,19560,26180,12160,10300,12860,15140,17380,21850,24550,28240,34830,3.4,4.180,0.281,66.8,56.4,3.9,6.5,31.3,11.4,6.9,2.3,2.6,1.9,-16.4
9310,Marseille - Aubagne,561939,1288667,879879.3,13840,20260,28040,14200,9780,12560,15130,17710,22960,26100,30410,38070,3.9,4.852,0.306,72.9,62.5,3.9,6.5,28.2,9.8,7.4,2.3,3.0,2.0,-18.3
9311,Istres - Martigues,59533,137750,93993.1,15190,20890,27530,12340,11220,14000,16390,18690,23260,25910,29470,35400,3.2,3.675,0.253,72.4,64.7,3.8,3.9,29.3,7.2,6.5,2.3,2.4,1.8,-15.4
9312,Salon-de-Provence,53186,126099,85184.9,15630,21400,28470,12830,11520,14400,16830,19090,23810,26710,30490,37020,3.2,3.861,0.264,75.6,67.1,3.8,4.7,26.7,8.6,5.6,2.3,1.9,1.4,-16.5
9313,Draguignan,52917,119216,82355.6,14560,20090,26430,11870,10380,13310,15720,17930,22350,24920,28410,34500,3.3,4.098,0.272,61.9,51.9,3.5,6.5,37.3,10.8,5.9,2.1,2.3,1.4,-15.9
9314,Fréjus - Saint-Raphaël,88080,185626,131936.8,15320,21280,29160,13850,10940,14030,16600,18950,23870,27080,31660,40190,3.7,4.770,0.308,58.4,47.5,3.6,7.3,40.4,17.0,3.9,1.4,1.6,0.9,-19.7
9315,Toulon,287311,618962,435143.9,15130,20950,27940,12810,10840,13860,16370,18690,23380,26200,30120,37080,3.4,4.185,0.279,63.5,53.9,3.3,6.3,36.5,11.5,5.8,1.8,2.4,1.5,-17.3
9316,Cavaillon - Apt,33895,76416,52756.0,13760,19160,25930,12170,10090,12670,14830,17050,21420,24170,28040,35470,3.5,4.443,0.294,62.6,51.4,4.0,7.2,34.1,13.6,6.0,2.2,2.2,1.5,-16.3
9317,Orange,40609,95989,64965.1,14120,19390,25580,11460,10350,12970,15230,17320,21550,24070,27370,33240,3.2,3.905,0.266,67.5,57.9,3.7,5.9,30.7,9.7,6.8,2.7,2.4,1.8,-14.7
