Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des revenus disponibles par unité de consommation et composition du revenu disponible - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 25/04/2019      Découpage géographique au 01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Sources : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Nbre d'unités de consommation dans les ménages fiscaux,1er quartile,Médiane,3e quartile,Ecart interquartile,1er décile,2e décile,3e décile,4e décile,6e décile,7e décile,8e décile,9e décile,Rapport inter-décile 9e décile/1er decile,S80/20,Indice de Gini,"Part des salaires, traitements ou chômage",Part des revenus d'activités non salariées,"Part des pensions, retraites et rentes",Part des revenus du patrimoine et autres revenus,Part de l'ensemble des prestations sociales ,dont part des prestations familiales,dont part des minima sociaux,dont part des prestations logement,Part des impôts
CODGEO,LIBGEO,NBMEN13,NBPERS13,NBUC13,Q113,Q213,Q313,Q3_Q1,D113,D213,D313,D413,D613,D713,D813,D913,RD,S80S2013,GI13,PTSAC13,PBEN13,PPEN13,PPAT13,PPSOC13,PPFAM13,PPMINI13,PPLOGT13,PIMPOT13
5317,Pontivy,24632,56181.5,38531.3,15250.0,19525.5,24486.0,9236.0,11459.6,14275.6,16168.0,17858.0,21153.0,23205.7,26089.3,31422.0,2.7,3.3,0.2,58.3,8.9,30.2,11.9,5.1,2.5,1.5,1.2,-14.4
5318,Vannes,150507,340641.0,234255.4,15876.0,20547.7,26894.3,11018.3,11993.3,14807.7,16877.2,18762.0,22558.5,25216.7,29048.0,36030.7,3.0,3.7,0.3,55.9,7.2,35.0,13.7,4.4,2.2,1.1,1.1,-16.2
5401,Thouars - Loudun,28579,64438.5,44455.5,14353.8,18418.9,23120.0,8766.3,11030.4,13431.1,15247.2,16836.0,20002.0,21898.0,24659.5,29901.0,2.7,3.4,0.2,56.4,8.5,32.5,11.0,5.6,2.5,1.7,1.4,-14.0
5402,Châtellerault,35768,80122.0,55324.5,14608.6,19210.7,24586.7,9978.1,10722.2,13472.6,15607.0,17446.0,21020.0,23256.7,26334.3,31893.3,3.0,3.6,0.2,60.5,5.6,32.9,9.9,6.1,2.4,2.0,1.6,-15.0
5403,Angoulême,120640,266192.5,185422.6,14367.9,19083.5,24757.0,10389.1,10453.5,13261.3,15364.7,17259.0,20993.9,23287.0,26539.3,32553.5,3.1,3.8,0.3,58.7,7.1,33.0,10.1,5.8,2.1,2.1,1.6,-14.7
5404,Jonzac - Barbezieux-Saint-Hilaire,29011,64756.5,44962.8,13598.0,18020.0,23607.0,10009.0,10204.8,12615.2,14510.7,16204.4,19951.5,22123.3,25388.0,31362.0,3.1,3.8,0.3,52.0,11.5,33.8,11.0,5.8,2.2,2.1,1.5,-14.1
5405,Cognac,36185,80339.5,55881.4,15038.0,19852.7,26364.0,11326.0,11210.0,13951.9,16063.3,17990.0,21973.3,24581.4,28528.3,35848.0,3.2,4.0,0.3,57.2,11.4,31.3,12.3,4.7,1.9,1.6,1.2,-16.9
5406,Saintes - Saint-Jean-d'Angely,54266,120491.0,83692.8,14398.0,18990.0,24638.0,10240.0,10693.3,13344.7,15336.0,17133.2,20886.7,23159.4,26456.0,32560.0,3.0,3.7,0.3,54.8,8.7,34.9,10.8,5.5,2.2,1.8,1.5,-14.7
5407,Royan,44892,92674.5,66588.3,14768.7,19644.4,26510.7,11742.0,10979.0,13684.3,15712.3,17663.0,21824.0,24658.0,28725.3,35843.9,3.3,4.0,0.3,41.7,8.6,47.1,14.7,4.0,1.5,1.4,1.1,-16.1
5408,Rochefort,49500,106963.0,75045.8,14600.7,19188.7,24856.0,10255.3,10896.0,13550.7,15529.0,17347.0,21100.5,23450.5,26722.7,32645.6,3.0,3.6,0.3,52.3,7.6,38.2,11.3,5.3,2.1,1.7,1.5,-14.7
5409,La Rochelle,106499,235692.5,163781.1,15630.7,20703.3,27605.0,11974.3,11634.7,14506.8,16701.9,18757.9,22927.8,25776.0,29814.0,37085.0,3.2,3.9,0.3,58.7,6.7,33.9,13.1,4.6,1.9,1.4,1.3,-17.0
5410,Niort,96281,219716.0,150640.3,15327.9,19995.3,26014.0,10686.1,11513.0,14264.8,16303.3,18189.6,21949.2,24460.0,27965.3,34220.0,3.0,3.6,0.2,65.6,6.3,29.4,9.6,5.0,2.2,1.5,1.3,-15.9
5411,Parthenay,13990,31436.0,21726.8,14414.0,18459.3,23244.7,8830.7,10967.6,13463.9,15242.0,16806.0,20034.0,21926.7,24850.7,29873.0,2.7,3.3,0.2,57.9,6.9,32.2,10.9,5.8,2.5,1.8,1.5,-13.7
5412,Bressuire,29757,72453.5,48439.3,14760.0,18611.0,22858.5,8098.5,11400.4,13795.0,15594.0,17090.0,20117.1,21806.0,24210.9,28982.0,2.5,3.2,0.2,62.1,7.4,27.1,10.9,5.8,3.1,1.4,1.3,-13.3
5413,Poitiers,139094,309377.0,213867.5,15065.0,19864.0,25926.7,10861.7,11086.0,13947.3,16079.5,18020.7,21864.0,24340.0,27951.7,34402.7,3.1,3.8,0.3,64.8,6.1,29.1,10.7,5.3,2.3,1.5,1.6,-16.0
7201,Bergerac,48220,105883.5,73981.9,13761.7,18528.0,24446.0,10684.3,10041.0,12700.0,14758.0,16619.0,20513.3,22885.5,26455.4,32550.0,3.2,4.0,0.3,50.8,6.8,38.6,12.5,5.6,2.1,1.9,1.6,-14.3
7202,Périgueux,106850,229604.5,161820.3,14196.7,18928.0,24547.0,10350.3,10434.0,13107.0,15214.0,17073.5,20845.3,23102.0,26304.3,32220.0,3.1,3.8,0.3,54.8,6.1,37.1,11.3,4.9,1.9,1.6,1.4,-14.2
7203,Sarlat-la-Canéda,23756,50724.0,35960.3,13726.1,18504.7,24547.7,10821.6,10167.5,12750.0,14721.7,16570.0,20477.5,22940.5,26588.8,33222.7,3.3,4.1,0.3,48.5,7.1,39.7,15.0,4.4,1.7,1.5,1.2,-14.7
7204,Bordeaux,532269,1209257.5,829851.8,15632.7,21071.0,28211.3,12578.7,11389.6,14415.2,16765.0,18931.1,23436.0,26367.3,30415.0,37647.3,3.3,4.1,0.3,69.2,5.9,26.1,11.6,5.0,2.0,1.6,1.4,-17.8
7205,Libourne,49270,111015.5,76509.1,13916.9,18548.0,24173.3,10256.4,10181.0,12825.2,14881.5,16691.3,20446.7,22732.4,25978.5,31888.0,3.1,3.9,0.3,57.4,7.2,31.9,12.1,6.3,2.3,2.2,1.7,-14.9
7206,Pauillac,22566,50179.0,34801.8,14404.7,19055.9,24555.6,10150.9,10636.7,13277.5,15387.6,17182.0,20791.7,23141.5,26283.0,32092.0,3.0,3.8,0.3,53.7,7.3,36.6,11.9,5.3,2.1,1.9,1.3,-14.8
7207,La Teste-de-Buch,67797,150301.0,104569.8,15823.3,20769.6,27414.7,11591.3,11893.0,14674.0,16817.0,18836.7,22919.0,25672.0,29572.3,36553.3,3.1,3.8,0.3,55.5,6.3,37.9,13.6,3.8,1.7,1.1,1.0,-17.1
7208,Dax,79067,175652.0,122112.5,15210.7,19983.2,25956.4,10745.7,11372.8,14103.3,16232.0,18137.0,21970.0,24420.0,27925.3,34534.7,3.0,3.8,0.3,55.8,6.6,35.5,13.4,4.4,1.8,1.3,1.2,-15.7
7209,Agen,65038,145454.0,100606.1,14371.7,19286.0,25393.8,11022.2,10563.8,13268.0,15420.4,17339.6,21306.7,23825.9,27346.5,33694.0,3.2,3.9,0.3,60.5,6.8,30.6,11.8,5.7,2.2,1.8,1.7,-15.4
7210,Marmande,38230,84411.0,58850.0,13732.5,18288.2,23821.0,10088.5,10180.0,12764.5,14675.3,16431.3,20170.5,22382.8,25589.0,31512.0,3.1,3.8,0.3,53.0,7.7,35.0,12.6,5.8,2.2,2.0,1.6,-14.1
7211,Villeneuve-sur-Lot,42440,94284.5,65589.5,13397.2,17868.6,23368.7,9971.4,9816.7,12396.2,14336.7,16068.3,19795.2,21993.3,25138.7,30988.0,3.2,3.9,0.3,49.6,7.3,37.9,13.4,6.0,2.3,2.0,1.7,-14.2
7212,Bayonne,146120,317715.5,222409.0,15543.0,20496.1,27170.7,11627.7,11519.0,14434.3,16563.8,18532.1,22661.0,25388.6,29349.2,36813.3,3.2,4.0,0.3,58.5,6.9,32.6,15.0,4.4,1.7,1.4,1.2,-17.4
7213,Oloron-Sainte-Marie,18343,40882.5,28482.4,14940.4,19590.0,25197.2,10256.8,11040.3,13880.0,15943.3,17824.4,21458.7,23762.5,27018.8,32511.0,2.9,3.5,0.2,56.1,6.7,35.0,11.7,4.6,1.8,1.5,1.2,-14.1
7214,Pau,145594,328721.0,226913.7,15585.0,20724.7,27625.3,12040.3,11635.3,14470.0,16643.0,18671.5,22997.2,25796.7,29856.7,37073.0,3.2,3.9,0.3,61.9,5.5,31.1,13.2,4.8,1.9,1.6,1.3,-16.5
7301,Foix - Pamiers,49849,109761.0,76452.3,13921.7,18690.0,24332.0,10410.3,10091.2,12854.8,14946.0,16853.0,20602.2,22857.3,26131.0,31954.7,3.2,3.8,0.3,55.8,5.9,34.5,11.7,6.2,2.2,2.2,1.8,-14.1
7302,Saint-Girons,14988,30618.5,21992.6,13266.5,18463.3,24320.0,11053.5,9114.6,12152.7,14385.0,16418.0,20486.5,22942.0,26159.0,31979.0,3.5,4.3,0.3,48.5,6.8,40.3,12.5,5.8,1.7,2.5,1.6,-13.9
7303,Millau,26919,58209.5,40843.7,13959.5,18442.7,23934.0,9974.5,10272.5,12897.6,14905.7,16670.7,20284.4,22511.1,25637.0,31382.0,3.1,3.7,0.3,52.7,8.0,34.7,13.2,5.4,2.2,1.7,1.5,-14.0
7304,Rodez,76476,168124.0,117254.7,14751.0,19475.2,25238.0,10487.0,10895.2,13668.7,15709.5,17590.5,21448.7,23786.5,27039.7,33181.0,3.0,3.7,0.3,55.3,8.7,32.3,14.3,4.4,2.0,1.3,1.1,-15.0
7305,Villefranche-de-Rouergue,16118,35158.0,24681.6,13786.1,18426.7,24086.7,10300.6,10174.7,12771.3,14769.2,16546.2,20438.0,22705.2,25876.0,32056.7,3.2,3.9,0.3,48.2,8.8,37.6,14.6,4.8,1.9,1.6,1.3,-14.0
7306,Saint-Gaudens,26812,56308.5,40036.9,14095.0,19095.0,25126.7,11031.7,10291.9,13021.0,15166.7,17166.0,21093.3,23522.0,27053.3,33084.0,3.2,3.9,0.3,51.1,6.2,38.9,13.0,5.2,1.8,2.0,1.5,-14.4
7307,Auch,50709,111430.0,77972.6,14332.0,19228.8,25265.3,10933.3,10426.4,13225.0,15319.8,17222.9,21250.0,23732.6,27304.7,34034.7,3.3,4.0,0.3,52.7,8.5,34.5,14.3,5.0,1.9,1.8,1.3,-15.0
7308,Cahors,41637,89172.0,62987.3,14096.7,19243.9,25599.0,11502.3,10217.0,12998.0,15181.7,17152.0,21398.0,23991.9,27696.0,34203.3,3.3,4.1,0.3,50.3,7.0,39.0,13.6,5.0,1.8,1.8,1.4,-14.9
7309,Figeac,17667,37909.5,26743.2,14623.0,19544.0,25292.0,10669.0,10686.0,13516.0,15622.7,17556.0,21552.2,23863.3,27276.5,33165.7,3.1,3.7,0.3,52.7,6.6,37.4,13.1,4.5,1.8,1.5,1.2,-14.3
7310,Tarbes - Lourdes,102922,221789.0,156001.0,14576.4,19371.9,25105.3,10528.9,10811.7,13466.7,15568.0,17453.6,21284.0,23645.4,26907.0,32704.4,3.0,3.7,0.3,56.7,6.4,35.3,11.2,5.2,1.9,1.8,1.5,-14.8
7311,Albi,74817,165737.5,115234.4,14356.5,19286.7,25357.3,11000.8,10466.5,13221.5,15429.3,17340.0,21331.0,23830.7,27372.3,33811.0,3.2,3.9,0.3,54.7,6.9,34.9,12.8,5.6,2.1,1.9,1.6,-14.9
7312,Castres - Mazamet,57688,130457.0,90141.6,14145.5,18676.5,24200.5,10055.0,10398.0,13073.0,15106.0,16897.5,20537.0,22787.9,25956.5,31998.1,3.1,3.8,0.3,56.4,6.4,34.0,11.5,5.9,2.3,1.9,1.6,-14.2
7313,Montauban,93650,219581.0,149055.3,13746.2,18487.0,24375.7,10629.6,9992.8,12677.1,14735.0,16616.5,20534.0,22895.0,26181.0,32040.7,3.2,3.9,0.3,59.0,6.5,30.7,11.5,6.6,2.6,2.3,1.8,-14.3
7401,Tulle,31826,66325.0,47322.3,14745.3,19531.9,25191.5,10446.2,11044.2,13660.0,15749.0,17658.7,21394.0,23717.6,26974.0,32704.0,3.0,3.5,0.2,54.4,6.0,39.8,9.9,4.2,1.7,1.4,1.2,-14.3
7402,Ussel,13824,28845.0,20522.4,14340.7,18645.0,23767.3,9426.6,10684.7,13340.7,15188.9,16901.0,20445.7,22466.5,25351.9,31349.5,2.9,3.6,0.2,55.9,6.5,36.1,10.4,4.9,2.0,1.6,1.3,-13.8
7403,Guéret,55917,114806.5,82411.8,13218.0,17745.5,23200.0,9982.0,9766.0,12234.0,14180.7,15944.0,19645.0,21788.3,24871.3,30354.0,3.1,3.8,0.3,50.4,7.9,39.6,10.1,5.5,1.9,2.1,1.5,-13.5
7404,Limoges,165980,353533.0,249031.4,14551.3,19492.0,25474.0,10922.7,10404.0,13342.7,15613.3,17570.5,21511.0,23942.7,27402.2,33612.4,3.2,3.9,0.3,60.6,5.4,34.5,9.7,5.6,1.9,2.0,1.6,-15.8
8201,Ambérieu-en-Bugey,39966,97649.5,64963.5,16157.9,21087.3,27103.8,10945.8,12232.7,15007.9,17242.8,19200.3,23083.3,25541.7,28943.8,34786.5,2.8,3.5,0.2,70.8,4.7,25.1,10.9,4.5,2.6,0.9,1.0,-16.0
8202,Bourg-en-Bresse,55673,129280.5,87869.3,15718.1,20540.0,26430.0,10711.9,11838.3,14641.5,16767.9,18711.7,22469.6,24883.3,28386.2,34656.0,2.9,3.6,0.2,66.1,5.0,29.5,10.5,4.9,2.5,1.1,1.2,-16.0
8203,Oyonnax,26154,64260.5,42761.0,14150.5,18930.0,24806.8,10656.3,10592.5,13055.4,15167.0,17071.7,20942.0,23286.0,26558.7,32686.5,3.1,3.8,0.3,68.9,3.8,26.6,10.1,5.9,2.9,1.3,1.6,-15.3
8204,Annonay,22454,52284.5,35575.5,15044.0,19480.5,24504.0,9460.0,11386.7,13935.0,16083.8,17838.3,21184.8,23242.4,26081.0,31480.0,2.8,3.4,0.2,62.2,5.1,31.6,10.4,5.4,2.6,1.4,1.4,-14.7
8205,Aubenas,42869,92804.0,65098.5,13593.5,18254.0,23956.7,10363.1,9796.4,12516.7,14583.0,16414.0,20250.7,22512.7,25704.6,31426.0,3.2,3.9,0.3,50.6,6.5,38.1,13.3,5.6,2.2,1.9,1.6,-14.1
8206,Montélimar,78729,181897.0,124136.9,13962.0,19255.2,25818.5,11856.5,10098.7,12852.3,15093.1,17173.0,21448.0,24138.0,27890.0,34420.0,3.4,4.1,0.3,60.7,6.1,31.2,12.2,5.5,2.4,1.5,1.5,-15.7
8207,Romans-sur-Isère,36444,86202.0,58210.1,14388.3,19235.0,25028.0,10639.7,10686.0,13297.9,15425.5,17338.1,21213.3,23515.8,26922.0,33267.9,3.1,3.8,0.3,63.6,5.6,29.1,11.2,6.0,2.8,1.6,1.7,-15.5
8208,Valence,148242,342696.5,233790.1,14746.7,19620.7,25730.7,10984.0,10867.4,13627.8,15780.0,17708.5,21604.0,24128.6,27666.7,34146.0,3.1,3.8,0.3,62.4,5.8,30.1,11.8,5.5,2.4,1.5,1.5,-15.6
8209,Bourgoin-Jallieu,85748,220163.0,143899.7,15633.5,20533.3,26567.2,10933.7,11632.0,14481.0,16672.9,18670.0,22531.3,25017.3,28448.7,34241.3,2.9,3.5,0.2,73.3,4.2,23.3,8.9,5.4,3.0,1.1,1.3,-15.1
8210,Grenoble,337438,786957.5,534185.9,16010.4,21497.8,28740.7,12730.2,11754.2,14768.0,17165.3,19350.0,23919.3,26885.0,30955.0,37974.4,3.2,3.9,0.3,69.8,5.0,26.6,11.3,4.6,2.2,1.1,1.2,-17.3
8211,Vienne - Roussillon,90537,222599.0,148120.1,15325.0,20382.2,26405.3,11080.3,11321.5,14177.1,16395.0,18448.0,22400.5,24875.5,28206.0,34099.3,3.0,3.6,0.3,67.3,5.3,27.4,10.4,5.1,2.7,1.2,1.2,-15.5
8212,Roanne,61457,136955.5,94763.0,14730.0,19050.6,24127.5,9397.5,11041.3,13658.1,15702.3,17392.7,20752.2,22838.0,25806.0,31357.3,2.8,3.5,0.2,59.1,5.1,34.2,10.7,5.5,2.4,1.5,1.6,-14.6
8213,Villefranche-sur-Saône,100052,251333.5,165819.6,16367.1,21564.0,28316.2,11949.0,12196.0,15158.8,17505.2,19577.1,23791.3,26551.1,30452.5,37307.8,3.1,3.7,0.3,70.7,5.6,24.8,11.2,4.5,2.6,0.9,1.0,-16.8
8214,Lyon,732101,1717489.5,1160215.5,15338.0,21275.4,29235.2,13897.2,10953.3,14045.4,16575.0,18953.0,23913.2,27211.7,31706.0,39728.0,3.6,4.5,0.3,72.6,4.9,24.6,11.5,5.1,2.4,1.3,1.4,-18.7
8215,La Tarentaise,47685,107832.0,74166.2,15774.8,20600.6,26639.3,10864.5,11765.6,14638.7,16807.0,18778.1,22676.2,25126.7,28535.3,34870.0,3.0,3.7,0.3,65.3,8.6,25.2,14.1,3.9,2.0,0.9,1.0,-17.1
8216,Chambéry,122368,280957.5,192024.5,16113.8,21318.4,28273.3,12159.6,11972.5,14931.9,17230.0,19303.0,23609.7,26452.7,30423.3,37653.6,3.1,3.8,0.3,65.6,5.7,28.8,12.5,4.3,2.1,1.1,1.1,-16.9
8217,La Maurienne,17533,38615.5,26876.9,16144.7,20706.0,26523.6,10378.9,12140.7,15027.6,17083.8,18964.4,22727.5,25130.6,28183.3,33774.0,2.8,3.3,0.2,61.4,7.5,31.0,12.3,3.5,1.9,0.7,0.9,-15.7
8218,Annecy,121146,283113.5,192202.1,17607.5,23421.3,31845.3,14237.8,12997.0,16287.4,18834.0,21056.0,26084.8,29529.6,34731.9,44528.3,3.4,4.3,0.3,72.4,5.4,23.5,13.5,3.1,1.7,0.6,0.8,-17.9
8219,Le Genevois Français,155652,374521.5,250045.6,17763.0,27432.4,42778.0,25015.0,11572.4,15923.3,19546.7,23183.6,32458.9,38777.0,47484.8,62461.9,5.4,6.9,0.4,83.7,3.4,16.5,9.6,2.1,1.1,0.5,0.6,-15.3
8220,La Vallée de l'Arve,24262,60613.0,40126.4,15901.3,21190.4,28250.0,12348.7,11627.8,14607.0,17010.4,19124.7,23572.4,26474.7,30463.4,37875.3,3.3,4.0,0.3,74.9,4.4,21.7,11.6,4.0,2.3,0.8,0.9,-16.6
8221,Le Mont Blanc,27888,62465.5,43166.9,16279.7,21493.1,28392.7,12113.0,12119.3,15165.0,17402.6,19447.1,23703.2,26532.0,30714.5,38838.1,3.2,4.1,0.3,66.1,9.4,24.3,16.3,2.9,1.7,0.6,0.7,-19.0
8222,Le Chablais,41601,95484.5,65192.7,17096.1,23511.1,33064.3,15968.2,12390.9,15690.0,18400.0,20786.7,26663.3,30624.0,36086.0,45444.7,3.7,4.5,0.3,75.9,5.6,22.2,11.9,2.8,1.5,0.6,0.7,-18.4
8301,Montluçon,51493,107361.0,76362.3,14188.0,18874.7,24287.0,10099.0,10447.8,13100.0,15190.0,17046.2,20729.6,22907.3,25978.0,31870.0,3.1,3.7,0.3,53.6,5.8,37.3,11.9,6.1,2.0,2.4,1.7,-14.7
8302,Moulins,44788,96879.0,67916.8,14563.3,19055.4,24456.7,9893.3,10822.0,13446.0,15515.3,17277.3,20858.6,23069.0,26338.0,32130.0,3.0,3.6,0.3,55.3,7.2,34.3,12.1,5.8,2.2,2.1,1.6,-14.7
8303,Vichy,61712,129296.0,91798.0,14386.8,18971.0,24784.3,10397.5,10625.0,13307.8,15327.0,17136.0,20904.3,23251.0,26710.3,33132.5,3.1,3.8,0.3,54.2,6.1,36.5,12.6,5.7,1.9,2.2,1.6,-15.1
8304,Aurillac,37365,79862.0,56340.7,14793.0,19277.3,24888.0,10095.0,11182.0,13788.0,15721.9,17506.0,21110.0,23397.1,26751.7,32951.0,2.9,3.6,0.3,56.5,7.6,33.3,13.2,4.6,1.8,1.4,1.3,-15.2
8305,Mauriac,13647,27860.0,20089.5,13701.3,17900.0,22940.0,9238.8,10348.5,12735.7,14566.7,16186.0,19624.6,21706.1,24553.3,30133.0,2.9,3.6,0.3,45.8,10.8,38.1,14.1,4.4,1.7,1.6,1.2,-13.2
8306,Saint-Flour,15435,33248.5,23441.5,13750.0,18038.6,23340.4,9590.4,10211.8,12756.0,14690.5,16300.0,19874.3,21948.7,24997.1,30411.3,3.0,3.7,0.3,49.9,11.1,33.3,14.8,4.6,2.0,1.4,1.2,-13.7
8307,Brioude,20043,42993.5,30271.2,13884.0,18228.6,23303.9,9419.9,10365.5,12836.3,14771.1,16494.0,20058.0,22030.0,24936.0,30148.0,2.9,3.5,0.2,51.5,7.5,35.8,12.7,5.7,2.2,2.0,1.5,-13.2
8308,Le Puy-en-Velay,40358,89163.0,61975.8,14717.3,19258.0,24820.5,10103.2,11059.0,13670.7,15674.7,17468.0,21115.5,23397.3,26645.3,32529.5,2.9,3.6,0.2,56.8,7.3,32.6,12.4,5.7,2.4,1.8,1.5,-14.8
8309,Ambert,9610,20218.5,14387.4,14224.0,18905.2,24712.8,10488.8,10689.0,13174.0,15206.0,17009.0,20872.7,23250.0,26770.7,33069.3,3.1,3.7,0.3,53.5,5.9,36.6,13.3,4.6,1.9,1.6,1.2,-13.9
8310,Clermont-Ferrand,228769,499492.0,348260.3,15564.2,20874.0,27722.4,12158.2,11349.5,14369.6,16692.0,18827.0,23130.5,25923.3,29867.0,36794.7,3.2,4.0,0.3,65.2,5.5,29.2,12.4,4.6,1.9,1.4,1.3,-16.9
8311,Issoire,21652,47279.0,32993.8,14898.0,19540.5,24910.0,10012.0,11119.5,13860.0,15868.3,17713.3,21367.0,23563.5,26581.5,32059.3,2.9,3.5,0.2,58.1,6.3,33.1,12.1,4.9,2.1,1.4,1.3,-14.5
8312,Thiers,20775,46560.5,32221.7,14146.0,18608.5,23951.5,9805.5,10457.0,13076.0,15069.2,16852.0,20378.5,22545.3,25730.5,31152.0,3.0,3.6,0.3,58.9,5.1,33.0,11.1,5.5,2.3,1.8,1.5,-13.6
9101,Carcassonne,53646,120646.0,83182.2,12850.6,17798.0,23625.3,10774.7,9236.2,11803.3,13871.3,15839.0,19796.4,22160.0,25485.3,31260.8,3.4,4.1,0.3,57.3,6.4,34.2,9.0,7.8,2.6,2.9,2.3,-14.7
9102,Limoux,19546,41497.0,29432.3,12458.8,17091.4,22448.7,9989.9,8849.7,11428.0,13403.0,15208.7,19024.0,21110.6,24062.0,29580.7,3.3,4.1,0.3,47.0,7.2,41.3,10.6,7.0,2.1,2.9,2.0,-13.1
9103,Narbonne,72496,156744.5,109816.8,12779.2,17569.3,23374.0,10594.8,9129.8,11742.4,13771.3,15653.0,19563.0,21893.0,25172.9,31052.0,3.4,4.1,0.3,51.8,6.9,38.5,10.0,7.2,2.3,2.8,2.1,-14.4
9104,Alès,65138,141927.5,99206.3,12456.0,17179.0,22807.3,10351.3,8859.3,11413.5,13396.0,15307.3,19122.8,21396.0,24572.0,30052.4,3.4,4.1,0.3,51.7,6.0,38.5,9.5,8.1,2.5,3.1,2.5,-13.8
9105,Bagnols-sur-Cèze,28383,66444.5,45210.9,13766.2,19098.6,25406.0,11639.8,9891.3,12617.3,14927.3,17066.7,21273.0,23858.0,27244.3,33200.0,3.4,4.0,0.3,64.4,5.5,30.6,8.8,6.0,2.4,1.8,1.7,-15.3
9106,Nîmes,151150,353867.5,239943.7,13065.0,18460.0,24884.0,11819.0,9199.5,11920.5,14199.0,16315.9,20662.0,23282.8,26852.7,33211.7,3.6,4.4,0.3,61.7,6.3,30.6,10.0,7.3,2.7,2.5,2.2,-15.9
9107,Agde - Pézenas,39513,85913.5,60170.9,12670.0,17551.3,23520.0,10850.0,9096.7,11644.0,13682.7,15653.6,19595.3,21999.6,25372.0,31425.5,3.5,4.2,0.3,49.8,6.9,39.6,12.4,6.7,2.2,2.4,2.0,-15.4
9108,Béziers,102025,226522.0,156923.0,12402.1,17311.0,23212.4,10810.3,8718.0,11292.8,13381.9,15350.3,19395.3,21742.7,25045.3,30952.0,3.6,4.4,0.3,52.3,7.9,36.5,10.4,7.6,2.6,2.8,2.3,-14.7
9109,Clermont-l'Hérault - Lodève,23439,55118.0,37271.1,13080.0,17774.3,23385.0,10305.0,9461.0,12023.8,14050.3,15925.5,19691.3,21992.4,25072.0,30725.7,3.2,3.9,0.3,58.2,6.7,32.0,9.6,7.5,3.0,2.4,2.1,-14.0
9110,Ganges,20759,44792.5,31403.4,12533.0,17160.4,22831.9,10298.9,8752.6,11518.1,13534.0,15356.8,19136.7,21403.6,24540.0,30264.0,3.5,4.2,0.3,51.2,6.8,37.7,10.6,7.0,2.3,2.6,2.1,-13.3
9111,Montpellier,276885,623186.5,429061.6,14050.9,19836.4,27402.7,13351.8,9784.8,12780.0,15269.3,17560.8,22396.8,25480.5,29685.7,37083.3,3.8,4.6,0.3,66.3,6.9,28.0,10.9,6.0,2.2,2.0,1.9,-18.1
9112,Sète,46682,101311.5,70880.8,13222.0,18061.0,24122.1,10900.1,9470.6,12145.3,14230.0,16136.0,20089.3,22539.1,26054.0,32167.3,3.4,4.1,0.3,55.5,6.6,37.0,9.9,6.9,2.2,2.6,2.1,-15.9
9113,La Lozère,32611,70894.0,49576.3,14245.3,18788.2,24112.0,9866.7,10483.0,13147.0,15211.4,16970.7,20560.0,22702.1,25810.0,31343.5,3.0,3.7,0.3,56.5,8.5,33.3,10.8,5.1,2.2,1.6,1.3,-14.2
9114,Céret,34846,71644.0,51457.1,13576.7,18431.7,24663.3,11086.7,9778.0,12535.0,14558.3,16471.3,20448.8,23064.0,26710.0,33097.3,3.4,4.1,0.3,43.5,6.9,47.2,12.4,5.4,1.7,2.1,1.6,-15.4
9115,Perpignan,154370,338357.0,235544.0,12872.0,17844.0,23958.4,11086.4,9260.0,11794.4,13902.1,15848.3,19927.0,22417.6,25815.0,32024.0,3.5,4.3,0.3,54.4,7.3,35.5,10.7,7.8,2.4,3.0,2.4,-15.7
9116,Prades,19439,41229.5,29084.7,12732.0,17498.8,23033.3,10301.3,9116.0,11702.6,13793.8,15705.2,19489.4,21678.2,24742.0,30408.7,3.3,4.1,0.3,52.6,7.3,37.4,10.5,6.5,2.2,2.4,1.9,-14.3
9301,Digne-les-Bains,32470,69137.0,48785.6,14049.5,18896.0,24856.7,10807.2,10203.4,12955.0,15076.7,16956.0,20974.0,23399.4,26721.3,32404.0,3.2,3.8,0.3,56.1,6.2,36.1,10.8,5.5,2.0,1.8,1.6,-14.7
9302,Manosque,35484,78392.0,54517.0,14089.0,19244.8,25861.7,11772.6,10184.0,12990.9,15117.5,17202.7,21372.0,24148.6,27967.6,34508.7,3.4,4.1,0.3,54.6,7.1,35.7,12.9,5.2,2.1,1.6,1.5,-15.5
9303,Briançon,15760,33936.0,23773.9,14843.0,19280.8,24924.8,10081.8,11135.8,13830.7,15757.0,17533.0,21121.3,23452.0,26841.1,33104.2,3.0,3.6,0.3,59.4,9.3,30.9,12.5,4.2,2.0,1.1,1.1,-16.3
9304,Gap,47508,103504.0,72277.8,14457.7,19143.3,25089.2,10631.5,10757.6,13406.7,15429.5,17284.0,21078.1,23579.0,27011.3,32955.6,3.1,3.7,0.3,57.2,7.6,34.1,11.5,5.0,2.1,1.4,1.4,-15.4
