Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des revenus déclarés par unité de consommation et composition du revenu déclaré - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 25/04/2019       Géographie au 01/01/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nbre de ménages fiscaux,Nbre de personnes dans les ménages fiscaux,Nbre d'unités de consommation dans les ménages fiscaux,Part des ménages fiscaux imposés (%),1er quartile (€),Médiane (€),3e quartile (€),Écart interquartile (€),1er décile (€),2e décile (€),3e décile  (€),4e décile (€) ,6e décile (€),7e décile (€),8e décile (€) ,9e décile (€),Rapport interdécile D9/D1,S80/S20,Indice de Gini,Part des revenus d’activité (%),dont part des salaires et traitements hors chômage (%),dont part des indemnités chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des autres revenus (%)
CODGEO,LIBGEO,NBMEN15,NBPERS15,NBUC15,PMIMP15,Q115,Q215,Q315,Q3_Q1,D115,D215,D315,D415,D615,D715,D815,D915,RD,S80S2015,GI15,PACT15,PTSA15,PCHO15,PBEN15,PPEN15,PAUT15
5405,Cognac,36283.0,79879.0,55772.5,53.0,14044.0,20218.0,27990.0,13946.0,8296.0,12568.0,15358.0,17740.0,22796.0,25902.0,30488.0,39244.0,4.7,6.7,0.3,63.0,50.5,2.8,9.7,30.7,6.3
5406,Saintes - Saint-Jean-d'Angely,54978.0,120940.5,84377.5,48.1,13084.0,18952.0,25890.0,12806.0,7486.0,11602.0,14368.0,16670.0,21278.0,24148.0,27934.0,34820.0,4.7,6.2,0.3,59.5,49.2,3.2,7.1,35.2,5.3
5407,Royan,45847.0,93821.0,67710.7,53.6,13948.0,20074.0,28104.0,14156.0,8736.0,12506.0,15196.0,17612.0,22736.0,26042.0,30672.0,38610.0,4.4,6.1,0.3,45.9,35.5,3.0,7.4,46.2,7.9
5408,Rochefort,50008.0,107367.0,75618.5,49.7,13410.0,19268.0,26232.0,12822.0,7760.0,11932.0,14690.0,17000.0,21654.0,24526.0,28312.0,35170.0,4.5,6.0,0.3,56.1,46.1,3.5,6.6,38.6,5.3
5409,La Rochelle,109085.0,239758.0,167151.7,56.8,14678.0,21102.0,29234.0,14556.0,8666.0,13078.0,16112.0,18622.0,23836.0,27180.0,31834.0,40206.0,4.6,6.2,0.3,60.5,51.3,3.3,5.9,33.3,6.2
5410,Niort,97014.0,220600.5,151531.1,53.7,14358.0,20284.0,27668.0,13310.0,8604.0,12896.0,15630.0,17946.0,22768.0,25754.0,29936.0,37222.0,4.3,5.7,0.3,66.8,58.8,2.6,5.3,29.2,4.0
5411,Parthenay,14129.0,31480.0,21850.8,44.3,13024.0,18112.0,24136.0,11112.0,7702.0,11684.0,14190.0,16161.0,20158.0,22686.0,25886.0,31644.0,4.1,5.5,0.3,61.8,52.4,3.2,6.2,33.3,4.9
5412,Bressuire,30227.0,73071.0,49005.4,44.5,13600.0,18220.0,23608.0,10008.0,8494.0,12334.0,14646.0,16500.0,20052.0,22266.0,25176.0,30524.0,3.6,4.8,0.3,66.3,56.4,3.2,6.7,28.4,5.3
5413,Poitiers,140783.0,312525.0,216266.0,51.9,13846.0,20016.0,27286.0,13440.0,7716.0,12234.0,15192.0,17670.0,22546.0,25480.0,29526.0,36984.0,4.8,6.3,0.3,66.0,58.1,2.8,5.1,29.2,4.8
7201,Bergerac,48703.0,106337.0,74496.7,46.1,12178.0,18310.0,25502.0,13324.0,6360.0,10594.0,13554.0,15978.0,20880.0,23732.0,27640.0,34540.0,5.4,7.2,0.3,55.0,45.2,3.4,6.5,39.0,6.0
7202,Périgueux,107440.0,229197.0,162125.4,47.3,13008.0,18930.0,25712.0,12704.0,7440.0,11518.0,14344.0,16670.0,21248.0,24032.0,27722.0,34430.0,4.6,6.1,0.3,57.5,48.9,3.1,5.5,37.5,5.0
7203,Sarlat-la-Canéda,23999.0,50838.0,36171.8,47.8,12694.0,18426.0,25748.0,13054.0,7788.0,11366.0,13894.0,16174.0,20934.0,23820.0,28010.0,35236.0,4.5,6.0,0.3,52.6,42.6,3.4,6.6,40.0,7.4
7204,Bordeaux,549139.0,1247147.0,856186.9,57.0,14466.0,21576.0,30144.0,15678.0,8000.0,12686.0,16038.0,18870.0,24502.0,28002.0,32786.0,41436.0,5.2,6.9,0.3,69.7,61.0,3.3,5.5,25.1,5.2
7205,Libourne,49785.0,111723.5,77166.7,45.9,12058.0,18262.0,25198.0,13140.0,6210.0,10454.0,13500.0,15990.0,20718.0,23520.0,27360.0,34102.0,5.5,7.3,0.3,61.8,51.8,3.6,6.4,32.4,5.8
7206,Pauillac,23165.0,51404.5,35712.5,48.4,12782.0,18788.0,25608.0,12826.0,7302.0,11314.0,14174.0,16504.0,21168.0,23948.0,27588.0,34272.0,4.7,6.2,0.3,57.7,47.4,3.8,6.5,36.7,5.6
7207,La Teste-de-Buch,70301.0,154814.0,108122.0,56.7,15048.0,21244.0,29132.0,14084.0,9594.0,13538.0,16372.0,18800.0,23824.0,27158.0,31656.0,39872.0,4.2,5.6,0.3,57.1,48.2,3.2,5.7,36.5,6.4
7208,Dax,80552.0,177658.5,123937.3,52.4,14276.0,20164.0,27308.0,13032.0,8644.0,12786.0,15590.0,17946.0,22586.0,25488.0,29468.0,36946.0,4.3,5.7,0.3,58.4,49.0,3.4,6.0,35.1,6.5
7209,Agen,65848.0,146963.0,101706.8,49.7,12822.0,19262.0,26702.0,13880.0,6894.0,11202.0,14274.0,16834.0,21838.0,24864.0,28966.0,36102.0,5.2,6.9,0.3,63.9,54.8,3.3,5.9,30.6,5.5
7210,Marmande,38660.0,85147.0,59477.4,44.8,12160.0,17968.0,24676.0,12516.0,6736.0,10704.0,13456.0,15708.0,20268.0,22992.0,26618.0,33198.0,4.9,6.6,0.3,57.9,47.8,3.2,6.9,36.0,6.1
7211,Villeneuve-sur-Lot,42547.0,94143.5,65649.1,43.5,11664.0,17588.0,24312.0,12648.0,6120.0,10124.0,13048.0,15318.0,19932.0,22588.0,26220.0,32708.0,5.3,7.0,0.3,54.7,44.0,3.9,6.8,38.9,6.4
7212,Bayonne,150821.0,326745.5,229114.5,55.2,14642.0,20946.0,28800.0,14158.0,9006.0,13128.0,16002.0,18510.0,23588.0,26760.0,31334.0,39964.0,4.4,6.1,0.3,61.0,51.7,3.1,6.2,31.7,7.3
7213,Oloron-Sainte-Marie,18492.0,40694.0,28490.7,50.8,13820.0,19560.0,26296.0,12476.0,8362.0,12426.0,15082.0,17406.0,21856.0,24636.0,28314.0,34388.0,4.1,5.3,0.3,60.3,51.4,2.7,6.1,35.3,4.4
7214,Pau,147103.0,330568.5,228706.1,54.9,14378.0,20938.0,29062.0,14684.0,8416.0,12782.0,15784.0,18402.0,23740.0,27040.0,31592.0,39782.0,4.7,6.3,0.3,63.4,55.7,2.9,4.8,30.8,5.8
7301,Foix - Pamiers,50250.0,110083.5,76893.6,45.9,12222.0,18432.0,25380.0,13158.0,6144.0,10632.0,13642.0,16112.0,20878.0,23686.0,27378.0,33830.0,5.5,7.1,0.3,59.5,50.8,3.3,5.4,35.4,5.1
7302,Saint-Girons,15120.0,30495.0,22014.4,44.6,11260.0,18106.0,25068.0,13808.0,4938.0,9610.0,12770.0,15488.0,20648.0,23428.0,27200.0,33818.0,6.8,8.4,0.3,53.6,44.1,3.1,6.4,41.2,5.2
7303,Millau,27091.0,58206.0,40966.4,45.7,12702.0,18274.0,25046.0,12344.0,7092.0,11210.0,13960.0,16140.0,20568.0,23380.0,26954.0,33300.0,4.7,6.0,0.3,58.6,47.9,3.1,7.7,35.1,6.3
7304,Rodez,77030.0,168409.5,117758.6,51.6,13802.0,19530.0,26520.0,12718.0,8726.0,12426.0,15008.0,17296.0,21990.0,24778.0,28554.0,35330.0,4.0,5.4,0.3,60.7,50.5,2.2,8.1,32.2,7.1
7305,Villefranche-de-Rouergue,16116.0,34939.0,24592.9,46.5,12682.0,18288.0,25004.0,12322.0,7476.0,11350.0,13884.0,16064.0,20622.0,23304.0,27116.0,33514.0,4.5,6.0,0.3,54.8,44.0,2.4,8.3,38.4,6.8
7306,Saint-Gaudens,26894.0,56436.5,40144.2,48.4,12596.0,18908.0,26056.0,13460.0,6628.0,11060.0,14016.0,16502.0,21448.0,24314.0,28160.0,34814.0,5.3,7.0,0.3,55.1,46.5,3.0,5.7,39.4,5.5
7307,Auch,51158.0,111540.0,78335.3,48.2,12948.0,19027.0,26216.0,13268.0,7425.0,11448.0,14252.0,16680.0,21498.0,24444.0,28329.0,35730.0,4.8,6.4,0.3,57.8,47.9,2.8,7.1,35.3,6.9
7308,Cahors,41742.0,88796.0,62933.1,49.3,12968.0,19257.0,26807.0,13839.0,7292.0,11468.0,14278.0,16778.0,21810.0,24900.0,29144.0,36212.0,5.0,6.5,0.3,54.4,44.7,3.0,6.7,39.6,6.0
7309,Figeac,17790.0,37889.0,26810.7,50.9,13678.0,19692.0,26414.0,12736.0,8404.0,12276.0,14868.0,17234.0,22074.0,24776.0,28370.0,35036.0,4.2,5.4,0.3,57.0,48.3,2.4,6.3,37.2,5.8
7310,Tarbes - Lourdes,103286.0,220670.0,155770.9,49.6,13208.0,19351.0,26236.0,13028.0,7352.0,11650.0,14548.0,16984.0,21736.0,24507.0,28294.0,34812.0,4.7,6.2,0.3,60.0,50.7,3.5,5.8,35.5,4.5
7311,Albi,76041.0,167880.0,116886.0,48.3,12800.0,19012.0,26354.0,13554.0,6784.0,11190.0,14194.0,16662.0,21546.0,24542.0,28586.0,35744.0,5.3,7.0,0.3,58.9,49.7,3.0,6.2,35.4,5.7
7312,Castres - Mazamet,58153.0,130785.5,90586.7,45.9,12588.0,18438.0,25182.0,12594.0,6654.0,11016.0,13930.0,16228.0,20800.0,23498.0,27192.0,34168.0,5.1,6.9,0.3,60.2,51.2,3.2,5.8,34.7,5.1
7313,Montauban,94743.0,221897.0,150796.5,45.9,11756.0,18180.0,25400.0,13644.0,5908.0,10186.0,13240.0,15756.0,20728.0,23636.0,27566.0,34226.0,5.8,7.6,0.3,63.2,53.9,3.5,5.7,31.3,5.5
7401,Tulle,31738.0,65977.5,47134.4,52.1,13984.0,19848.0,26794.0,12810.0,8650.0,12568.0,15234.0,17604.0,22250.0,25094.0,28848.0,35058.0,4.1,5.2,0.3,56.4,48.6,2.4,5.4,39.1,4.5
7402,Ussel,13770.0,28515.5,20369.0,49.2,13376.0,18744.0,25132.0,11756.0,8344.0,11996.0,14582.0,16712.0,20944.0,23450.0,27124.0,33522.0,4.0,5.3,0.3,58.9,50.3,2.5,6.1,36.2,4.9
7403,Guéret,55472.0,112889.5,81350.6,44.7,12076.0,17826.0,24468.0,12392.0,6766.0,10652.0,13346.0,15604.0,20156.0,22840.0,26426.0,32716.0,4.8,6.3,0.3,55.1,45.3,2.7,7.2,40.1,4.8
7404,Limoges,166335.0,353075.5,249114.5,51.9,13236.0,19900.0,27214.0,13978.0,6506.0,11490.0,14790.0,17458.0,22438.0,25400.0,29468.0,36666.0,5.6,7.3,0.3,61.7,54.0,2.5,5.2,34.1,4.2
8201,Ambérieu-en-Bugey,41032.0,99930.0,66616.7,57.8,15202.0,21388.0,28736.0,13534.0,9602.0,13694.0,16610.0,19030.0,23890.0,26872.0,31056.0,37764.0,3.9,5.0,0.3,71.2,64.2,3.0,4.0,24.7,4.1
8202,Bourg-en-Bresse,56906.0,131605.5,89609.6,57.4,14428.0,20688.0,27906.0,13478.0,8536.0,12818.0,15844.0,18332.0,23120.0,26062.0,30048.0,37178.0,4.4,5.7,0.3,66.3,59.2,2.7,4.5,29.3,4.4
8203,Oyonnax,26436.0,64568.0,43079.1,52.3,12260.0,18934.0,26146.0,13886.0,6980.0,10624.0,13760.0,16388.0,21410.0,24364.0,28244.0,35358.0,5.1,6.7,0.3,68.7,61.7,3.6,3.4,26.8,4.5
8204,Annonay,22754.0,52729.5,35977.1,51.7,13990.0,19478.0,25638.0,11648.0,8486.0,12456.0,15214.0,17534.0,21650.0,24154.0,27358.0,33652.0,4.0,5.3,0.3,63.6,56.0,3.2,4.4,31.7,4.7
8205,Aubenas,43445.0,93345.0,65699.0,46.0,12056.0,18010.0,24942.0,12886.0,6580.0,10548.0,13384.0,15692.0,20428.0,23216.0,26994.0,33530.0,5.1,6.7,0.3,54.8,44.7,4.0,6.1,38.5,6.7
8206,Montélimar,80009.0,184320.0,125965.2,51.1,12418.0,19276.0,27324.0,14906.0,6696.0,10816.0,13948.0,16653.0,22062.0,25362.0,29717.0,37410.0,5.6,7.2,0.3,62.6,53.6,3.5,5.5,31.3,6.1
8207,Romans-sur-Isère,37170.0,87475.5,59226.2,50.2,12792.0,19276.0,26398.0,13606.0,6974.0,11206.0,14240.0,16886.0,21728.0,24598.0,28600.0,35806.0,5.1,6.8,0.3,65.5,57.2,3.4,4.9,29.0,5.5
8208,Valence,150806.0,346388.5,236962.4,51.9,13338.0,19696.0,27032.0,13694.0,7604.0,11738.0,14754.0,17248.0,22176.0,25186.0,29318.0,36644.0,4.8,6.3,0.3,64.5,56.0,3.4,5.2,30.0,5.5
8209,Bourgoin-Jallieu,88453.0,226105.0,148159.8,55.7,14276.0,20682.0,27926.0,13650.0,8392.0,12628.0,15724.0,18304.0,23216.0,26196.0,30098.0,37100.0,4.4,5.7,0.3,73.0,66.0,3.4,3.7,23.1,3.9
8210,Grenoble,340990.0,793397.5,539395.1,59.7,14922.0,21996.0,30584.0,15662.0,8592.0,13188.0,16476.0,19266.0,24946.0,28466.0,33182.0,41566.0,4.8,6.3,0.3,69.0,61.6,2.9,4.4,25.9,5.1
8211,Vienne - Roussillon,92062.0,225228.0,150323.7,55.0,14104.0,20480.0,27754.0,13650.0,8166.0,12458.0,15548.0,18072.0,23004.0,25960.0,29966.0,36866.0,4.5,5.8,0.3,68.1,60.5,3.1,4.6,27.1,4.8
8212,Roanne,61622.0,136762.0,94805.9,49.3,13454.0,18982.0,25350.0,11896.0,7642.0,11930.0,14738.0,16926.0,21108.0,23680.0,27338.0,33636.0,4.4,5.9,0.3,61.1,53.4,3.1,4.6,34.3,4.6
8213,Villefranche-sur-Saône,102100.0,255601.0,168986.1,59.6,15426.0,21978.0,30050.0,14624.0,9368.0,13816.0,16888.0,19474.0,24686.0,28002.0,32566.0,40724.0,4.3,5.6,0.3,70.5,63.0,2.8,4.7,24.2,5.3
8214,Lyon,747299.0,1754992.5,1184926.0,60.2,13830.0,21872.0,31406.0,17576.0,7082.0,11840.0,15622.0,18842.0,25100.0,29004.0,34388.0,44178.0,6.2,8.3,0.4,71.6,64.1,3.1,4.3,23.3,5.1
8215,La Tarentaise,48046.0,108470.5,74747.8,60.2,15158.0,21248.0,28524.0,13366.0,9538.0,13660.0,16502.0,18926.0,23722.0,26696.0,30632.0,37970.0,4.0,5.3,0.3,67.6,56.5,3.7,7.5,24.7,7.7
8216,Chambéry,125118.0,286191.5,195973.1,59.7,15140.0,21824.0,29816.0,14676.0,9038.0,13466.0,16608.0,19278.0,24590.0,27830.0,32378.0,40718.0,4.5,5.9,0.3,66.2,58.2,2.9,5.1,28.1,5.7
8217,La Maurienne,17523.0,38585.5,26882.6,59.9,15678.0,21282.0,28182.0,12504.0,10446.0,14358.0,16808.0,19074.0,23710.0,26568.0,30270.0,36444.0,3.5,4.4,0.3,63.9,54.0,3.3,6.5,30.4,5.7
8218,Annecy,125300.0,293215.5,199029.8,65.4,17356.0,24660.0,34742.0,17386.0,11130.0,15630.0,18906.0,21810.0,27962.0,32076.0,38162.0,50386.0,4.5,6.0,0.3,71.5,64.2,2.7,4.7,21.9,6.6
8219,Le Genevois Français,162968.0,391457.0,261454.9,53.0,17512.0,29358.0,47112.0,29600.0,8770.0,14972.0,19906.0,24394.0,35334.0,42588.0,52460.0,68838.0,7.8,10.0,0.4,80.1,74.4,2.9,2.8,16.1,3.8
8220,La Vallée de l'Arve,24529.0,61035.0,40471.0,61.6,15126.0,22171.0,30760.0,15634.0,9220.0,13336.0,16686.0,19516.0,25116.0,28616.0,33336.0,42080.0,4.6,5.9,0.3,73.4,65.9,3.7,3.8,21.0,5.6
8221,Le Mont Blanc,28418.0,63388.5,43930.5,63.9,16178.0,22586.0,30974.0,14796.0,10746.0,14624.0,17502.0,20048.0,25400.0,28712.0,33574.0,43240.0,4.0,5.5,0.3,68.0,57.3,2.7,7.9,23.2,8.8
8222,Le Chablais,42273.0,97161.5,66325.3,64.2,17168.0,25334.0,37174.0,20006.0,10654.0,15312.0,18802.0,22032.0,29116.0,34038.0,40908.0,53306.0,5.0,6.4,0.3,73.9,66.0,3.1,4.8,20.4,5.7
8301,Montluçon,51251.0,106658.0,75941.7,48.4,12550.0,18738.0,25286.0,12736.0,6326.0,10926.0,13964.0,16418.0,21074.0,23720.0,27268.0,33596.0,5.3,7.1,0.3,57.8,49.3,2.9,5.5,37.8,4.4
8302,Moulins,44874.0,96371.0,67786.2,49.1,12966.0,18892.0,25470.0,12504.0,7110.0,11468.0,14332.0,16690.0,21152.0,23822.0,27548.0,33870.0,4.8,6.3,0.3,59.9,50.9,2.7,6.3,35.1,5.0
8303,Vichy,62099.0,129465.5,92135.8,48.3,12738.0,18810.0,25726.0,12988.0,6748.0,11170.0,14108.0,16506.0,21214.0,23996.0,27794.0,34754.0,5.2,6.9,0.3,57.8,49.2,3.0,5.5,37.4,4.8
8304,Aurillac,37527.0,79912.5,56467.5,50.1,13770.0,19374.0,26134.0,12364.0,8658.0,12442.0,14976.0,17228.0,21684.0,24422.0,28280.0,35266.0,4.1,5.4,0.3,61.0,51.6,2.3,7.1,33.3,5.7
8305,Mauriac,13441.0,27041.5,19627.3,43.0,12648.0,17620.0,23692.0,11044.0,8144.0,11462.0,13684.0,15544.0,19814.0,22214.0,25486.0,31268.0,3.8,5.1,0.3,54.5,42.2,2.3,10.0,39.7,5.8
8306,Saint-Flour,15418.0,32955.0,23303.7,45.2,12740.0,17810.0,24262.0,11522.0,8164.0,11457.0,13796.0,15774.0,19928.0,22600.0,26096.0,31980.0,3.9,5.1,0.3,59.2,46.5,2.4,10.3,34.1,6.7
8307,Brioude,20168.0,42989.0,30364.0,44.6,12438.0,17814.0,24004.0,11566.0,7364.0,11072.0,13588.0,15758.0,19956.0,22452.0,25816.0,31436.0,4.3,5.6,0.3,58.0,48.1,3.0,6.9,36.8,5.2
8308,Le Puy-en-Velay,40731.0,89434.5,62353.7,49.4,13326.0,19068.0,25706.0,12380.0,7820.0,11832.0,14562.0,16884.0,21348.0,24018.0,27840.0,34442.0,4.4,5.8,0.3,61.6,52.2,2.6,6.8,33.0,5.4
8309,Ambert,9519.0,19857.0,14183.1,47.7,12998.0,18688.0,25516.0,12518.0,7994.0,11620.0,14140.0,16456.0,21026.0,23818.0,27420.0,34158.0,4.3,5.5,0.3,57.5,49.0,3.2,5.3,37.5,5.0
8310,Clermont-Ferrand,231771.0,506114.5,352882.6,56.9,14518.0,21220.0,29146.0,14628.0,8284.0,12846.0,15998.0,18690.0,23914.0,27162.0,31580.0,39452.0,4.8,6.3,0.3,66.7,59.1,2.6,4.9,28.7,4.6
8311,Issoire,21935.0,47612.0,33303.5,49.3,13738.0,19364.0,25836.0,12098.0,8514.0,12252.0,14880.0,17126.0,21630.0,24250.0,27720.0,33746.0,4.0,5.2,0.3,61.9,53.4,3.1,5.4,33.3,4.8
8312,Thiers,20719.0,46206.5,32064.1,45.5,12710.0,18342.0,24856.0,12146.0,7108.0,11280.0,14044.0,16278.0,20630.0,23202.0,26822.0,32804.0,4.6,5.9,0.3,62.3,54.2,3.6,4.5,34.0,3.7
9101,Carcassonne,54165.0,121026.5,83685.0,44.2,10640.0,17670.0,25054.0,14414.0,4058.0,8850.0,12222.0,15048.0,20350.0,23328.0,27298.0,34248.0,8.4,10.4,0.4,60.4,50.8,3.7,5.9,34.4,5.2
9102,Limoux,19687.0,41551.5,29532.9,40.2,10544.0,16888.0,23574.0,13030.0,4442.0,8904.0,11988.0,14572.0,19208.0,21928.0,25514.0,31838.0,7.2,8.9,0.4,51.9,41.7,3.4,6.8,42.2,5.9
9103,Narbonne,74116.0,159008.5,111804.0,43.7,10894.0,17498.0,24830.0,13936.0,4638.0,9256.0,12366.0,15018.0,20128.0,23084.0,27072.0,34156.0,7.4,9.3,0.4,55.7,45.3,4.0,6.5,38.5,5.8
9104,Alès,65542.0,142599.0,99848.5,41.5,10300.0,16954.0,24184.0,13884.0,3880.0,8552.0,11850.0,14544.0,19492.0,22460.0,26292.0,33060.0,8.5,10.4,0.4,55.5,45.8,4.0,5.7,38.7,5.8
9105,Bagnols-sur-Cèze,28753.0,66789.0,45590.2,51.3,12416.0,19541.0,27304.0,14888.0,5928.0,10614.0,14010.0,16772.0,22236.0,25384.0,29572.0,36896.0,6.2,7.6,0.3,64.6,56.2,3.3,5.1,30.5,4.9
9106,Nîmes,153642.0,359833.5,244169.0,48.1,10920.0,18548.0,26670.0,15750.0,4454.0,9026.0,12678.0,15738.0,21428.0,24700.0,29076.0,36800.0,8.3,10.5,0.4,64.2,54.7,3.7,5.8,30.1,5.7
9107,Agde - Pézenas,40626.0,87679.0,61640.1,44.6,10952.0,17562.0,25196.0,14244.0,5214.0,9278.0,12388.0,15034.0,20218.0,23324.0,27444.0,34806.0,6.7,8.9,0.4,53.2,42.3,4.4,6.4,39.1,7.7
9108,Béziers,103242.0,228965.0,158779.7,42.9,10172.0,17212.0,24754.0,14582.0,3952.0,8414.0,11804.0,14584.0,19924.0,22948.0,26996.0,33956.0,8.6,11.0,0.4,57.3,46.2,3.9,7.3,36.4,6.3
9109,Clermont-l'Hérault - Lodève,24187.0,56374.5,38281.5,42.6,11168.0,17612.0,24702.0,13534.0,5558.0,9522.0,12586.0,15124.0,20006.0,22986.0,26890.0,33532.0,6.0,7.9,0.3,62.1,51.5,4.4,6.2,32.1,5.8
9110,Ganges,21053.0,45203.0,31791.3,40.9,10866.0,17100.0,24054.0,13188.0,5044.0,9182.0,12238.0,14764.0,19542.0,22254.0,26046.0,32750.0,6.5,8.3,0.4,55.8,45.3,4.2,6.3,38.3,5.9
9111,Montpellier,284660.0,640345.5,440997.3,53.9,12412.0,20506.0,29818.0,17406.0,5732.0,10406.0,14214.0,17446.0,23718.0,27510.0,32618.0,41790.0,7.3,9.6,0.4,67.1,57.1,3.7,6.3,26.6,6.3
9112,Sète,47083.0,101635.0,71334.8,47.3,11584.0,18466.0,26154.0,14570.0,5342.0,9830.0,13126.0,15848.0,21082.0,24220.0,28546.0,36094.0,6.8,8.8,0.4,57.5,47.5,4.0,6.0,36.5,6.0
9113,La Lozère,32837.0,71101.0,49813.4,49.3,13116.0,18838.0,25384.0,12268.0,7960.0,11728.0,14316.0,16676.0,21112.0,23748.0,27508.0,33990.0,4.3,5.6,0.3,61.0,50.9,2.4,7.7,32.8,6.2
9114,Céret,35187.0,72139.0,51913.5,48.3,12280.0,18824.0,26542.0,14262.0,6354.0,10652.0,13712.0,16310.0,21434.0,24652.0,28828.0,36366.0,5.7,7.5,0.3,47.0,37.5,3.4,6.1,45.9,7.1
9115,Perpignan,156563.0,342188.0,238585.5,45.5,10594.0,17772.0,25554.0,14960.0,4056.0,8790.0,12184.0,15062.0,20528.0,23668.0,27840.0,35144.0,8.7,11.0,0.4,58.8,48.2,3.9,6.7,35.2,6.0
9116,Prades,19503.0,41321.5,29200.2,44.0,11130.0,17554.0,24604.0,13474.0,5422.0,9630.0,12566.0,15090.0,19944.0,22856.0,26590.0,33072.0,6.1,7.8,0.3,56.7,46.5,3.7,6.4,37.3,6.0
9301,Digne-les-Bains,32905.0,69743.0,49351.9,49.8,12466.0,18976.0,26488.0,14022.0,6498.0,10848.0,13882.0,16476.0,21572.0,24562.0,28582.0,35172.0,5.4,6.8,0.3,58.1,49.2,3.4,5.5,36.1,5.8
9302,Manosque,37475.0,82643.5,57505.9,50.5,12730.0,19466.0,27630.0,14900.0,7070.0,11126.0,14122.0,16852.0,22228.0,25566.0,30022.0,37582.0,5.3,7.1,0.3,57.8,48.3,3.4,6.0,33.8,8.4
9303,Briançon,15829.0,34067.5,23883.0,54.8,13904.0,19566.0,26432.0,12528.0,8760.0,12536.0,15166.0,17472.0,21918.0,24828.0,28686.0,35404.0,4.0,5.3,0.3,62.3,50.0,4.2,8.0,30.7,7.0
9304,Gap,48104.0,104191.0,72991.7,51.9,13426.0,19530.0,26796.0,13370.0,7944.0,11920.0,14726.0,17122.0,22030.0,24954.0,29018.0,36252.0,4.6,5.9,0.3,59.7,49.5,3.4,6.8,33.6,6.7
9305,Cannes - Antibes,194679.0,422209.0,295829.5,58.7,13940.0,21630.0,31672.0,17732.0,7664.0,12154.0,15548.0,18592.0,24976.0,29042.0,34824.0,45238.0,5.9,8.0,0.4,62.2,53.4,3.3,5.6,28.8,9.0
9306,Menton - Vallée de la Roya,40641.0,86573.5,61068.9,60.3,14566.0,21814.0,31180.0,16614.0,8670.0,12928.0,16106.0,18930.0,24988.0,28782.0,34080.0,43678.0,5.0,7.0,0.4,67.7,60.5,2.9,4.2,26.0,6.3
9307,Nice,294947.0,638681.0,447161.6,56.8,12890.0,20948.0,30634.0,17744.0,6152.0,10948.0,14632.0,17846.0,24256.0,28194.0,33592.0,43782.0,7.1,9.5,0.4,64.7,55.2,3.2,6.3,27.8,7.5
9308,Aix-en-Provence,170364.0,399274.0,271971.3,60.3,15280.0,23154.0,33356.0,18076.0,8840.0,13484.0,16928.0,20088.0,26610.0,30788.0,36490.0,46820.0,5.3,7.1,0.4,66.6,58.3,3.1,5.2,25.5,7.9
9309,Arles,35966.0,82549.5,56529.8,49.0,11456.0,18696.0,26796.0,15340.0,5560.0,9688.0,13130.0,15986.0,21540.0,24784.0,29254.0,37284.0,6.7,9.0,0.4,62.4,52.6,3.7,6.0,30.2,7.4
9310,Marseille - Aubagne,555078.0,1289208.0,876340.4,53.4,11008.0,19800.0,29374.0,18366.0,3848.0,8884.0,12992.0,16490.0,23150.0,27044.0,32234.0,41520.0,10.8,13.1,0.4,67.1,57.8,3.4,5.9,27.0,5.9
9311,Istres - Martigues,58570.0,137452.0,93313.4,54.1,13074.0,20344.0,28514.0,15440.0,6780.0,11304.0,14604.0,17540.0,23168.0,26512.0,30804.0,37980.0,5.6,7.1,0.3,68.1,60.7,3.6,3.8,27.9,4.0
9312,Salon-de-Provence,52029.0,125116.5,84082.6,54.9,13458.0,20924.0,29602.0,16144.0,7580.0,11750.0,15114.0,18032.0,23938.0,27478.0,32118.0,40068.0,5.3,6.9,0.3,69.7,62.0,3.6,4.2,25.1,5.2
9313,Draguignan,52091.0,118999.0,81785.9,50.6,12522.0,19474.0,27202.0,14680.0,6312.0,10780.0,14040.0,16802.0,22086.0,25242.0,29484.0,36818.0,5.8,7.7,0.3,57.7,48.3,3.4,6.0,35.8,6.5
9314,Fréjus - Saint-Raphaël,86551.0,185533.5,130994.5,57.9,13650.0,20972.0,30336.0,16686.0,7680.0,11902.0,15218.0,18160.0,24112.0,27894.0,33388.0,43640.0,5.7,7.9,0.4,52.0,42.2,3.2,6.5,37.3,10.7
9315,Toulon,283998.0,622066.0,434678.7,54.2,13128.0,20536.0,28968.0,15840.0,6474.0,11266.0,14746.0,17712.0,23470.0,26876.0,31546.0,39746.0,6.1,8.1,0.4,58.5,49.4,3.2,5.8,34.5,7.0
9316,Cavaillon - Apt,34129.0,78395.0,53770.1,47.8,11190.0,18162.0,26104.0,14914.0,5836.0,9653.0,12732.0,15452.0,20830.0,24115.0,28770.0,37270.0,6.4,8.5,0.4,59.1,48.4,3.9,6.9,32.7,8.2
