Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2017,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des revenus déclarés par unité de consommation et composition du revenu déclaré - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 23/01/2020       Géographie au 01/01/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nbre de ménages fiscaux,Nbre de personnes dans les ménages fiscaux,Nbre d'unités de consommation dans les ménages fiscaux,Part des ménages fiscaux imposés (%),1er quartile (€),Médiane (€),3e quartile (€),Écart interquartile (€),1er décile (€),2e décile (€),3e décile  (€),4e décile (€) ,6e décile (€),7e décile (€),8e décile (€) ,9e décile (€),Rapport interdécile D9/D1,S80/S20,Indice de Gini,Part des revenus d’activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des autres revenus (%)
CODGEO,LIBGEO,NBMEN17,NBPERS17,NBUC17,PMIMP17,Q117,Q217,Q317,Q3_Q1,D117,D217,D317,D417,D617,D717,D817,D917,RD,S80S2017,GI17,PACT17,PTSA17,PCHO17,PBEN17,PPEN17,PAUT17
8204,Annonay,23102,53245,36437.4,46.9,14450,20060,26320,11870,8600,12870,15770,18020,22150,24840,28170,34410,4.0,5.316,0.300,63.9,56.4,3.2,4.3,31.7,4.4
8205,Aubenas,43706,92127,65348.2,41.5,12600,18620,25660,13060,6970,11060,13960,16340,21030,23860,27740,34370,4.9,6.494,0.329,54.7,44.2,4.1,6.3,38.6,6.7
8206,Montélimar,81150,183985,126549.9,47.4,13030,19920,27970,14940,6980,11290,14540,17280,22740,25980,30410,38320,5.5,7.029,0.341,62.4,53.0,3.5,5.8,31.7,5.9
8207,Romans-sur-Isère,37959,88034,59957.2,46.6,13540,19950,27270,13730,7510,11840,15030,17590,22500,25500,29610,37050,4.9,6.575,0.333,65.9,57.4,3.3,5.2,28.9,5.2
8208,Valence,152530,345859,237771.5,48.2,13950,20350,27900,13950,7990,12310,15360,17930,22930,26000,30210,37700,4.7,6.235,0.327,64.7,55.9,3.4,5.4,29.9,5.4
8209,Bourgoin-Jallieu,90241,227810,150064.6,52.0,14850,21400,28900,14050,8630,13130,16330,18950,23990,27060,31140,38360,4.4,5.655,0.309,72.7,65.8,3.3,3.6,23.4,3.9
8210,Grenoble,344653,789957,540106.0,56.2,15400,22570,31400,16000,8840,13670,17000,19840,25600,29210,34070,42770,4.8,6.324,0.330,68.9,61.8,2.8,4.3,26.1,5.0
8211,Vienne - Roussillon,92927,224567,150682.7,51.4,14680,21230,28680,14000,8630,13060,16140,18760,23820,26870,30910,38020,4.4,5.676,0.311,68.2,60.7,3.0,4.5,27.1,4.7
8212,Roanne,61352,134230,93559.6,43.9,13890,19510,25960,12060,7900,12310,15150,17390,21690,24350,27990,34700,4.4,5.890,0.315,61.1,53.8,2.9,4.4,34.3,4.6
8213,Villefranche-sur-Saône,104162,257892,171215.6,56.3,16170,22840,31170,15000,10020,14480,17650,20270,25630,29070,33780,42160,4.2,5.508,0.314,70.6,63.1,2.8,4.8,24.2,5.2
8214,Lyon,757880,1758932,1192580.1,57.4,14320,22580,32490,18170,7240,12230,16140,19430,25950,29990,35580,45840,6.3,8.441,0.371,71.9,64.6,3.1,4.3,22.9,5.2
8215,La Tarentaise,48290,107367,74437.0,57.2,15830,22120,29520,13700,10060,14290,17240,19700,24660,27750,31780,39280,3.9,5.197,0.306,68.1,56.4,3.7,8.0,24.8,7.1
8216,Chambéry,127739,288983,198753.6,56.5,15760,22570,30840,15080,9510,14070,17280,19970,25350,28750,33380,42030,4.4,5.783,0.321,66.4,58.5,2.8,5.1,28.1,5.5
8217,La Maurienne,17520,37980,26653.6,57.0,16190,22040,29130,12940,11070,14860,17430,19720,24540,27280,31120,37820,3.4,4.334,0.276,63.8,53.6,3.3,7.0,30.6,5.6
8218,Annecy,129180,298776,203782.4,62.4,18080,25710,36210,18140,11570,16310,19700,22710,29130,33410,39930,52890,4.6,6.050,0.342,72.2,64.8,2.7,4.6,21.6,6.2
8219,Le Genevois Français,167386,396941,266309.9,50.3,17810,29970,48230,30420,8670,15200,20240,24880,36140,43660,53710,70880,8.2,10.542,0.403,79.8,73.8,3.1,2.8,16.4,3.8
8220,La Vallée de l'Arve,24694,60556,40405.7,58.8,16040,23100,31730,15690,10010,14340,17510,20340,26120,29550,34420,43680,4.4,5.676,0.321,73.5,66.5,3.4,3.7,21.1,5.4
8221,Le Mont Blanc,28635,62708,43762.4,61.0,16870,23420,32140,15270,11250,15330,18280,20830,26370,29880,34960,45220,4.0,5.419,0.324,67.8,57.3,2.9,7.7,23.4,8.8
8222,Le Chablais,43123,98156,67223.3,62.5,17680,26190,38650,20970,10970,15820,19420,22710,30120,35300,42600,55300,5.0,6.461,0.347,74.2,66.4,3.2,4.6,20.2,5.6
8301,Montluçon,50898,104967,75006.6,43.9,12980,19170,25920,12930,6380,11330,14390,16910,21580,24290,27880,34270,5.4,7.027,0.330,57.7,49.5,2.9,5.4,38.1,4.2
8302,Moulins,44795,95121,67202.0,45.1,13360,19310,26090,12740,7290,11740,14710,17070,21660,24440,28120,34520,4.7,6.284,0.319,59.4,50.6,2.7,6.1,35.8,4.8
8303,Vichy,62450,129121,92183.8,44.1,13160,19370,26300,13140,6880,11460,14570,17020,21780,24600,28420,35510,5.2,6.938,0.333,57.8,49.6,3.0,5.2,37.5,4.7
8304,Aurillac,37645,79162,56238.2,46.1,14460,20100,27000,12540,9230,13010,15660,17900,22480,25270,29080,36080,3.9,5.299,0.308,61.2,51.6,2.2,7.4,33.3,5.5
8305,Mauriac,13307,26540,19322.7,38.9,13090,18210,24250,11160,8540,11890,14130,16060,20410,22840,26060,32180,3.8,4.929,0.296,54.6,42.2,2.2,10.2,39.9,5.5
8306,Saint-Flour,15528,32818,23311.7,40.4,13470,18600,24970,11500,8800,12220,14580,16600,20730,23360,26880,32950,3.7,4.856,0.294,59.0,46.1,2.4,10.5,34.5,6.5
8307,Brioude,20342,42609,30320.5,39.6,12930,18430,24640,11700,7810,11540,14130,16300,20650,23100,26490,32160,4.1,5.463,0.302,58.0,47.9,3.2,6.9,37.2,4.8
8308,Le Puy-en-Velay,41315,89482,62735.3,44.5,13850,19570,26490,12630,8160,12400,15130,17410,21910,24740,28560,35190,4.3,5.674,0.311,61.8,52.3,2.7,6.8,33.1,5.1
8309,Ambert,9510,19494,14022.3,42.9,13310,19040,25840,12530,8240,11930,14570,16770,21390,24230,27620,34260,4.2,5.474,0.308,56.6,48.6,3.1,4.9,38.4,5.0
8310,Clermont-Ferrand,234487,507728,355021.2,53.1,14930,21800,29870,14950,8460,13220,16480,19220,24540,27860,32340,40340,4.8,6.353,0.328,66.7,59.3,2.7,4.8,28.8,4.5
8311,Issoire,22110,47361,33319.9,44.8,14120,19920,26430,12300,8820,12610,15420,17740,22220,24780,28430,34870,4.0,5.207,0.299,61.8,53.5,3.0,5.2,33.4,4.8
8312,Thiers,20643,45351,31678.1,41.2,13250,18860,25470,12220,7600,11670,14520,16740,21180,23850,27450,33720,4.4,5.922,0.313,62.0,54.1,3.6,4.3,34.2,3.8
9101,Carcassonne,54839,120912,84035.0,40.7,11060,18130,25700,14640,4230,9160,12720,15550,20790,23870,27880,35070,8.3,10.188,0.370,60.3,50.8,3.7,5.8,34.6,5.1
9102,Limoux,19746,40928,29314.6,36.1,11150,17390,24340,13190,4960,9470,12580,15100,19800,22650,26250,32740,6.6,8.558,0.352,52.0,41.6,3.5,6.9,42.0,6.0
9103,Narbonne,77372,163447,115602.8,39.6,11100,17940,25500,14400,4650,9400,12670,15390,20570,23660,27730,34810,7.5,9.433,0.365,55.9,45.3,4.0,6.6,38.4,5.7
9104,Alès,65750,141040,99336.1,37.7,10790,17480,24910,14120,4170,9040,12340,15030,20120,23090,26950,33670,8.1,9.961,0.368,55.3,45.8,3.9,5.6,39.1,5.6
9105,Bagnols-sur-Cèze,29099,66419,45626.2,47.1,12790,19970,27860,15080,6270,10910,14390,17190,22670,25910,30220,37660,6.0,7.389,0.339,63.9,55.5,3.3,5.1,31.2,4.9
9106,Nîmes,156506,361736,246714.2,44.7,11410,19130,27340,15930,4780,9460,13180,16300,22040,25370,29800,37720,7.9,10.098,0.376,64.3,55.0,3.7,5.6,30.2,5.5
9107,Agde - Pézenas,42291,89989,63600.5,40.8,11310,18140,25850,14540,5340,9600,12880,15600,20860,23930,28130,35540,6.7,8.826,0.365,53.2,42.3,4.4,6.4,39.3,7.5
9108,Béziers,106595,232499,162253.3,38.7,10320,17590,25270,14960,3820,8460,12010,14930,20340,23420,27490,34570,9.1,11.237,0.383,57.3,46.3,3.9,7.2,36.5,6.2
9109,Clermont-l'Hérault - Lodève,25051,57652,39364.5,38.4,11550,18140,25430,13880,5820,9930,13090,15670,20680,23730,27540,34470,5.9,7.661,0.346,62.6,52.1,4.3,6.3,31.7,5.7
9110,Ganges,21183,44891,31753.1,36.6,11240,17610,24630,13390,5370,9680,12730,15250,20130,22960,26760,33540,6.2,7.992,0.347,55.8,45.1,4.3,6.5,38.1,6.1
9111,Montpellier,292853,648462,449117.1,51.2,12890,21140,30630,17740,5930,10830,14730,18050,24400,28270,33540,43190,7.3,9.486,0.378,67.3,57.2,3.7,6.4,26.5,6.2
9112,Sète,48181,101933,72113.0,43.9,12070,19130,27040,14970,5810,10300,13710,16440,21880,25080,29420,37300,6.4,8.470,0.362,57.4,47.6,3.7,6.0,36.6,6.0
9113,La Lozère,33241,71107,50066.6,43.9,13590,19400,26170,12580,8330,12130,14850,17190,21700,24420,28220,34570,4.2,5.470,0.308,60.9,50.3,2.6,8.1,33.1,6.0
9114,Céret,35529,71633,51912.7,44.4,12850,19450,27210,14360,6920,11150,14260,16920,22130,25310,29520,37310,5.4,7.171,0.344,47.0,37.4,3.6,6.0,45.7,7.3
9115,Perpignan,159974,345442,241974.4,42.2,10880,18270,26210,15330,4150,8980,12600,15520,21090,24290,28570,36050,8.7,11.026,0.384,59.1,48.4,3.9,6.8,35.2,5.7
9116,Prades,19623,41035,29158.5,40.0,11680,18210,25240,13560,5700,9990,13140,15690,20670,23490,27230,33750,5.9,7.574,0.340,56.7,46.0,3.9,6.8,37.4,5.9
9301,Digne-les-Bains,32862,68344,48728.1,45.9,13020,19530,27020,14000,7030,11400,14470,17030,22170,25190,29250,36040,5.1,6.556,0.324,57.5,48.5,3.5,5.5,36.8,5.7
9302,Manosque,37670,81715,57184.1,46.9,13160,19990,28320,15170,7100,11410,14650,17400,22820,26210,30900,38890,5.5,7.435,0.354,57.1,47.3,3.4,6.4,33.6,9.3
9303,Briançon,16064,34004,24001.3,49.9,14470,20140,27400,12930,9400,13100,15610,17850,22590,25630,29780,36950,3.9,5.177,0.306,62.1,49.8,4.2,8.1,30.8,7.1
9304,Gap,48530,103158,72813.3,47.9,14010,20230,27620,13610,8290,12490,15350,17810,22760,25710,29830,37100,4.5,5.818,0.317,59.3,49.1,3.4,6.9,34.1,6.6
9305,Cannes - Antibes,196930,421622,296813.5,56.2,14510,22370,32590,18080,8050,12660,16160,19250,25730,29970,35900,46870,5.8,7.964,0.375,62.6,53.8,3.3,5.5,28.4,9.0
9306,Menton - Vallée de la Roya,41109,86879,61494.4,58.6,15120,22640,32280,17150,8880,13360,16780,19690,26030,29850,35300,45330,5.1,7.146,0.359,68.0,60.7,2.8,4.4,25.8,6.2
9307,Nice,295430,631864,444333.0,54.4,13380,21540,31430,18050,6410,11360,15150,18390,24920,28960,34490,45050,7.0,9.431,0.386,65.0,55.5,3.2,6.3,27.6,7.4
9308,Aix-en-Provence,172744,397600,272632.4,57.9,15900,23880,34320,18420,9220,14080,17560,20730,27440,31690,37560,48370,5.2,6.946,0.353,66.6,58.4,3.1,5.1,25.5,7.9
9309,Arles,36271,82072,56499.5,45.4,11850,19320,27610,15760,5910,10030,13550,16560,22190,25500,30140,38310,6.5,8.718,0.369,62.6,52.7,3.8,6.0,30.1,7.3
9310,Marseille - Aubagne,562892,1290073,881023.1,50.9,11330,20280,30060,18730,3970,9140,13360,16950,23710,27670,32990,42630,10.7,13.190,0.405,67.5,57.8,3.8,6.0,26.7,5.8
9311,Istres - Martigues,59574,137822,94046.8,51.6,13410,20850,29200,15780,6890,11510,15050,18010,23770,27190,31550,38900,5.6,7.115,0.332,67.9,60.6,3.7,3.7,28.1,4.0
9312,Salon-de-Provence,53230,126159,85235.9,51.8,14100,21510,30310,16200,7760,12310,15740,18740,24560,28160,32850,40930,5.3,6.749,0.336,69.7,61.7,3.7,4.3,25.2,5.1
9313,Draguignan,53034,119413,82507.0,47.3,12920,19920,27810,14890,6360,11090,14520,17260,22670,25810,30190,37670,5.9,7.695,0.348,57.8,48.4,3.4,6.0,35.7,6.5
9314,Fréjus - Saint-Raphaël,88239,185857,132128.0,55.1,14280,21640,31240,16960,8010,12510,15860,18790,24840,28730,34300,44930,5.6,7.851,0.375,52.3,42.4,3.3,6.5,37.1,10.6
9315,Toulon,287623,619355,435493.7,51.3,13600,21100,29740,16140,6660,11650,15250,18250,24100,27600,32380,40860,6.1,8.017,0.356,58.7,49.7,3.2,5.8,34.5,6.8
9316,Cavaillon - Apt,33937,76474,52804.9,44.8,11800,18740,27010,15210,6370,10180,13270,16080,21550,24850,29630,38620,6.1,8.179,0.373,58.6,48.0,3.9,6.7,32.8,8.6
9317,Orange,40650,96045,65012.8,44.7,12010,18980,26660,14650,6000,10230,13640,16400,21710,24750,28840,36020,6.0,7.764,0.348,64.2,54.9,3.7,5.6,30.0,5.8
9401,Ajaccio,41169,86289,61499.6,53.8,14200,21950,31520,17320,7800,12280,15870,18930,25330,29170,34430,43800,5.6,7.569,0.361,63.5,54.6,2.4,6.5,29.7,6.8
9402,Porto-Vecchio,11569,26207,18062.9,47.5,11920,19030,27710,15800,6550,10260,13450,16270,22040,25720,30310,40050,6.1,8.463,0.387,61.1,48.5,3.7,8.9,27.9,11.0
9403,Sartène - Propriano,4255,8937,6343.9,44.5,11730,19270,27770,16050,6120,10150,13190,16150,22130,25770,30300,37740,6.2,8.083,0.363,60.1,48.4,3.6,8.1,32.5,7.4
9404,Bastia,47044,98600,70071.6,44.5,11620,19340,28340,16720,5820,9870,13270,16390,22490,26080,30990,39660,6.8,9.509,0.386,63.8,52.7,2.8,8.3,29.9,6.3
9405,Calvi - L'Île-Rousse,9545,19972,14185.3,43.9,11660,18670,27210,15550,6090,10000,13140,15890,21540,24950,29820,38550,6.3,8.673,0.385,59.3,44.5,4.0,10.8,31.7,9.0
9406,Corte,4358,8776,6348.8,44.0,11970,19310,27650,15690,6000,10300,13600,16340,22220,25700,30190,37350,6.2,7.829,0.353,62.9,52.0,2.7,8.2,31.2,5.9
9407,Ghisonaccia - Aléria,6038,13577,9382.6,40.8,10860,18050,25950,15080,5650,9200,12350,15070,20930,23870,28450,36400,6.4,8.577,0.373,61.0,49.0,3.2,8.7,32.7,6.3
