Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des niveaux de vie et composition du revenu disponible - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zones d'emplois 2010,,Découpage géographique au 01/01/2013,,,,,Sommaire,,Documentation,,,,,,,,,,,,,,,,,,,
©Insee,"Sources : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,Date de première mise ligne le 02/06/2015,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,nombre de ménages fiscaux,nombre de personnes dans les ménages fiscaux,nbre d'unités de consommation dans les ménages fiscaux,1er quartile,médiane,3e quartile,Ecart interquartile,1er décile,2e décile,3e décile,4e décile,6e décile,7e décile,8e décile,9e décile,rapport inter-décile 9e décile/1er decile,S80/20,indice de gini,"Part des salaires, traitements ou chômage",Part des revenus d'activités non salariées,"Part des pensions, retraites et rentes",Part des revenus du patrimoine,Part de l'ensemble des prestations sociales ,dont part des prestations familiales,dont part des minimas sociaux,dont part des prestations logement,Part des impôts
CODGEO,LIBGEO,NBMEN12,NBPERS12,NBUC12,Q112,Q212,Q312,Q3_Q1,D112,D212,D312,D412,D612,D712,D812,D912,RD,S80S2012,GI12,PTSAC12,PBEN12,PPEN12,PPAT12,PPSOC12,PPFAM12,PPMINI12,PPLOGT12,PIMPOT12
5402,Châtellerault,35593.0,80053.5,55202.4,14355.3,18704.7,24206.0,9850.7,10642.4,13331.0,15301.5,16994.6,20576.7,22800.5,26009.5,31773.3,3.0,3.6,0.3,60.8,6.0,31.3,10.6,5.9,2.5,1.9,1.6,-14.6
5403,Angoulême,120456.0,267079.5,185792.3,14012.0,18580.4,24316.5,10304.5,10303.8,12966.0,14982.7,16796.0,20562.8,22879.0,26133.3,32224.0,3.1,3.9,0.3,58.7,7.0,31.6,11.4,5.6,2.1,1.9,1.6,-14.3
5404,Jonzac - Barbezieux-Saint-Hilaire,28805.0,64455.5,44705.2,13204.0,17407.0,23000.7,9796.7,9948.0,12255.4,14046.1,15668.0,19261.9,21523.6,24694.7,30822.0,3.1,3.9,0.3,52.1,11.4,32.8,11.6,5.7,2.2,2.0,1.5,-13.6
5405,Cognac,36160.0,80700.0,56019.5,14659.7,19327.5,25691.5,11031.9,10965.0,13610.7,15651.0,17440.0,21406.5,24026.7,27793.0,35317.2,3.2,4.2,0.3,56.7,10.8,29.9,14.2,4.6,1.9,1.5,1.2,-16.2
5406,Saintes - Saint-Jean-d'Angély,53855.0,119806.0,83175.1,14057.6,18512.4,24174.9,10117.2,10541.0,13102.4,15000.7,16722.5,20417.3,22748.0,25980.0,32261.3,3.1,3.8,0.3,55.4,8.4,33.4,11.7,5.3,2.1,1.7,1.5,-14.2
5407,Royan,44045.0,91512.0,65577.2,14482.9,19217.6,26060.8,11578.0,10923.3,13459.5,15421.3,17267.3,21427.2,24265.7,28301.0,35759.3,3.3,4.1,0.3,41.9,9.1,45.2,15.7,3.8,1.5,1.3,1.1,-15.7
5408,Rochefort,49131.0,107020.0,74870.0,14205.2,18673.0,24466.4,10261.2,10674.4,13180.0,15149.4,16875.0,20614.0,22969.6,26296.1,32413.3,3.0,3.7,0.3,52.8,7.7,36.5,12.1,5.2,2.1,1.6,1.5,-14.3
5409,La Rochelle,105389.0,233931.0,162424.2,15341.0,20270.0,27236.5,11895.5,11507.9,14253.1,16335.0,18288.8,22538.0,25396.1,29529.5,36944.0,3.2,4.0,0.3,58.7,6.9,32.3,14.1,4.4,1.9,1.3,1.3,-16.4
5410,Niort,95606.0,218806.5,149918.9,14909.3,19489.2,25502.9,10593.5,11335.2,13909.1,15859.2,17666.5,21458.5,23981.0,27475.6,33727.3,3.0,3.6,0.3,65.2,6.6,28.3,10.3,4.9,2.2,1.3,1.3,-15.3
5411,Parthenay,13949.0,31528.5,21734.2,14012.0,17890.0,22776.7,8764.7,10894.8,13136.0,14832.0,16387.0,19538.0,21527.0,24304.0,29615.3,2.7,3.4,0.2,58.1,7.3,30.8,11.7,5.5,2.4,1.5,1.5,-13.4
5412,Bressuire,29638.0,72259.5,48326.1,14385.3,18078.1,22563.0,8177.7,11236.5,13548.7,15154.0,16667.3,19614.0,21451.1,23954.3,28853.3,2.6,3.3,0.2,61.9,7.9,25.7,11.9,5.5,3.0,1.2,1.3,-12.9
5413,Poitiers,138069.0,307763.0,212653.5,14724.0,19446.5,25591.3,10867.3,10920.0,13664.7,15710.8,17568.0,21490.5,24007.3,27612.0,34149.5,3.1,3.8,0.3,64.9,6.3,27.7,11.4,5.2,2.2,1.4,1.5,-15.5
7201,Bergerac,48197.0,106140.5,74082.6,13444.0,18008.5,23978.6,10534.6,9766.0,12396.9,14393.0,16195.3,19983.3,22379.0,25908.7,32284.0,3.3,4.2,0.3,50.8,7.3,36.8,13.6,5.4,2.1,1.7,1.6,-13.9
7202,Périgueux,106458.0,230195.0,161890.5,13851.2,18425.0,24110.7,10259.5,10170.5,12832.5,14816.0,16621.4,20341.7,22643.0,25931.4,31964.0,3.1,3.9,0.3,54.8,6.1,35.9,12.2,4.8,1.9,1.5,1.4,-13.8
7203,Sarlat-la-Canéda,23709.0,51090.0,36074.9,13509.4,18106.7,24312.7,10803.3,10119.0,12503.3,14470.6,16300.0,20146.7,22657.8,26279.3,32942.7,3.3,4.2,0.3,48.9,7.4,37.9,15.7,4.2,1.7,1.3,1.2,-14.1
7204,Bordeaux,523924.0,1194727.0,819277.1,15357.0,20667.0,27877.7,12520.7,11274.5,14180.0,16432.0,18525.0,23094.5,26029.0,30112.8,37562.0,3.3,4.2,0.3,68.8,6.1,25.1,12.3,4.8,1.9,1.5,1.4,-17.1
7205,Libourne,48938.0,110704.5,76213.4,13573.9,18035.3,23813.5,10239.6,9999.2,12590.0,14516.5,16275.8,19985.3,22292.1,25592.0,31890.7,3.2,4.1,0.3,57.2,7.9,30.4,13.2,6.0,2.3,2.1,1.7,-14.7
7206,Pauillac,22418.0,50076.5,34678.7,14013.1,18451.0,24074.8,10061.6,10387.6,13015.0,14883.9,16637.1,20350.0,22583.3,25869.0,31828.0,3.1,3.9,0.3,53.6,8.0,35.1,12.3,5.3,2.2,1.8,1.4,-14.3
7207,La Teste-de-Buch,66533.0,148356.0,102992.6,15512.4,20320.9,26998.7,11486.2,11733.9,14435.2,16489.3,18328.1,22479.5,25223.2,29174.8,36385.0,3.1,3.9,0.3,55.7,6.6,36.2,14.3,3.8,1.7,1.0,1.0,-16.6
7208,Dax,78046.0,173688.0,120703.2,14945.3,19536.0,25668.0,10722.7,11235.0,13895.5,15926.0,17745.2,21556.9,24061.3,27689.2,34448.1,3.1,3.9,0.3,55.8,7.1,33.8,14.4,4.3,1.8,1.2,1.2,-15.4
7209,Agen,64730.0,145801.5,100627.2,14069.3,18869.3,25038.0,10968.7,10314.0,12968.0,15079.3,16964.7,20971.3,23482.4,27077.3,33636.5,3.3,4.1,0.3,60.3,7.0,29.2,13.1,5.5,2.2,1.7,1.6,-15.1
7210,Marmande,38219.0,84814.5,59056.6,13386.3,17737.5,23362.7,9976.4,9829.0,12400.5,14254.2,15972.0,19658.5,21992.0,25178.0,31263.3,3.2,4.0,0.3,52.8,8.0,33.6,13.8,5.6,2.2,1.9,1.6,-13.8
7211,Villeneuve-sur-Lot,42174.0,94033.0,65335.9,13082.4,17410.0,22905.3,9822.9,9723.2,12151.3,13977.0,15681.3,19306.7,21503.0,24753.0,30844.0,3.2,4.1,0.3,49.5,7.6,36.3,14.8,5.7,2.3,1.8,1.6,-13.9
7212,Bayonne,143366.0,313135.0,218928.3,15293.2,20164.7,27001.4,11708.2,11464.9,14228.7,16298.7,18198.7,22374.0,25202.0,29255.0,36969.0,3.2,4.2,0.3,58.2,7.0,31.1,16.3,4.2,1.7,1.3,1.2,-16.8
7213,Oloron-Sainte-Marie,17902.0,39463.5,27606.6,14747.3,19245.0,24942.7,10195.3,11033.5,13682.7,15677.3,17424.8,21194.3,23487.0,26760.7,32426.2,2.9,3.6,0.2,56.5,6.3,33.9,12.6,4.4,1.8,1.4,1.2,-13.7
7214,Pau,144112.0,326826.5,225286.8,15262.0,20302.0,27279.5,12017.5,11434.0,14148.0,16274.0,18243.3,22617.2,25454.5,29480.7,36881.0,3.2,4.0,0.3,62.4,5.8,29.8,13.2,4.7,1.9,1.5,1.3,-15.9
7301,Foix - Pamiers,49687.0,110120.0,76554.8,13693.7,18256.0,24049.4,10355.8,9916.1,12608.0,14649.0,16490.0,20223.3,22588.6,25848.0,31787.0,3.2,3.9,0.3,55.7,6.2,33.2,12.6,6.0,2.2,2.1,1.8,-13.7
7302,Saint-Girons,14959.0,30893.5,22089.5,12858.7,17957.0,23948.3,11089.7,8982.3,11793.3,13944.0,15956.0,20058.0,22390.4,25763.0,31802.7,3.5,4.5,0.3,48.3,6.8,38.7,14.3,5.6,1.8,2.3,1.6,-13.7
7303,Millau,26856.0,58548.0,40969.8,13732.1,18034.7,23697.0,9964.9,10108.5,12772.0,14653.0,16340.9,19947.6,22301.1,25524.7,31527.3,3.1,3.9,0.3,52.3,8.2,32.8,15.3,5.0,2.1,1.5,1.5,-13.6
7304,Rodez,76372.0,169224.5,117724.9,14394.0,19017.2,24934.8,10540.8,10800.8,13370.6,15392.2,17200.4,21013.8,23420.0,26845.0,33187.1,3.1,3.8,0.3,54.9,9.0,30.7,15.7,4.3,2.0,1.2,1.1,-14.6
7305,Villefranche-de-Rouergue,16011.0,35171.5,24632.4,13423.1,17916.2,23672.2,10249.0,10086.1,12458.2,14339.3,16100.3,19868.5,22118.3,25507.3,32012.7,3.2,4.1,0.3,47.8,9.3,35.9,16.0,4.6,2.0,1.4,1.3,-13.6
7306,Saint-Gaudens,26813.0,56556.0,40141.5,13816.4,18578.0,24698.7,10882.3,10012.9,12684.0,14803.9,16698.5,20671.2,23151.3,26627.0,32993.0,3.3,4.0,0.3,51.7,6.4,37.3,13.4,5.1,1.8,1.8,1.5,-13.9
7307,Auch,50384.0,111530.0,77851.6,14022.3,18857.6,25139.5,11117.2,10314.4,12974.8,15014.0,16946.7,20966.0,23494.0,27103.6,33896.7,3.3,4.1,0.3,52.4,9.1,32.8,15.4,4.8,1.9,1.6,1.3,-14.5
7308,Cahors,41405.0,89485.0,63006.5,13862.7,18793.3,25275.3,11412.7,10152.3,12807.0,14874.6,16818.0,20958.0,23608.0,27362.0,34079.3,3.4,4.1,0.3,50.7,7.3,37.2,14.5,4.8,1.8,1.7,1.4,-14.5
7309,Figeac,17510.0,37790.5,26606.5,14314.6,19058.7,25019.0,10704.4,10534.8,13308.0,15321.3,17164.0,21195.3,23581.3,26858.0,33187.3,3.2,3.8,0.3,52.3,6.8,36.0,14.3,4.5,1.8,1.4,1.2,-13.9
7310,Tarbes - Lourdes,102624.0,222158.5,156006.7,14276.7,18895.3,24827.2,10550.5,10616.0,13268.0,15253.3,17081.0,20900.0,23327.6,26664.0,32473.3,3.1,3.8,0.3,57.0,6.6,33.8,12.0,5.1,1.9,1.7,1.5,-14.5
7311,Albi,74511.0,165789.5,115141.8,14115.0,18878.2,25164.7,11049.7,10370.0,13032.4,15103.3,16987.0,20954.0,23552.0,27219.0,33713.0,3.3,4.0,0.3,54.4,7.2,33.4,14.0,5.4,2.1,1.7,1.6,-14.4
7312,Castres - Mazamet,57535.0,130857.0,90261.0,13856.6,18183.8,23864.8,10008.2,10218.1,12809.0,14785.2,16489.4,20118.0,22412.0,25657.1,31947.1,3.1,3.9,0.3,56.5,6.7,32.5,12.4,5.7,2.3,1.8,1.6,-13.8
7313,Montauban,91984.0,215647.5,146428.3,13575.1,18197.3,24167.8,10592.7,9916.3,12527.0,14498.1,16338.5,20263.6,22687.3,25940.0,31930.0,3.2,4.0,0.3,59.0,6.5,29.5,12.5,6.4,2.6,2.1,1.7,-13.9
7401,Tulle,31950.0,66904.0,47660.2,14410.0,19040.0,24775.3,10365.3,10829.3,13348.3,15372.2,17230.7,20979.3,23301.9,26613.3,32429.4,3.0,3.6,0.3,54.6,6.2,38.5,10.6,4.0,1.7,1.2,1.1,-13.9
7402,Ussel,13865.0,29014.5,20622.5,13926.0,18143.3,23388.0,9462.0,10533.0,12938.9,14801.7,16484.7,19939.0,22134.7,25109.3,31038.9,2.9,3.7,0.3,55.3,7.1,34.5,12.0,4.8,2.0,1.5,1.3,-13.7
7403,Guéret,56025.0,115947.5,82990.6,12916.7,17301.3,22857.3,9940.7,9537.9,11965.6,13850.0,15559.0,19175.0,21451.2,24603.0,30083.3,3.2,3.9,0.3,50.6,8.4,38.0,11.0,5.3,1.9,2.0,1.4,-13.3
7404,Limoges,165527.0,354194.0,249201.6,14269.3,19118.0,25186.7,10917.3,10246.9,13137.1,15311.3,17205.0,21168.7,23665.3,27143.3,33444.7,3.3,4.0,0.3,60.7,5.5,33.2,10.7,5.4,1.9,1.9,1.6,-15.5
8201,Ambérieu-en-Bugey,39314.0,96621.0,64175.4,15868.5,20643.8,26755.8,10887.4,12015.6,14778.2,16886.0,18791.4,22737.1,25267.2,28598.7,34728.0,2.9,3.4,0.2,71.1,5.0,24.2,10.2,4.4,2.6,0.8,1.0,-14.9
8202,Bourg-en-Bresse,54891.0,127865.5,86835.1,15463.8,20174.7,26167.5,10703.7,11769.0,14383.0,16424.0,18289.3,22170.0,24610.0,28099.5,34703.0,2.9,3.6,0.3,65.6,5.4,28.0,11.8,4.7,2.5,1.1,1.2,-15.5
8203,Oyonnax,26207.0,64709.5,42989.5,13893.8,18474.4,24378.0,10484.2,10411.5,12846.8,14834.3,16630.0,20524.0,22942.4,26220.4,32340.7,3.1,4.0,0.3,68.9,3.7,25.0,11.3,5.8,2.9,1.2,1.6,-14.7
8204,Annonay,22306.0,52297.5,35490.9,14705.3,18964.6,24101.3,9396.0,11272.5,13708.0,15680.4,17370.0,20691.7,22866.0,25646.0,31233.9,2.8,3.5,0.2,62.4,5.1,29.9,11.7,5.3,2.6,1.2,1.4,-14.4
8205,Aubenas,42397.0,92474.0,64692.2,13319.1,17833.8,23637.2,10318.1,9553.0,12260.0,14247.2,16078.6,19782.4,22164.8,25343.8,31259.0,3.3,4.1,0.3,51.0,6.3,36.7,14.2,5.5,2.1,1.7,1.6,-13.7
8206,Montélimar,77821.0,180696.5,123150.7,13809.5,18796.0,25488.0,11678.5,9979.5,12726.8,14822.0,16798.6,21048.8,23738.8,27564.0,34141.7,3.4,4.2,0.3,60.6,6.1,30.0,13.2,5.3,2.4,1.4,1.5,-15.2
8207,Romans-sur-Isère,36166.0,85682.0,57838.2,14188.8,18750.4,24751.3,10562.5,10574.8,13139.3,15158.7,16960.7,20764.0,23233.8,26710.0,33046.0,3.1,3.9,0.3,63.3,5.9,27.8,11.9,5.9,2.8,1.5,1.7,-14.8
8208,Valence,147028.0,342039.5,232948.0,14438.9,19158.8,25322.0,10883.1,10736.7,13405.3,15410.8,17277.3,21212.1,23778.7,27287.0,33934.4,3.2,3.9,0.3,62.3,6.0,28.7,12.7,5.3,2.4,1.4,1.5,-15.0
8209,Bourgoin-Jallieu,84516.0,217569.0,142112.0,15286.7,20059.0,26127.0,10840.3,11414.0,14173.5,16275.7,18178.3,22125.6,24623.5,28025.3,34094.3,3.0,3.6,0.3,72.8,4.5,22.2,9.7,5.3,3.0,1.0,1.3,-14.5
8210,Grenoble,335045.0,787573.5,533548.8,15692.0,21119.1,28398.3,12706.3,11559.6,14500.4,16784.3,18927.2,23542.7,26559.0,30648.6,37873.5,3.3,4.0,0.3,69.4,5.0,25.3,12.4,4.5,2.2,1.1,1.2,-16.6
8211,Vienne - Roussillon,89594.0,221136.5,147004.4,15029.2,19926.0,26007.6,10978.4,11166.1,13936.0,16039.6,17997.0,22031.4,24508.3,27878.7,34028.0,3.0,3.7,0.3,66.9,5.5,26.0,11.6,5.0,2.7,1.1,1.2,-15.0
8212,Roanne,61390.0,137454.5,94998.0,14461.5,18585.7,23908.0,9446.5,10881.0,13487.0,15331.4,16978.0,20396.2,22540.0,25611.9,31330.0,2.9,3.6,0.3,58.9,5.3,32.5,12.1,5.4,2.4,1.4,1.5,-14.2
8213,Villefranche-sur-Saône,98669.0,248768.0,163984.9,15977.3,21155.0,27997.9,12020.6,12056.4,14844.0,17044.0,19081.9,23390.0,26222.6,30139.3,37329.3,3.1,3.8,0.3,69.9,5.6,23.5,12.6,4.4,2.6,0.8,1.0,-16.0
8214,Lyon,723700.0,1705650.0,1151241.3,15118.6,20965.0,28962.4,13843.8,10833.8,13853.9,16306.0,18608.0,23624.0,26900.9,31529.4,39750.7,3.7,4.6,0.3,71.9,5.0,23.5,12.7,4.9,2.4,1.1,1.4,-18.0
8215,Tarentaise,47225.0,108210.0,74094.4,15560.7,20356.9,26468.0,10907.3,11620.8,14430.0,16553.0,18452.4,22413.1,24918.3,28358.3,34976.5,3.0,3.9,0.3,64.2,8.8,23.7,15.9,3.8,2.0,0.8,1.0,-16.4
8216,Chambéry,121116.0,280225.5,191107.5,15849.5,21009.6,27964.6,12115.1,11842.9,14672.1,16893.0,18935.3,23328.3,26141.3,30188.0,37542.5,3.2,4.0,0.3,65.1,5.8,27.4,13.7,4.2,2.1,1.0,1.1,-16.2
8217,Maurienne,17583.0,39118.0,27131.5,15790.4,20380.8,26327.6,10537.2,11965.6,14747.8,16699.3,18527.4,22459.3,24863.0,28075.3,33960.7,2.8,3.5,0.2,61.8,7.8,28.9,13.3,3.4,1.9,0.7,0.8,-15.2
8218,Annecy,119380.0,280975.5,190335.3,17127.3,23005.2,31500.6,14373.2,12753.0,15885.1,18337.3,20646.4,25710.7,29195.2,34472.0,44590.8,3.5,4.5,0.3,71.6,5.6,22.2,14.7,3.1,1.7,0.6,0.8,-17.2
8219,Genevois Français,153243.0,368749.0,246351.4,17309.6,27201.9,43103.9,25794.3,11290.0,15534.0,19117.9,22890.0,32458.0,39033.3,47941.4,63199.3,5.6,7.2,0.4,84.1,3.6,15.7,9.3,2.1,1.1,0.5,0.5,-14.8
8220,Vallée de l'Arve,23886.0,60155.5,39733.4,15665.5,21017.0,28084.0,12418.5,11500.7,14504.7,16806.1,18916.7,23346.2,26228.4,30268.6,38126.0,3.3,4.2,0.3,74.1,4.7,20.4,12.5,4.0,2.3,0.7,1.0,-15.7
8221,Mont Blanc,27639.0,62623.0,43095.7,16040.0,21245.1,28275.0,12235.0,12024.0,14913.1,17100.0,19166.0,23534.0,26408.7,30647.2,39190.0,3.3,4.3,0.3,64.6,9.9,22.5,18.2,2.9,1.7,0.5,0.7,-18.1
8222,Chablais,41200.0,95463.5,64993.6,16552.0,23036.1,32901.0,16349.0,11977.1,15241.3,17826.7,20354.0,26273.0,30321.9,36168.0,46032.7,3.8,4.8,0.3,74.9,5.8,21.2,12.7,2.9,1.6,0.6,0.7,-17.5
8301,Montluçon,51574.0,108045.0,76739.2,13951.4,18453.9,24058.0,10106.6,10301.9,12928.0,14877.0,16650.0,20306.7,22593.0,25775.3,31694.7,3.1,3.8,0.3,53.9,6.0,36.0,12.7,5.8,2.0,2.2,1.6,-14.4
8302,Moulins,44721.0,97139.0,68001.6,14206.5,18534.3,24200.0,9993.5,10746.0,13226.0,15124.0,16848.7,20429.6,22751.0,25979.6,31976.7,3.0,3.7,0.3,55.3,7.5,32.8,13.1,5.6,2.1,1.9,1.5,-14.3
8303,Vichy,61551.0,129632.5,91858.0,14044.0,18492.0,24434.0,10390.0,10437.3,13058.6,14955.0,16737.1,20440.5,22884.7,26352.4,32885.7,3.2,3.9,0.3,54.2,6.3,35.1,13.5,5.6,2.0,2.0,1.6,-14.7
8304,Aurillac,37286.0,80379.5,56564.7,14419.0,18855.7,24634.0,10215.0,11036.0,13482.2,15335.9,17085.7,20756.1,23170.7,26484.7,32848.8,3.0,3.7,0.3,56.5,7.7,31.9,14.1,4.5,1.8,1.3,1.3,-14.7
8305,Mauriac,13738.0,28100.0,20251.4,13234.7,17307.6,22343.3,9108.6,10021.0,12330.0,14098.0,15648.0,18974.7,21123.8,23915.6,29582.7,3.0,3.7,0.3,45.6,11.0,37.0,14.8,4.4,1.7,1.5,1.2,-12.8
8306,Saint-Flour,15490.0,33654.0,23662.0,13330.9,17459.2,22972.4,9641.5,9952.7,12407.1,14236.4,15810.4,19318.0,21583.3,24583.9,30229.0,3.0,3.8,0.3,49.8,11.6,31.5,15.7,4.6,2.0,1.3,1.2,-13.2
8307,Brioude,19648.0,41906.0,29552.1,13692.7,17890.5,23042.4,9349.7,10386.5,12743.1,14544.8,16221.1,19604.4,21681.7,24569.3,30033.3,2.9,3.6,0.3,51.7,7.0,34.8,13.9,5.5,2.2,1.9,1.5,-12.9
8308,Le Puy-en-Velay,39646.0,87386.5,60794.3,14498.8,18963.0,24796.7,10297.9,11009.5,13501.3,15448.4,17152.0,20895.0,23233.9,26606.0,32850.0,3.0,3.7,0.3,56.8,7.4,30.9,14.1,5.4,2.4,1.6,1.5,-14.6
8309,Ambert,9529.0,20309.5,14382.9,13858.5,18347.1,24450.0,10591.5,10431.0,12881.7,14804.0,16506.0,20422.5,22998.7,26322.7,33008.0,3.2,3.9,0.3,53.3,6.3,34.9,14.5,4.5,2.0,1.4,1.1,-13.5
8310,Clermont-Ferrand,227253.0,498435.0,347142.5,15230.4,20412.0,27312.3,12081.9,11181.9,14084.0,16307.1,18345.3,22744.7,25544.0,29473.0,36575.0,3.3,4.1,0.3,64.9,5.6,28.0,13.3,4.5,1.9,1.3,1.3,-16.3
8311,Issoire,21627.0,47228.0,32963.5,14549.5,19008.5,24430.6,9881.0,10990.7,13558.0,15464.0,17200.0,20927.1,23099.5,26089.3,31522.0,2.9,3.5,0.2,57.9,6.3,32.1,12.7,4.9,2.1,1.4,1.3,-13.9
8312,Thiers,20740.0,46714.0,32285.7,13834.0,18111.7,23600.7,9766.7,10258.8,12862.6,14768.9,16482.0,19900.0,22205.0,25354.3,31087.0,3.0,3.7,0.3,58.9,5.3,31.6,12.2,5.3,2.3,1.7,1.4,-13.3
9101,Carcassonne,53146.0,119839.5,82578.3,12708.0,17408.6,23402.7,10694.7,9066.9,11660.5,13681.2,15519.0,19463.9,21900.0,25126.1,31050.0,3.4,4.2,0.3,57.2,6.7,33.0,10.0,7.5,2.6,2.7,2.2,-14.4
9102,Limoux,19528.0,41796.0,29555.7,12217.0,16617.3,21964.0,9747.0,8713.5,11182.1,13168.8,14908.8,18439.3,20675.3,23561.0,28762.7,3.3,4.1,0.3,47.4,7.4,40.1,11.1,6.8,2.2,2.7,2.0,-12.8
9103,Narbonne,71572.0,155320.0,108706.9,12597.6,17123.3,22956.4,10358.8,9057.5,11611.9,13528.0,15301.0,19098.8,21465.3,24794.0,30738.7,3.4,4.2,0.3,52.1,7.1,37.3,10.5,7.0,2.3,2.6,2.1,-14.0
9104,Alès,64598.0,141966.0,98960.1,12265.8,16840.0,22590.7,10324.9,8792.0,11281.0,13238.7,15049.3,18753.5,21142.3,24360.7,30069.0,3.4,4.2,0.3,52.1,5.8,36.9,11.0,7.7,2.5,2.9,2.4,-13.5
9105,Bagnols-sur-Cèze,28247.0,66523.0,45203.8,13523.9,18586.0,24908.0,11384.1,9643.9,12380.5,14570.4,16594.3,20788.7,23393.3,26837.3,32774.7,3.4,4.0,0.3,64.5,5.6,29.5,9.4,5.8,2.4,1.7,1.7,-14.8
9106,Nîmes,149273.0,351663.5,238110.8,12925.0,18106.7,24622.9,11697.9,9068.1,11792.7,14006.4,16057.2,20324.0,22988.7,26627.3,33156.7,3.7,4.5,0.3,61.7,6.4,29.2,11.2,7.0,2.6,2.3,2.2,-15.5
9107,Agde - Pézenas,38894.0,85204.0,59526.3,12522.0,17128.5,23174.0,10652.0,8961.0,11518.8,13517.1,15329.6,19155.7,21570.0,24948.7,31291.4,3.5,4.4,0.3,50.3,7.1,37.9,13.1,6.4,2.2,2.2,2.0,-14.8
9108,Béziers,100381.0,224200.0,155099.4,12242.0,16940.9,22872.9,10630.9,8593.3,11158.8,13211.4,15112.4,18963.3,21353.1,24760.5,30762.0,3.6,4.6,0.3,52.6,7.9,35.2,11.4,7.3,2.5,2.5,2.2,-14.4
9109,Clermont-l'Hérault - Lodève,23157.0,54739.5,36958.4,12845.0,17352.0,23031.7,10186.7,9272.5,11857.3,13730.7,15499.0,19272.1,21617.0,24749.1,30466.5,3.3,4.0,0.3,58.2,6.7,30.8,10.5,7.3,3.0,2.3,2.0,-13.5
9110,Ganges,20586.0,44880.5,31356.7,12347.3,16858.0,22573.0,10225.7,8695.0,11323.5,13338.0,15126.7,18772.7,21119.6,24344.0,29911.3,3.4,4.2,0.3,51.8,7.0,36.3,11.2,6.8,2.4,2.4,2.0,-13.1
9111,Montpellier,271605.0,615792.5,423090.9,13867.0,19566.7,27212.4,13345.4,9660.0,12619.6,15043.0,17278.3,22129.3,25266.0,29529.1,37183.0,3.8,4.8,0.3,66.0,7.1,26.7,12.0,5.8,2.2,1.8,1.8,-17.6
9112,Sète,46247.0,101125.5,70582.9,12992.0,17690.4,23758.8,10766.8,9311.7,11997.3,13971.0,15832.0,19744.0,22264.0,25705.3,32091.0,3.4,4.3,0.3,56.0,7.0,35.2,10.7,6.7,2.2,2.4,2.1,-15.6
9113,Lozère,32608.0,71452.0,49819.2,13887.2,18336.5,23810.0,9922.8,10203.8,12847.6,14829.3,16584.0,20231.1,22420.0,25546.7,31205.3,3.1,3.8,0.3,55.9,8.9,31.7,12.3,5.0,2.2,1.4,1.3,-13.8
9114,Céret,34500.0,71798.5,51341.9,13438.0,18100.5,24315.0,10877.0,9621.3,12348.0,14341.8,16216.7,20157.3,22688.0,26332.5,32911.3,3.4,4.2,0.3,43.9,6.9,45.7,13.4,5.2,1.7,1.9,1.6,-15.1
9115,Perpignan,152553.0,336609.5,233882.6,12675.3,17447.2,23653.0,10977.7,9117.0,11640.0,13669.3,15563.3,19550.7,22068.7,25541.1,31893.1,3.5,4.4,0.3,54.7,7.4,34.2,11.4,7.5,2.4,2.8,2.3,-15.2
9116,Prades,19354.0,41465.5,29154.3,12687.6,17108.0,22745.0,10057.4,9088.0,11718.0,13656.3,15347.7,19092.2,21362.8,24498.9,30193.0,3.3,4.1,0.3,53.3,7.2,36.0,11.0,6.3,2.2,2.2,1.9,-13.8
9301,Digne-les-Bains,32184.0,69273.5,48688.5,13731.4,18502.0,24566.7,10835.2,9993.0,12669.0,14714.0,16633.5,20539.4,23071.5,26411.0,32264.7,3.2,3.9,0.3,56.5,6.1,34.8,11.6,5.3,2.1,1.7,1.6,-14.3
9302,Manosque,35577.0,79212.0,54919.0,13931.1,18934.8,25558.3,11627.2,10142.0,12832.0,14944.8,16861.0,21141.0,23829.5,27695.4,34445.3,3.4,4.2,0.3,56.3,6.9,34.0,12.6,5.1,2.1,1.5,1.5,-14.9
9303,Briançon,15806.0,34346.0,23986.8,14533.3,18952.3,24848.3,10315.0,10996.7,13562.2,15467.0,17139.3,20828.0,23265.0,26750.5,33121.0,3.0,3.8,0.3,58.9,9.7,29.1,13.9,4.2,2.1,1.0,1.1,-15.8
9304,Gap,46992.0,103244.5,71913.6,14199.6,18794.8,24818.6,10619.0,10581.3,13191.5,15153.5,16966.5,20798.0,23303.0,26755.7,32856.0,3.1,3.9,0.3,57.2,7.8,32.4,12.7,4.8,2.1,1.3,1.4,-14.9
9305,Cannes - Antibes,191576.0,417972.0,292257.8,14684.0,20466.1,28841.5,14157.5,10440.0,13466.7,15848.0,18126.0,23202.0,26658.0,31531.3,40110.7,3.8,5.0,0.3,61.9,6.8,29.9,16.8,3.9,1.6,1.2,1.1,-19.3
