Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution des revenus disponibles par unité de consommation et composition du revenu disponible - Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 26/07/2019       Géographie au 01/01/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nbre de ménages fiscaux,Nbre de personnes dans les ménages fiscaux,Nbre d'unités de consommation dans les ménages fiscaux,1er quartile (€),Médiane (€),3e quartile (€),Écart interquartile (€),1er décile (€),2e décile (€),3e décile (€),4e décile (€),6e décile (€),7e décile (€),8e décile (€),9e décile (€),Rapport interdécile 9e décile/1er decile,S80/20,Indice de Gini,Part des revenus d’activité (%),dont part des salaires et traitements(%),dont part des indemnités chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%)
CODGEO,LIBGEO,NBMEN16,NBPERS16,NBUC16,Q116,Q216,Q316,Q3_Q1,D116,D216,D316,D416,D616,D716,D816,D916,RD,S80S2016,GI16,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16
5407,Royan,46511,94370,68390.6,15376,20556,27364,11988,11576,14313,16443,18518,22806,25541,29520,36201,3.1,3.932,0.272,49.4,38.6,3.0,7.7,49.2,13.6,4.0,1.3,1.7,1.1,-16.2
5408,Rochefort,50206,106968,75611.4,15047,19825,25563,10517,11204,13949,16055,17908,21774,24142,27384,33261,3.0,3.574,0.249,59.1,48.7,3.4,7.0,40.0,10.0,5.5,1.9,2.1,1.5,-14.6
5409,La Rochelle,110053,240080,167947.8,16110,21335,28114,12004,11983,14888,17219,19288,23571,26339,30328,37362,3.1,3.864,0.267,65.2,55.6,3.4,6.2,35.5,11.4,4.8,1.7,1.7,1.3,-16.9
5410,Niort,96945,219119,151030.8,15789,20667,26599,10810,11944,14683,16840,18799,22695,25097,28531,34591,2.9,3.491,0.245,71.4,63.5,2.6,5.3,30.8,8.2,5.3,2.1,1.8,1.3,-15.7
5411,Parthenay,14068,31204,21721.9,14823,18931,23861,9038,11384,13839,15658,17285,20571,22619,25366,30257,2.7,3.240,0.232,64.0,54.3,3.1,6.7,34.1,9.2,6.2,2.3,2.2,1.6,-13.5
5412,Bressuire,30292,72966,49026.1,15164,19080,23557,8393,11657,14244,16002,17582,20616,22441,24924,29601,2.5,3.129,0.225,68.9,58.9,3.0,7.0,29.1,9.1,6.0,2.9,1.8,1.3,-13.1
5413,Poitiers,140653,310917,215647.8,15271,20289,26262,10990,11213,14131,16361,18371,22324,24745,28173,34341,3.1,3.711,0.255,70.2,62.0,2.9,5.2,30.9,8.9,5.7,2.2,1.9,1.6,-15.7
7201,Bergerac,49027,105814,74499.4,14127,19068,25083,10956,10369,13017,15139,17115,21163,23560,26862,32824,3.2,3.896,0.265,57.3,47.2,3.4,6.7,40.1,10.8,6.0,2.0,2.4,1.6,-14.2
7202,Périgueux,107467,227404,161438.4,14533,19426,25056,10523,10670,13471,15558,17516,21381,23658,26755,32463,3.0,3.711,0.255,60.7,51.9,3.0,5.8,38.9,9.2,5.3,1.8,2.1,1.4,-14.1
7203,Sarlat-la-Canéda,24066,50498,36081.7,14301,19186,25064,10763,10423,13212,15296,17245,21177,23506,26915,33171,3.2,3.895,0.264,55.7,45.2,3.5,7.0,41.8,12.2,4.8,1.6,2.0,1.2,-14.5
7204,Bordeaux,559235,1265011,870294.3,15970,21620,28656,12686,11607,14688,17166,19430,24001,26857,30869,37968,3.3,4.054,0.274,76.5,67.1,3.5,6.0,26.7,9.3,5.1,1.8,1.9,1.4,-17.6
7205,Libourne,50259,112182,77718.4,14234,18978,24693,10459,10468,13150,15170,17140,20953,23250,26411,32264,3.1,3.821,0.262,64.9,54.4,3.5,7.0,33.1,9.8,6.7,2.3,2.7,1.7,-14.5
7206,Pauillac,23357,51294,35818.0,14677,19415,24917,10241,10712,13629,15729,17582,21365,23600,26576,32401,3.0,3.721,0.256,60.8,50.1,3.7,7.0,38.3,9.8,5.6,2.0,2.3,1.4,-14.5
7207,La Teste-de-Buch,71586,156899,109885.0,16292,21343,27926,11634,12251,15107,17366,19391,23540,26215,30065,36874,3.0,3.722,0.259,62.7,53.1,3.4,6.2,39.2,11.2,4.0,1.6,1.4,1.0,-17.1
7208,Dax,81577,178723,125071.7,15543,20451,26401,10858,11674,14427,16600,18590,22459,24886,28251,34583,3.0,3.649,0.255,62.8,53.0,3.5,6.3,37.1,11.0,4.7,1.7,1.7,1.2,-15.6
7209,Agen,65997,146316,101594.4,14647,19791,25884,11237,10803,13537,15713,17794,21884,24333,27769,33944,3.1,3.833,0.263,67.5,57.9,3.4,6.1,31.9,9.8,6.0,2.2,2.2,1.6,-15.2
7210,Marmande,38874,85198,59653.9,14024,18666,24244,10220,10485,13000,14969,16812,20595,22878,25885,31434,3.0,3.692,0.257,60.4,50.2,3.3,6.9,36.9,10.5,6.2,2.1,2.4,1.6,-14.0
7211,Villeneuve-sur-Lot,42679,93605,65517.6,13644,18319,23921,10277,10072,12641,14571,16433,20270,22496,25601,31231,3.1,3.826,0.263,57.0,46.1,3.8,7.1,39.5,11.1,6.5,2.2,2.5,1.7,-14.1
7212,Bayonne,153890,331074,232880.0,15983,21082,27644,11661,11961,14839,17068,19098,23272,25918,29842,37213,3.1,3.938,0.272,66.4,56.4,3.2,6.7,33.5,12.6,4.6,1.6,1.8,1.2,-17.1
7213,Oloron-Sainte-Marie,18460,40453,28386.2,15336,19998,25490,10153,11461,14248,16335,18154,21901,24127,27168,32204,2.8,3.369,0.236,63.4,53.9,2.8,6.7,37.1,8.6,5.0,1.8,2.0,1.2,-14.1
7214,Pau,148022,330081,229189.5,15754,21053,27731,11977,11766,14604,16847,18970,23323,26037,29816,36686,3.1,3.844,0.265,68.2,60.1,3.0,5.0,32.6,10.2,5.2,1.8,2.0,1.4,-16.2
7301,Foix - Pamiers,50347,109385,76682.6,14249,19128,24873,10624,10422,13110,15225,17191,21130,23445,26527,32063,3.1,3.710,0.254,61.9,52.9,3.3,5.6,36.2,9.2,6.7,2.0,2.8,1.8,-14.0
7302,Saint-Girons,15099,30215,21896.5,13427,18648,24412,10985,9424,12294,14516,16597,20732,23021,26253,31847,3.4,4.147,0.271,55.4,45.4,3.3,6.7,42.0,9.7,6.6,1.8,3.2,1.7,-13.7
7303,Millau,27250,58197,41069.6,14561,19111,24664,10103,10844,13537,15481,17291,21086,23337,26357,32119,3.0,3.605,0.251,61.7,50.0,3.0,8.7,35.5,11.0,5.7,2.0,2.2,1.5,-13.9
7304,Rodez,77227,168366,117936.0,15427,20256,26009,10582,11622,14318,16431,18379,22282,24647,27799,33693,2.9,3.574,0.250,64.9,53.5,2.2,9.1,33.4,12.0,4.6,1.9,1.6,1.1,-14.9
7305,Villefranche-de-Rouergue,16126,34785,24543.0,14412,19149,24856,10444,10812,13397,15300,17244,21137,23439,26625,32342,3.0,3.687,0.257,57.9,46.2,2.4,9.2,39.1,11.6,5.3,1.9,2.1,1.3,-13.9
7306,Saint-Gaudens,27022,56110,40101.4,14330,19282,25123,10793,10371,13188,15365,17341,21390,23709,26874,32416,3.1,3.768,0.256,57.8,48.8,3.0,5.9,40.9,9.5,6.0,1.8,2.7,1.5,-14.2
7307,Auch,51334,110804,78155.6,14510,19566,25528,11017,10663,13419,15561,17559,21624,24044,27394,33688,3.2,3.888,0.265,60.9,50.5,2.8,7.7,36.7,11.7,5.4,1.8,2.2,1.4,-14.7
7308,Cahors,41390,87143,62036.1,14719,19917,26057,11338,10788,13615,15774,17847,21990,24522,28085,34184,3.2,3.884,0.264,57.3,47.0,3.0,7.3,41.3,11.1,5.2,1.7,2.2,1.3,-14.9
7309,Figeac,17802,37641,26724.8,15145,20219,25969,10824,11298,14093,16211,18177,22251,24564,27774,33408,3.0,3.575,0.248,60.9,51.8,2.4,6.7,38.3,10.4,4.7,1.7,1.9,1.2,-14.3
7310,Tarbes - Lourdes,103966,221517,156698.0,14764,19678,25258,10494,11010,13688,15785,17760,21588,23869,26979,32461,2.9,3.567,0.248,63.2,53.4,3.5,6.4,37.0,8.6,5.8,1.8,2.4,1.5,-14.6
7311,Albi,76747,168260,117528.6,14581,19653,25765,11184,10730,13454,15642,17657,21778,24238,27602,33703,3.1,3.832,0.263,62.1,52.3,3.0,6.7,36.4,10.1,6.1,2.1,2.4,1.6,-14.7
7312,Castres - Mazamet,58356,130277,90519.8,14417,19201,24859,10442,10717,13375,15420,17321,21186,23467,26608,32485,3.0,3.702,0.257,62.6,53.3,3.2,6.0,35.6,9.8,6.2,2.2,2.4,1.6,-14.2
7313,Montauban,95727,222805,151886.7,14064,19025,24905,10841,10297,12957,15056,17032,21080,23475,26665,32263,3.1,3.854,0.263,66.0,56.4,3.5,6.1,31.9,9.5,6.9,2.5,2.6,1.8,-14.3
7401,Tulle,31625,65356,46821.9,15350,20224,25925,10575,11551,14267,16377,18307,22210,24476,27720,33272,2.9,3.421,0.240,59.8,51.2,2.6,6.0,40.9,8.9,4.5,1.6,1.7,1.1,-14.1
7402,Ussel,13730,28228,20237.5,15011,19415,24643,9632,11431,14104,15917,17716,21261,23361,26262,31862,2.8,3.434,0.242,62.2,52.9,2.5,6.8,37.2,9.2,5.1,1.9,1.9,1.3,-13.7
7403,Guéret,55441,112039,80993.2,13883,18587,24068,10185,10199,12842,14815,16729,20565,22741,25674,31083,3.0,3.671,0.253,57.6,47.1,2.5,7.9,41.0,9.0,5.8,1.8,2.6,1.4,-13.4
7404,Limoges,166224,350800,248197.4,14966,20136,26090,11124,10797,13768,16072,18135,22215,24612,27945,33996,3.1,3.813,0.259,65.6,57.7,2.5,5.3,35.7,8.4,5.9,1.9,2.4,1.6,-15.6
8201,Ambérieu-en-Bugey,41616,100400,67225.0,16579,21724,27792,11213,12541,15390,17723,19743,23819,26271,29742,35633,2.8,3.391,0.238,76.5,69.3,3.0,4.2,26.0,8.2,4.6,2.4,1.2,1.0,-15.3
8202,Bourg-en-Bresse,57295,132021,90096.5,16039,21134,27015,10976,11966,14832,17153,19208,23131,25483,28827,35045,2.9,3.583,0.250,70.5,63.2,2.7,4.7,30.6,9.5,5.1,2.4,1.5,1.3,-15.7
8203,Oyonnax,26433,63921,42853.7,14447,19598,25675,11228,10778,13332,15516,17581,21719,24133,27532,33652,3.1,3.920,0.269,72.0,64.6,3.8,3.6,27.8,9.2,6.0,2.7,1.7,1.6,-15.0
8204,Annonay,22951,52930,36200.9,15585,20149,25320,9735,11756,14461,16569,18436,21898,24039,26917,32395,2.8,3.389,0.240,66.8,58.8,3.3,4.7,32.3,9.8,5.5,2.4,1.6,1.4,-14.4
8205,Aubenas,43644,93055,65761.6,14104,18969,24793,10689,10259,13024,15056,16975,21016,23366,26516,32269,3.1,3.848,0.262,56.8,46.2,4.0,6.6,38.9,12.5,5.9,2.0,2.3,1.6,-14.1
8206,Montélimar,80624,183931,126269.7,14552,19981,26597,12045,10601,13439,15639,17819,22254,24974,28658,35153,3.3,4.023,0.271,66.0,56.4,3.5,6.1,32.5,11.6,5.6,2.3,1.9,1.5,-15.7
8207,Romans-sur-Isère,37512,87629,59544.5,14902,20075,25936,11034,11078,13800,15979,18037,22109,24437,27859,34299,3.1,3.832,0.265,68.8,60.0,3.4,5.4,29.5,11.1,6.0,2.5,1.9,1.6,-15.4
8208,Valence,151504,345786,237305.8,15180,20322,26436,11257,11286,14054,16263,18324,22414,24898,28401,34753,3.1,3.771,0.260,68.1,59.0,3.4,5.7,30.9,10.8,5.6,2.3,1.8,1.5,-15.4
8209,Bourgoin-Jallieu,89308,226810,149149.3,16030,21227,27313,11283,11954,14823,17125,19226,23367,25768,29146,35040,2.9,3.492,0.244,77.2,70.0,3.4,3.8,24.2,8.1,5.5,2.8,1.4,1.3,-15.0
8210,Grenoble,342038,789505,538740.0,16358,22140,29317,12959,11928,15037,17589,19892,24544,27470,31480,38461,3.2,3.926,0.267,74.4,66.8,3.0,4.7,27.5,10.5,4.7,2.0,1.5,1.2,-17.1
8211,Vienne - Roussillon,92612,224743,150597.4,15785,21049,27152,11367,11605,14567,16928,19033,23180,25666,28979,34836,3.0,3.616,0.250,72.2,64.3,3.1,4.9,28.2,9.6,5.2,2.5,1.5,1.2,-15.2
8212,Roanne,61733,136363,94743.9,15118,19718,25032,9914,11317,14061,16114,17928,21562,23688,26678,32405,2.9,3.539,0.249,63.5,55.7,3.0,4.8,34.8,10.5,5.7,2.3,1.9,1.5,-14.5
8213,Villefranche-sur-Saône,103465,257645,170805.3,16927,22387,29120,12193,12564,15627,18093,20269,24649,27397,31279,38089,3.0,3.693,0.257,76.1,68.0,2.9,5.2,25.5,10.5,4.5,2.3,1.2,1.0,-16.6
8214,Lyon,751878,1755114,1188239.8,15694,22029,30045,14351,11236,14338,17018,19537,24696,28003,32548,40751,3.6,4.523,0.296,77.9,70.0,3.2,4.7,24.6,10.7,5.3,2.2,1.6,1.4,-18.5
8215,La Tarentaise,48093,107558,74436.3,16515,21612,27640,11125,12342,15286,17636,19649,23671,26114,29555,35994,2.9,3.666,0.255,73.7,61.1,3.9,8.7,26.1,12.9,3.9,1.8,1.1,0.9,-16.6
8216,Chambéry,126336,287258,197329.2,16624,22152,28993,12369,12245,15315,17839,20020,24465,27223,31216,38428,3.1,3.875,0.266,71.4,62.8,2.9,5.6,29.5,11.4,4.4,1.9,1.3,1.1,-16.7
8217,La Maurienne,17486,38202,26725.1,16877,21704,27397,10520,13006,15768,17909,19845,23684,25954,29234,34758,2.7,3.219,0.230,69.0,57.8,3.4,7.8,32.0,10.8,3.5,1.7,0.9,0.8,-15.3
8218,Annecy,127439,296385,201844.8,18335,24562,33644,15309,13451,16889,19619,22061,27415,31152,36843,48316,3.6,4.560,0.303,79.5,71.5,2.8,5.2,23.3,11.9,2.8,1.4,0.7,0.7,-17.5
8219,Le Genevois Français,161275,384677,257740.8,18647,29438,47044,28397,11959,16622,20633,24665,35341,42586,52435,68900,5.8,7.300,0.374,88.1,82.0,3.1,3.1,17.2,7.8,2.0,0.9,0.6,0.5,-15.1
8220,La Vallée de l'Arve,24714,60666,40456.8,16725,22400,29697,12972,12225,15377,17911,20182,24861,27860,32176,40756,3.3,4.128,0.279,79.5,71.7,3.7,4.1,22.1,10.9,3.9,2.0,1.0,0.9,-16.4
8221,Le Mont Blanc,28425,62821,43722.3,17234,22611,29775,12540,12767,16002,18341,20451,24945,27888,32198,40536,3.2,4.162,0.283,74.4,62.9,2.9,8.6,25.3,16.4,2.8,1.4,0.8,0.6,-18.9
8222,Le Chablais,42423,97123,66417.3,18163,25291,36247,18085,12934,16548,19615,22389,28750,33408,39722,50731,3.9,4.802,0.307,82.6,73.9,3.3,5.4,22.1,10.9,2.6,1.2,0.7,0.6,-18.2
8301,Montluçon,50979,105386,75254.4,14494,19407,24915,10421,10663,13378,15494,17479,21361,23579,26534,32159,3.0,3.638,0.252,59.8,51.3,2.8,5.6,38.4,9.9,6.5,1.9,2.9,1.7,-14.6
8302,Moulins,44778,95587,67425.4,14849,19549,25001,10152,10982,13795,15821,17740,21433,23639,26697,32294,2.9,3.554,0.247,61.9,52.8,2.6,6.4,35.9,10.5,6.2,2.1,2.5,1.6,-14.5
8303,Vichy,62091,128869,91908.9,14606,19468,25291,10685,10851,13581,15594,17541,21455,23828,27037,33016,3.0,3.753,0.260,59.9,51.4,2.9,5.5,38.0,10.9,6.1,1.9,2.6,1.6,-14.9
8304,Aurillac,37647,79618,56471.4,15469,20136,25693,10224,11852,14451,16451,18335,22044,24304,27450,33471,2.8,3.463,0.246,64.5,54.4,2.3,7.9,34.3,11.5,4.8,1.7,1.9,1.3,-15.1
8305,Mauriac,13418,27003,19597.6,14313,18613,23777,9464,10944,13324,15174,16944,20438,22567,25282,30465,2.8,3.409,0.242,57.0,43.8,2.2,11.0,39.9,11.4,4.8,1.6,2.1,1.1,-13.1
8306,Saint-Flour,15527,32912,23351.3,14587,19005,24236,9649,11222,13646,15465,17181,20778,22929,25828,31027,2.8,3.411,0.243,61.6,47.9,2.3,11.4,34.5,12.5,4.9,1.9,1.9,1.2,-13.5
8307,Brioude,20264,42757,30343.4,14424,18884,23976,9552,10893,13435,15375,17105,20678,22736,25413,30423,2.8,3.394,0.239,59.8,49.5,2.9,7.4,36.9,10.3,6.0,2.1,2.5,1.4,-13.0
8308,Le Puy-en-Velay,40991,89454,62560.1,15173,19805,25362,10189,11541,14153,16178,17985,21742,23993,27088,32829,2.8,3.472,0.245,64.2,54.2,2.7,7.3,33.7,10.9,5.9,2.2,2.3,1.5,-14.7
8309,Ambert,9538,19709,14138.0,14567,19292,24971,10404,10727,13542,15549,17439,21213,23574,26633,32554,3.0,3.662,0.253,59.6,51.3,3.0,5.3,38.4,11.0,4.9,1.7,2.0,1.2,-13.9
8310,Clermont-Ferrand,232892,505987,353662.0,15889,21407,28071,12182,11599,14637,17072,19279,23673,26368,30165,36866,3.2,3.895,0.265,71.5,63.6,2.7,5.3,30.3,9.9,4.9,1.8,1.7,1.3,-16.6
8311,Issoire,21858,47105,33070.5,15157,19935,25287,10130,11534,14160,16151,18076,21813,23998,26990,32301,2.8,3.380,0.239,65.0,56.3,3.1,5.6,34.3,9.8,5.1,2.0,1.8,1.3,-14.2
8312,Thiers,20774,45950,32008.8,14499,19078,24568,10069,10711,13415,15430,17249,20967,23183,26203,31268,2.9,3.518,0.246,64.6,56.4,3.5,4.7,34.5,8.6,5.8,2.1,2.3,1.4,-13.5
9101,Carcassonne,54383,120673,83707.9,13259,18397,24433,11174,9611,12168,14295,16359,20559,22994,26197,32093,3.3,4.074,0.273,62.8,52.8,3.6,6.4,34.7,9.1,8.1,2.4,3.4,2.3,-14.7
9102,Limoux,19737,41149,29397.0,12880,17798,23472,10592,9191,11835,13954,15899,19737,22037,25049,30516,3.3,4.055,0.269,53.3,42.5,3.3,7.5,42.1,10.3,7.5,2.0,3.5,2.0,-13.2
9103,Narbonne,75096,159546,112631.7,13330,18325,24311,10981,9677,12239,14366,16308,20419,22864,26176,31966,3.3,4.044,0.271,58.0,47.1,3.9,7.0,39.0,9.8,7.6,2.1,3.3,2.1,-14.4
9104,Alès,65649,141711,99585.5,12889,17838,23791,10902,9324,11862,13924,15885,19982,22355,25507,31078,3.3,4.050,0.273,56.8,47.0,3.9,5.9,38.9,9.9,8.4,2.3,3.7,2.4,-14.0
9105,Bagnols-sur-Cèze,28811,66342,45457.0,14391,19906,26211,11821,10285,13111,15527,17733,22112,24676,28067,33995,3.3,3.903,0.262,68.3,59.5,3.4,5.5,31.9,8.8,6.3,2.3,2.3,1.7,-15.3
9106,Nîmes,154976,359940,245195.0,13598,19183,25725,12127,9784,12431,14737,16974,21498,24143,27737,34070,3.5,4.281,0.283,67.5,57.7,3.7,6.1,31.0,9.6,7.7,2.5,2.9,2.2,-15.8
9107,Agde - Pézenas,41429,88953,62700.5,13263,18274,24469,11205,9659,12246,14313,16283,20457,22965,26361,32274,3.3,4.147,0.278,55.9,44.5,4.5,6.9,40.2,12.0,7.1,2.1,3.0,2.0,-15.2
9108,Béziers,104044,228962,159333.9,12890,18034,24201,11311,9310,11857,13941,15939,20250,22713,25969,31893,3.4,4.295,0.284,59.5,47.9,3.8,7.8,36.8,10.3,8.0,2.5,3.3,2.3,-14.6
9109,Clermont-l'Hérault - Lodève,24419,56721,38611.4,13532,18437,24277,10745,9886,12434,14512,16428,20441,22858,25979,31637,3.2,3.861,0.263,64.8,53.9,4.2,6.7,32.3,9.3,7.7,2.8,2.9,2.0,-14.1
9110,Ganges,21129,45107,31821.9,13015,17942,23784,10769,9325,11986,14073,15956,19988,22362,25530,31213,3.3,4.039,0.268,57.5,46.9,4.0,6.6,38.8,9.8,7.3,2.2,3.1,2.0,-13.4
9111,Montpellier,288856,644512,445487.1,14513,20663,28229,13716,10232,13191,15791,18223,23248,26313,30565,38152,3.7,4.611,0.296,73.1,62.2,3.8,7.0,28.2,10.4,6.3,2.0,2.4,1.8,-18.0
9112,Sète,47762,102052,71929.2,13775,18997,25259,11484,9925,12670,14818,16887,21184,23757,27186,33588,3.4,4.122,0.276,60.9,50.5,3.9,6.5,37.9,10.4,6.9,2.0,2.9,2.0,-16.1
9113,La Lozère,32889,70760,49734.2,14934,19570,25044,10111,11130,13895,15936,17826,21476,23666,26757,32248,2.9,3.548,0.247,64.7,53.2,2.4,9.1,33.7,10.3,5.3,2.1,2.0,1.3,-14.0
9114,Céret,35320,71825,51899.4,14125,19356,25658,11533,10245,12989,15197,17309,21551,24121,27596,33835,3.3,4.064,0.273,49.5,39.6,3.5,6.4,47.7,12.4,5.7,1.6,2.5,1.6,-15.3
9115,Perpignan,157621,342087,239297.0,13276,18489,24818,11542,9685,12194,14325,16387,20714,23251,26727,32872,3.4,4.233,0.282,61.2,50.2,3.9,7.1,35.9,10.3,8.2,2.3,3.5,2.4,-15.6
9116,Prades,19372,40833,28957.6,13324,18204,24028,10704,9741,12259,14346,16278,20287,22619,25685,31162,3.2,3.896,0.262,59.2,48.3,3.7,7.2,38.0,10.2,6.9,2.1,2.9,1.9,-14.3
9301,Digne-les-Bains,32949,69239,49185.2,14364,19549,25574,11210,10432,13230,15447,17478,21664,24104,27399,32987,3.2,3.737,0.254,61.0,51.7,3.4,5.9,37.5,10.0,5.9,2.0,2.3,1.7,-14.4
9302,Manosque,37642,82776,57683.1,14592,19977,26697,12105,10684,13478,15674,17847,22264,24978,28897,35572,3.3,4.084,0.275,61.9,51.6,3.5,6.8,35.2,12.9,5.4,1.9,2.0,1.5,-15.4
9303,Briançon,15791,33658,23714.1,15073,19849,25681,10607,11336,14034,16058,17958,21819,24189,27507,33576,3.0,3.669,0.254,66.9,53.9,4.3,8.7,32.6,11.7,4.4,1.8,1.5,1.1,-15.6
9304,Gap,48281,103620,72899.9,14975,19988,26039,11064,11099,13899,15996,17991,22073,24504,27971,33935,3.1,3.708,0.256,63.5,52.6,3.5,7.5,35.3,11.2,5.1,2.0,1.8,1.4,-15.1
9305,Cannes - Antibes,195339,420409,295538.9,15405,21624,29845,14439,10962,14061,16689,19131,24331,27712,32521,40918,3.7,4.821,0.308,69.6,59.9,3.5,6.2,31.0,15.0,4.1,1.4,1.5,1.1,-19.7
9306,Menton - Vallée de la Roya,40782,86345,61080.4,15556,21538,29317,13762,11033,14244,16794,19191,24156,27392,31723,39592,3.6,4.651,0.299,76.3,68.3,3.2,4.8,28.6,11.2,3.0,0.9,1.3,0.8,-19.1
9307,Nice,294293,633153,444549.3,14704,20959,28875,14171,10231,13368,16002,18478,23611,26813,31338,39571,3.9,4.944,0.310,71.3,61.0,3.3,7.0,29.7,13.2,5.1,1.6,2.1,1.4,-19.3
9308,Aix-en-Provence,171786,398790,272764.5,16535,22941,31377,14841,11815,15118,17869,20403,25785,29313,33913,42370,3.6,4.451,0.291,74.7,65.6,3.3,5.8,27.9,12.7,3.9,1.6,1.4,1.0,-19.2
9309,Arles,36202,82445,56667.6,13785,19229,25689,11905,9966,12644,14872,17051,21517,24103,27682,34335,3.4,4.260,0.284,66.8,56.4,3.9,6.5,31.2,11.7,6.9,2.3,2.6,2.0,-16.6
9310,Marseille - Aubagne,560602,1294912,882439.7,13565,19981,27721,14156,9461,12271,14849,17426,22683,25780,30053,37568,4.0,4.935,0.308,72.7,62.7,3.6,6.4,28.3,10.1,7.2,2.3,2.9,2.1,-18.3
9311,Istres - Martigues,59105,137440,93659.4,15034,20685,27152,12117,11103,13846,16237,18464,22892,25557,29109,34986,3.2,3.679,0.253,72.5,64.8,3.7,4.0,29.3,7.3,6.4,2.3,2.3,1.8,-15.5
9312,Salon-de-Provence,52451,125118,84393.2,15385,21096,28137,12752,11313,14179,16561,18809,23487,26386,30250,36719,3.2,3.896,0.265,75.7,67.4,3.7,4.6,26.6,8.8,5.5,2.2,1.8,1.5,-16.6
9313,Draguignan,52566,119322,82252.6,14372,19891,26190,11818,10120,13124,15482,17712,22094,24625,28123,34225,3.4,4.163,0.274,61.8,51.8,3.4,6.6,37.4,11.0,5.8,2.1,2.2,1.5,-16.0
9314,Fréjus - Saint-Raphaël,86865,184847,130952.0,15010,20981,28716,13706,10640,13730,16244,18638,23536,26676,31243,39682,3.7,4.855,0.310,58.0,47.2,3.5,7.3,40.4,17.5,3.9,1.4,1.6,1.0,-19.8
9315,Toulon,285603,620503,435123.8,14910,20684,27602,12693,10648,13667,16112,18412,23068,25865,29723,36618,3.4,4.219,0.279,63.5,53.9,3.3,6.3,36.5,11.7,5.6,1.8,2.3,1.6,-17.3
9316,Cavaillon - Apt,34056,77349,53282.2,13520,18905,25549,12029,9795,12429,14636,16778,21204,23894,27738,35045,3.6,4.524,0.296,62.8,51.4,3.9,7.5,33.8,13.6,6.0,2.2,2.2,1.7,-16.2
9317,Orange,40221,95725,64648.8,13896,19124,25198,11302,10097,12796,14973,17076,21284,23765,27011,33008,3.3,3.978,0.269,67.3,57.5,3.8,6.0,30.9,9.9,6.7,2.6,2.3,1.8,-14.8
9401,Ajaccio,41554,88450,62716.5,15067,21077,28547,13480,10756,13819,16315,18706,23632,26674,30790,37995,3.5,4.427,0.290,70.5,60.8,2.6,7.1,32.4,10.5,4.8,1.3,2.3,1.2,-18.2
9402,Porto-Vecchio,11683,26708,18355.7,13122,18538,25429,12307,9497,12044,14246,16271,20902,23584,27640,34904,3.7,4.899,0.313,67.4,53.6,4.3,9.5,30.0,15.1,5.4,1.9,2.1,1.4,-17.9
9403,Sartène - Propriano,4288,9169,6472.2,13326,18893,25780,12454,9597,12132,14318,16649,21179,23929,27950,34055,3.5,4.600,0.293,64.3,51.9,3.5,8.8,33.8,10.7,6.2,1.7,2.9,1.6,-15.0
9404,Bastia,47091,100747,71083.5,13371,19063,26114,12743,9611,12235,14488,16753,21524,24374,28301,35253,3.7,4.709,0.302,69.4,57.8,2.9,8.7,31.1,9.8,6.5,1.6,3.1,1.8,-16.8
9405,Calvi - L'Île-Rousse,9348,19775,13997.9,12778,18091,25083,12305,8965,11696,13958,16018,20441,23222,27195,34363,3.8,5.092,0.315,64.1,48.0,4.0,12.1,34.0,12.8,5.5,1.6,2.4,1.5,-16.4
9406,Corte,4363,8899,6409.3,13231,18689,25629,12398,9671,12118,14328,16734,21229,24036,27369,33114,3.4,4.292,0.279,67.6,56.4,2.6,8.6,32.9,8.8,6.1,1.5,2.9,1.7,-15.4
9407,Ghisonaccia - Aléria,6014,13726,9434.7,12743,18000,24299,11556,9238,11687,13730,15859,20206,22726,26346,32355,3.5,4.548,0.295,64.9,52.1,3.3,9.5,33.6,9.3,6.9,2.1,3.1,1.8,-14.7
