Département - commune,Libellé de la commune,Région,Département,Code de la zone d'emploi 90,Libellé de la zone d'emploi 90
CODGEO,LIBGEO,REG,DEP,ZE1990,LIBZE1990
25002,Abbans-Dessus,43,25,4307,Besançon
25003,Abbenans,43,25,4305,Montbéliard
25004,Abbévillers,43,25,4305,Montbéliard
25005,Accolans,43,25,4305,Montbéliard
25006,Adam-lès-Passavant,43,25,4307,Besançon
25007,Adam-lès-Vercel,43,25,4307,Besançon
25008,Aibre,43,25,4305,Montbéliard
25009,Aïssey,43,25,4307,Besançon
25011,Allenjoie,43,25,4305,Montbéliard
25012,Les Alliés,43,25,4310,Pontarlier
25013,Allondans,43,25,4305,Montbéliard
25014,Amagney,43,25,4307,Besançon
25015,Amancey,43,25,4307,Besançon
25016,Amathay-Vésigneux,43,25,4307,Besançon
25017,Amondans,43,25,4307,Besançon
25018,Anteuil,43,25,4305,Montbéliard
25019,Appenans,43,25,4305,Montbéliard
25020,Arbouans,43,25,4305,Montbéliard
25021,Arc-et-Senans,43,25,4307,Besançon
25022,Arcey,43,25,4305,Montbéliard
25024,Arçon,43,25,4310,Pontarlier
25025,Arc-sous-Cicon,43,25,4310,Pontarlier
25026,Arc-sous-Montenot,43,25,4310,Pontarlier
25027,Arguel,43,25,4307,Besançon
25028,Athose,43,25,4307,Besançon
25029,Aubonne,43,25,4310,Pontarlier
25030,Audeux,43,25,4307,Besançon
25031,Audincourt,43,25,4305,Montbéliard
25032,Autechaux,43,25,4307,Besançon
25033,Autechaux-Roide,43,25,4305,Montbéliard
25034,Auxon-Dessous,43,25,4307,Besançon
25035,Auxon-Dessus,43,25,4307,Besançon
25036,Avanne-Aveney,43,25,4307,Besançon
25038,Avilley,43,25,4305,Montbéliard
25039,Avoudrey,43,25,4307,Besançon
25040,Badevel,43,25,4305,Montbéliard
25041,Bannans,43,25,4310,Pontarlier
25042,Le Barboux,43,25,4308,Morteau
25043,Bart,43,25,4305,Montbéliard
25044,Bartherans,43,25,4307,Besançon
25045,Battenans-les-Mines,43,25,4307,Besançon
25046,Battenans-Varin,43,25,4308,Morteau
25047,Baume-les-Dames,43,25,4307,Besançon
25048,Bavans,43,25,4305,Montbéliard
25049,Belfays,43,25,4308,Morteau
25050,Le Bélieu,43,25,4308,Morteau
25051,Belleherbe,43,25,4308,Morteau
25052,Belmont,43,25,4307,Besançon
25053,Belvoir,43,25,4305,Montbéliard
25054,Berche,43,25,4305,Montbéliard
25055,Berthelange,43,25,4307,Besançon
25056,Besançon,43,25,4307,Besançon
25057,Bethoncourt,43,25,4305,Montbéliard
25058,Beure,43,25,4307,Besançon
25059,Beutal,43,25,4305,Montbéliard
25060,Bians-les-Usiers,43,25,4310,Pontarlier
25061,Bief,43,25,4305,Montbéliard
25062,Le Bizot,43,25,4308,Morteau
25063,Blamont,43,25,4305,Montbéliard
25065,Blarians,43,25,4307,Besançon
25066,Blussangeaux,43,25,4305,Montbéliard
25067,Blussans,43,25,4305,Montbéliard
25070,Bolandoz,43,25,4307,Besançon
25071,Bondeval,43,25,4305,Montbéliard
25072,Bonnal,43,25,4305,Montbéliard
25073,Bonnay,43,25,4307,Besançon
25074,Bonnétage,43,25,4308,Morteau
25075,Bonnevaux,43,25,4310,Pontarlier
25076,Bonnevaux-le-Prieuré,43,25,4307,Besançon
25077,La Bosse,43,25,4308,Morteau
25078,Bouclans,43,25,4307,Besançon
25079,Boujailles,43,25,4310,Pontarlier
25082,Bourguignon,43,25,4305,Montbéliard
25083,Bournois,43,25,4305,Montbéliard
25084,Boussières,43,25,4307,Besançon
25085,Bouverans,43,25,4310,Pontarlier
25086,Braillans,43,25,4307,Besançon
25087,Branne,43,25,4305,Montbéliard
25088,Breconchaux,43,25,4307,Besançon
25089,Bremondans,43,25,4307,Besançon
25090,Brères,43,25,4307,Besançon
25091,Les Bréseux,43,25,4308,Morteau
25092,La Bretenière,43,25,4307,Besançon
25093,Bretigney,43,25,4305,Montbéliard
25094,Bretigney-Notre-Dame,43,25,4307,Besançon
25095,Bretonvillers,43,25,4308,Morteau
25096,Brey-et-Maison-du-Bois,43,25,4310,Pontarlier
25097,Brognard,43,25,4305,Montbéliard
25098,Buffard,43,25,4307,Besançon
25099,Bugny,43,25,4310,Pontarlier
25100,Bulle,43,25,4310,Pontarlier
25101,Burgille,43,25,4307,Besançon
25102,Burnevillers,43,25,4305,Montbéliard
25103,Busy,43,25,4307,Besançon
25104,By,43,25,4307,Besançon
25105,Byans-sur-Doubs,43,25,4307,Besançon
25106,Cademène,43,25,4307,Besançon
25107,Cendrey,43,25,4307,Besançon
25108,Cernay-l'Église,43,25,4308,Morteau
25109,Cessey,43,25,4307,Besançon
25110,Chaffois,43,25,4310,Pontarlier
25111,Chalèze,43,25,4307,Besançon
25112,Chalezeule,43,25,4307,Besançon
25113,Chamesey,43,25,4308,Morteau
25114,Chamesol,43,25,4305,Montbéliard
25115,Champagney,43,25,4307,Besançon
25116,Champlive,43,25,4307,Besançon
25117,Champoux,43,25,4307,Besançon
25119,Champvans-les-Moulins,43,25,4307,Besançon
25120,Chantrans,43,25,4307,Besançon
25121,Chapelle-des-Bois,43,25,4310,Pontarlier
25122,Chapelle-d'Huin,43,25,4310,Pontarlier
25123,Charbonnières-les-Sapins,43,25,4307,Besançon
25124,Charmauvillers,43,25,4308,Morteau
25125,Charmoille,43,25,4308,Morteau
25126,Charnay,43,25,4307,Besançon
25127,Charquemont,43,25,4308,Morteau
25128,Chasnans,43,25,4307,Besançon
25129,Chassagne-Saint-Denis,43,25,4307,Besançon
25130,Châteauvieux-les-Fossés,43,25,4307,Besançon
25131,Châtelblanc,43,25,4310,Pontarlier
25132,Châtillon-Guyotte,43,25,4307,Besançon
25133,Châtillon-le-Duc,43,25,4307,Besançon
25134,Châtillon-sur-Lison,43,25,4307,Besançon
25136,Chaucenne,43,25,4307,Besançon
25137,Chaudefontaine,43,25,4307,Besançon
25138,Les Terres-de-Chaux,43,25,4305,Montbéliard
25139,La Chaux,43,25,4310,Pontarlier
25140,Chaux-lès-Clerval,43,25,4305,Montbéliard
25141,Chaux-lès-Passavant,43,25,4307,Besançon
25142,Chaux-Neuve,43,25,4310,Pontarlier
25143,Chay,43,25,4307,Besançon
25145,Chazot,43,25,4305,Montbéliard
25147,Chemaudin,43,25,4307,Besançon
25148,La Chenalotte,43,25,4308,Morteau
25149,Chenecey-Buillon,43,25,4307,Besançon
25150,Chevigney-sur-l'Ognon,43,25,4307,Besançon
25151,Chevigney-lès-Vercel,43,25,4307,Besançon
25152,La Chevillotte,43,25,4307,Besançon
25153,Chevroz,43,25,4307,Besançon
25154,Chouzelot,43,25,4307,Besançon
25155,Cléron,43,25,4307,Besançon
25156,Clerval,43,25,4305,Montbéliard
25157,La Cluse-et-Mijoux,43,25,4310,Pontarlier
25159,Colombier-Fontaine,43,25,4305,Montbéliard
25160,Les Combes,43,25,4308,Morteau
25161,Consolation-Maisonnettes,43,25,4308,Morteau
25162,Corcelles-Ferrières,43,25,4307,Besançon
25163,Corcelle-Mieslot,43,25,4307,Besançon
25164,Corcondray,43,25,4307,Besançon
25166,Côtebrune,43,25,4307,Besançon
25170,Courcelles-lès-Montbéliard,43,25,4305,Montbéliard
25171,Courcelles,43,25,4307,Besançon
25172,Courchapon,43,25,4307,Besançon
25173,Cour-Saint-Maurice,43,25,4308,Morteau
25174,Courtefontaine,43,25,4305,Montbéliard
25175,Courtetain-et-Salans,43,25,4307,Besançon
25176,Courvières,43,25,4310,Pontarlier
25177,Crosey-le-Grand,43,25,4305,Montbéliard
25178,Crosey-le-Petit,43,25,4305,Montbéliard
25179,Le Crouzet,43,25,4310,Pontarlier
25180,Crouzet-Migette,43,25,4307,Besançon
25181,Cubrial,43,25,4305,Montbéliard
25182,Cubry,43,25,4305,Montbéliard
25183,Cusance,43,25,4307,Besançon
25184,Cuse-et-Adrisans,43,25,4305,Montbéliard
25185,Cussey-sur-Lison,43,25,4307,Besançon
25186,Cussey-sur-l'Ognon,43,25,4307,Besançon
25187,Dambelin,43,25,4305,Montbéliard
25188,Dambenois,43,25,4305,Montbéliard
25189,Dammartin-les-Templiers,43,25,4307,Besançon
25190,Dampierre-les-Bois,43,25,4305,Montbéliard
25191,Dampierre-sur-le-Doubs,43,25,4305,Montbéliard
25192,Dampjoux,43,25,4305,Montbéliard
25193,Damprichard,43,25,4308,Morteau
25194,Dannemarie,43,25,4305,Montbéliard
25195,Dannemarie-sur-Crète,43,25,4307,Besançon
25196,Dasle,43,25,4305,Montbéliard
25197,Deluz,43,25,4307,Besançon
25198,Désandans,43,25,4305,Montbéliard
25199,Déservillers,43,25,4307,Besançon
25200,Devecey,43,25,4307,Besançon
25201,Dommartin,43,25,4310,Pontarlier
25202,Dompierre-les-Tilleuls,43,25,4310,Pontarlier
25203,Domprel,43,25,4308,Morteau
25204,Doubs,43,25,4310,Pontarlier
25207,Dung,43,25,4305,Montbéliard
25208,Durnes,43,25,4307,Besançon
25209,Échay,43,25,4307,Besançon
25210,Échenans,43,25,4305,Montbéliard
25211,Échevannes,43,25,4307,Besançon
25212,École-Valentin,43,25,4307,Besançon
25213,Les Écorces,43,25,4308,Morteau
25214,Écot,43,25,4305,Montbéliard
25215,L'Écouvotte,43,25,4307,Besançon
25216,Écurcey,43,25,4305,Montbéliard
25217,Émagny,43,25,4307,Besançon
25218,Épenouse,43,25,4307,Besançon
25219,Épenoy,43,25,4307,Besançon
25220,Épeugney,43,25,4307,Besançon
25221,Esnans,43,25,4307,Besançon
25222,Étalans,43,25,4307,Besançon
25223,Éternoz,43,25,4307,Besançon
25224,Étouvans,43,25,4305,Montbéliard
25225,Étrabonne,43,25,4307,Besançon
25226,Étrappe,43,25,4305,Montbéliard
25227,Étray,43,25,4307,Besançon
25228,Étupes,43,25,4305,Montbéliard
25229,Évillers,43,25,4310,Pontarlier
25230,Exincourt,43,25,4305,Montbéliard
25231,Eysson,43,25,4307,Besançon
25232,Faimbe,43,25,4305,Montbéliard
25233,Fallerans,43,25,4307,Besançon
25234,Ferrières-le-Lac,43,25,4308,Morteau
25235,Ferrières-les-Bois,43,25,4307,Besançon
25236,Fertans,43,25,4307,Besançon
25237,Fesches-le-Châtel,43,25,4305,Montbéliard
25238,Fessevillers,43,25,4308,Morteau
25239,Feule,43,25,4305,Montbéliard
25240,Les Fins,43,25,4308,Morteau
25241,Flagey,43,25,4307,Besançon
25242,Flagey-Rigney,43,25,4307,Besançon
25243,Flangebouche,43,25,4308,Morteau
25244,Fleurey,43,25,4305,Montbéliard
25245,Fontain,43,25,4307,Besançon
25246,Fontaine-lès-Clerval,43,25,4305,Montbéliard
25247,Fontenelle-Montby,43,25,4305,Montbéliard
25248,Les Fontenelles,43,25,4308,Morteau
25249,Fontenotte,43,25,4307,Besançon
25250,Foucherans,43,25,4307,Besançon
25251,Fourbanne,43,25,4307,Besançon
25252,Fourcatier-et-Maison-Neuve,43,25,4310,Pontarlier
25253,Fourg,43,25,4307,Besançon
25254,Les Fourgs,43,25,4310,Pontarlier
25255,Fournet-Blancheroche,43,25,4308,Morteau
25256,Frambouhans,43,25,4308,Morteau
25257,Franey,43,25,4307,Besançon
25258,Franois,43,25,4307,Besançon
25259,Frasne,43,25,4310,Pontarlier
25261,Froidevaux,43,25,4305,Montbéliard
25262,Fuans,43,25,4308,Morteau
25263,Gellin,43,25,4310,Pontarlier
25264,Gémonval,43,25,4305,Montbéliard
25265,Geneuille,43,25,4307,Besançon
25266,Geney,43,25,4305,Montbéliard
25267,Gennes,43,25,4307,Besançon
25268,Germéfontaine,43,25,4308,Morteau
25269,Germondans,43,25,4307,Besançon
25270,Gevresin,43,25,4307,Besançon
25271,Gilley,43,25,4310,Pontarlier
25273,Glamondans,43,25,4307,Besançon
25274,Glay,43,25,4305,Montbéliard
25275,Glère,43,25,4305,Montbéliard
25276,Gondenans-Montby,43,25,4305,Montbéliard
25277,Gondenans-les-Moulins,43,25,4305,Montbéliard
25278,Gonsans,43,25,4307,Besançon
25279,Gouhelans,43,25,4305,Montbéliard
25280,Goumois,43,25,4308,Morteau
25281,Goux-lès-Dambelin,43,25,4305,Montbéliard
25282,Goux-les-Usiers,43,25,4310,Pontarlier
25283,Goux-sous-Landet,43,25,4307,Besançon
25284,Grand-Charmont,43,25,4305,Montbéliard
25285,Grand'Combe-Châteleu,43,25,4308,Morteau
25286,Grand'Combe-des-Bois,43,25,4308,Morteau
25287,Grandfontaine,43,25,4307,Besançon
25288,Fournets-Luisans,43,25,4308,Morteau
25289,Grandfontaine-sur-Creuse,43,25,4308,Morteau
25290,La Grange,43,25,4308,Morteau
25293,Granges-Narboz,43,25,4310,Pontarlier
25295,Les Grangettes,43,25,4310,Pontarlier
25296,Les Gras,43,25,4308,Morteau
25297,Le Gratteris,43,25,4307,Besançon
25298,Grosbois,43,25,4307,Besançon
25299,Guillon-les-Bains,43,25,4307,Besançon
25300,Guyans-Durnes,43,25,4307,Besançon
25301,Guyans-Vennes,43,25,4308,Morteau
25302,Hautepierre-le-Châtelet,43,25,4307,Besançon
25303,Hauterive-la-Fresse,43,25,4310,Pontarlier
25304,Hérimoncourt,43,25,4305,Montbéliard
25305,L'Hôpital-du-Grosbois,43,25,4307,Besançon
25306,L'Hôpital-Saint-Lieffroy,43,25,4305,Montbéliard
25307,Les Hôpitaux-Neufs,43,25,4310,Pontarlier
25308,Les Hôpitaux-Vieux,43,25,4310,Pontarlier
25309,Houtaud,43,25,4310,Pontarlier
25310,Huanne-Montmartin,43,25,4305,Montbéliard
25311,Hyémondans,43,25,4305,Montbéliard
25312,Hyèvre-Magny,43,25,4307,Besançon
25313,Hyèvre-Paroisse,43,25,4307,Besançon
25314,Indevillers,43,25,4305,Montbéliard
25315,L'Isle-sur-le-Doubs,43,25,4305,Montbéliard
25316,Issans,43,25,4305,Montbéliard
25317,Jallerange,43,25,4307,Besançon
25318,Jougne,43,25,4310,Pontarlier
25319,Labergement-du-Navois,43,25,4307,Besançon
25320,Labergement-Sainte-Marie,43,25,4310,Pontarlier
25321,Villers-le-Lac,43,25,4308,Morteau
25322,Laire,43,25,4305,Montbéliard
25323,Laissey,43,25,4307,Besançon
25324,Lanans,43,25,4307,Besançon
25325,Landresse,43,25,4308,Morteau
25326,Lantenne-Vertière,43,25,4307,Besançon
25327,Lanthenans,43,25,4305,Montbéliard
25328,Larnod,43,25,4307,Besançon
25329,Laval-le-Prieuré,43,25,4308,Morteau
25330,Lavans-Quingey,43,25,4307,Besançon
25331,Lavans-Vuillafans,43,25,4307,Besançon
25332,Lavernay,43,25,4307,Besançon
25333,Laviron,43,25,4308,Morteau
25334,Levier,43,25,4310,Pontarlier
25335,Liebvillers,43,25,4305,Montbéliard
25336,Liesle,43,25,4307,Besançon
25338,Lizine,43,25,4307,Besançon
25339,Lods,43,25,4307,Besançon
25340,Lombard,43,25,4307,Besançon
25341,Lomont-sur-Crête,43,25,4307,Besançon
25342,Longechaux,43,25,4307,Besançon
25343,Longemaison,43,25,4307,Besançon
25344,Longevelle-lès-Russey,43,25,4308,Morteau
25345,Longevelle-sur-Doubs,43,25,4305,Montbéliard
25346,Longeville,43,25,4307,Besançon
25347,La Longeville,43,25,4310,Pontarlier
25348,Longevilles-Mont-d'Or,43,25,4310,Pontarlier
25349,Loray,43,25,4308,Morteau
25350,Lougres,43,25,4305,Montbéliard
25351,Le Luhier,43,25,4308,Morteau
25354,Luxiol,43,25,4307,Besançon
25355,Magny-Châtelard,43,25,4307,Besançon
25356,Maîche,43,25,4308,Morteau
25357,Maisons-du-Bois-Lièvremont,43,25,4310,Pontarlier
25359,Malans,43,25,4307,Besançon
25360,Malbrans,43,25,4307,Besançon
25361,Malbuisson,43,25,4310,Pontarlier
25362,Malpas,43,25,4310,Pontarlier
25364,Mamirolle,43,25,4307,Besançon
25365,Mancenans,43,25,4305,Montbéliard
25366,Mancenans-Lizerne,43,25,4308,Morteau
25367,Mandeure,43,25,4305,Montbéliard
25368,Marchaux,43,25,4307,Besançon
25369,Marvelise,43,25,4305,Montbéliard
25370,Mathay,43,25,4305,Montbéliard
25371,Mazerolles-le-Salin,43,25,4307,Besançon
25372,Médière,43,25,4305,Montbéliard
25373,Le Mémont,43,25,4308,Morteau
25374,Mercey-le-Grand,43,25,4307,Besançon
25375,Mérey-sous-Montrond,43,25,4307,Besançon
25376,Mérey-Vieilley,43,25,4307,Besançon
25377,Mésandans,43,25,4305,Montbéliard
25378,Meslières,43,25,4305,Montbéliard
25379,Mesmay,43,25,4307,Besançon
25380,Métabief,43,25,4310,Pontarlier
25381,Miserey-Salines,43,25,4307,Besançon
25382,Moncey,43,25,4307,Besançon
25383,Moncley,43,25,4307,Besançon
25384,Mondon,43,25,4305,Montbéliard
25385,Montagney-Servigney,43,25,4305,Montbéliard
25386,Montancy,43,25,4305,Montbéliard
25387,Montandon,43,25,4305,Montbéliard
25388,Montbéliard,43,25,4305,Montbéliard
25389,Montbéliardot,43,25,4308,Morteau
25390,Montbenoît,43,25,4310,Pontarlier
25391,Mont-de-Laval,43,25,4308,Morteau
25392,Mont-de-Vougney,43,25,4308,Morteau
25393,Montécheroux,43,25,4305,Montbéliard
25394,Montenois,43,25,4305,Montbéliard
25395,Montfaucon,43,25,4307,Besançon
25397,Montferrand-le-Château,43,25,4307,Besançon
25398,Montflovin,43,25,4310,Pontarlier
25399,Montfort,43,25,4307,Besançon
25400,Montgesoye,43,25,4307,Besançon
25401,Montivernage,43,25,4307,Besançon
25402,Montjoie-le-Château,43,25,4305,Montbéliard
25403,Montlebon,43,25,4308,Morteau
25404,Montmahoux,43,25,4307,Besançon
25405,Montperreux,43,25,4310,Pontarlier
25406,Montrond-le-Château,43,25,4307,Besançon
25408,Montussaint,43,25,4305,Montbéliard
25410,Morre,43,25,4307,Besançon
25411,Morteau,43,25,4308,Morteau
25413,Mouthe,43,25,4310,Pontarlier
25414,Le Moutherot,43,25,4307,Besançon
25415,Mouthier-Haute-Pierre,43,25,4307,Besançon
25416,Myon,43,25,4307,Besançon
25417,Naisey-les-Granges,43,25,4307,Besançon
25418,Nancray,43,25,4307,Besançon
25419,Nans,43,25,4305,Montbéliard
25420,Nans-sous-Sainte-Anne,43,25,4307,Besançon
25421,Narbief,43,25,4308,Morteau
25422,Neuchâtel-Urtière,43,25,4305,Montbéliard
25424,Nods,43,25,4307,Besançon
25425,Noël-Cerneux,43,25,4308,Morteau
25426,Noirefontaine,43,25,4305,Montbéliard
25427,Noironte,43,25,4307,Besançon
25428,Nommay,43,25,4305,Montbéliard
25429,Novillars,43,25,4307,Besançon
25430,Ollans,43,25,4307,Besançon
25431,Onans,43,25,4305,Montbéliard
25432,Orchamps-Vennes,43,25,4308,Morteau
25433,Orgeans-Blanchefontaine,43,25,4308,Morteau
25434,Ornans,43,25,4307,Besançon
25435,Orsans,43,25,4307,Besançon
25436,Orve,43,25,4305,Montbéliard
25437,Osse,43,25,4307,Besançon
25438,Osselle,43,25,4307,Besançon
25439,Ougney-Douvot,43,25,4307,Besançon
25440,Ouhans,43,25,4310,Pontarlier
25441,Ouvans,43,25,4308,Morteau
25442,Oye-et-Pallet,43,25,4310,Pontarlier
25443,Palantine,43,25,4307,Besançon
25444,Palise,43,25,4307,Besançon
25445,Paroy,43,25,4307,Besançon
25446,Passavant,43,25,4307,Besançon
25447,Passonfontaine,43,25,4307,Besançon
25448,Pelousey,43,25,4307,Besançon
25449,Péseux,43,25,4305,Montbéliard
25450,Pessans,43,25,4307,Besançon
25451,Petite-Chaux,43,25,4310,Pontarlier
25452,Pierrefontaine-lès-Blamont,43,25,4305,Montbéliard
25453,Pierrefontaine-les-Varans,43,25,4308,Morteau
25454,Pirey,43,25,4307,Besançon
25455,Placey,43,25,4307,Besançon
25456,Plaimbois-du-Miroir,43,25,4308,Morteau
25457,Plaimbois-Vennes,43,25,4308,Morteau
25458,Les Plains-et-Grands-Essarts,43,25,4305,Montbéliard
25459,La Planée,43,25,4310,Pontarlier
25460,Pointvillers,43,25,4307,Besançon
25461,Pompierre-sur-Doubs,43,25,4305,Montbéliard
25462,Pontarlier,43,25,4310,Pontarlier
25463,Pont-de-Roide,43,25,4305,Montbéliard
25464,Les Pontets,43,25,4310,Pontarlier
25465,Pont-les-Moulins,43,25,4307,Besançon
25466,Pouilley-Français,43,25,4307,Besançon
25467,Pouilley-les-Vignes,43,25,4307,Besançon
25468,Pouligney-Lusans,43,25,4307,Besançon
25469,Présentevillers,43,25,4305,Montbéliard
25470,La Prétière,43,25,4305,Montbéliard
25471,Provenchère,43,25,4308,Morteau
25472,Puessans,43,25,4305,Montbéliard
25473,Pugey,43,25,4307,Besançon
25474,Le Puy,43,25,4307,Besançon
25475,Quingey,43,25,4307,Besançon
25476,Rahon,43,25,4305,Montbéliard
25477,Rancenay,43,25,4307,Besançon
25478,Randevillers,43,25,4305,Montbéliard
25479,Rang,43,25,4305,Montbéliard
25480,Rantechaux,43,25,4307,Besançon
25481,Raynans,43,25,4305,Montbéliard
25482,Recologne,43,25,4307,Besançon
25483,Reculfoz,43,25,4310,Pontarlier
25485,Rémondans-Vaivre,43,25,4305,Montbéliard
25486,Remoray-Boujeons,43,25,4310,Pontarlier
25487,Renédale,43,25,4310,Pontarlier
25488,Rennes-sur-Loue,43,25,4307,Besançon
25489,Reugney,43,25,4307,Besançon
25490,Rigney,43,25,4307,Besançon
25491,Rignosot,43,25,4307,Besançon
25492,Rillans,43,25,4305,Montbéliard
25493,La Rivière-Drugeon,43,25,4310,Pontarlier
25494,Rochejean,43,25,4310,Pontarlier
25495,Roche-lez-Beaupré,43,25,4307,Besançon
25496,Roche-lès-Clerval,43,25,4305,Montbéliard
25497,Roches-lès-Blamont,43,25,4305,Montbéliard
25498,Rognon,43,25,4305,Montbéliard
25499,Romain,43,25,4305,Montbéliard
25500,Ronchaux,43,25,4307,Besançon
25501,Rondefontaine,43,25,4310,Pontarlier
25502,Roset-Fluans,43,25,4307,Besançon
25503,Rosières-sur-Barbèche,43,25,4305,Montbéliard
25504,Rosureux,43,25,4308,Morteau
25505,Rougemont,43,25,4305,Montbéliard
25506,Rougemontot,43,25,4307,Besançon
25507,Rouhe,43,25,4307,Besançon
25508,Roulans,43,25,4307,Besançon
25509,Routelle,43,25,4307,Besançon
25510,Ruffey-le-Château,43,25,4307,Besançon
25511,Rurey,43,25,4307,Besançon
25512,Le Russey,43,25,4308,Morteau
25513,Sainte-Anne,43,25,4307,Besançon
25514,Saint-Antoine,43,25,4310,Pontarlier
25515,Sainte-Colombe,43,25,4310,Pontarlier
25516,Saint-Georges-Armont,43,25,4305,Montbéliard
25517,Saint-Gorgon-Main,43,25,4310,Pontarlier
25518,Saint-Hilaire,43,25,4307,Besançon
25519,Saint-Hippolyte,43,25,4305,Montbéliard
25520,Saint-Juan,43,25,4307,Besançon
25521,Saint-Julien-lès-Montbéliard,43,25,4305,Montbéliard
25522,Saint-Julien-lès-Russey,43,25,4308,Morteau
25523,Sainte-Marie,43,25,4305,Montbéliard
25524,Saint-Maurice-Colombier,43,25,4305,Montbéliard
25525,Saint-Point-Lac,43,25,4310,Pontarlier
25526,Sainte-Suzanne,43,25,4305,Montbéliard
25527,Saint-Vit,43,25,4307,Besançon
25528,Samson,43,25,4307,Besançon
25529,Sancey-le-Grand,43,25,4305,Montbéliard
25530,Sancey-le-Long,43,25,4305,Montbéliard
25531,Santoche,43,25,4305,Montbéliard
25532,Saône,43,25,4307,Besançon
25533,Saraz,43,25,4307,Besançon
25534,Sarrageois,43,25,4310,Pontarlier
25535,Saules,43,25,4307,Besançon
25536,Sauvagney,43,25,4307,Besançon
25537,Scey-Maisières,43,25,4307,Besançon
25538,Séchin,43,25,4307,Besançon
25539,Seloncourt,43,25,4305,Montbéliard
25540,Semondans,43,25,4305,Montbéliard
25541,Septfontaines,43,25,4310,Pontarlier
25542,Serre-les-Sapins,43,25,4307,Besançon
25544,Servin,43,25,4307,Besançon
25545,Silley-Amancey,43,25,4307,Besançon
25546,Silley-Bléfond,43,25,4307,Besançon
25547,Sochaux,43,25,4305,Montbéliard
25548,Solemont,43,25,4305,Montbéliard
25549,Sombacour,43,25,4310,Pontarlier
25550,La Sommette,43,25,4308,Morteau
25551,Soulce-Cernay,43,25,4305,Montbéliard
25552,Sourans,43,25,4305,Montbéliard
25553,Soye,43,25,4305,Montbéliard
25554,Surmont,43,25,4305,Montbéliard
25555,Taillecourt,43,25,4305,Montbéliard
25556,Tallans,43,25,4305,Montbéliard
25557,Tallenay,43,25,4307,Besançon
25558,Tarcenay,43,25,4307,Besançon
25559,Thiébouhans,43,25,4308,Morteau
25560,Thise,43,25,4307,Besançon
25561,Thoraise,43,25,4307,Besançon
25562,Thulay,43,25,4305,Montbéliard
25563,Thurey-le-Mont,43,25,4307,Besançon
25564,Torpes,43,25,4307,Besançon
25565,Touillon-et-Loutelet,43,25,4310,Pontarlier
25566,La Tour-de-Sçay,43,25,4307,Besançon
25567,Tournans,43,25,4305,Montbéliard
25569,Trépot,43,25,4307,Besançon
25570,Tressandans,43,25,4305,Montbéliard
25571,Trévillers,43,25,4308,Morteau
25572,Trouvans,43,25,4305,Montbéliard
25573,Urtière,43,25,4308,Morteau
25574,Uzelle,43,25,4305,Montbéliard
25575,Vaire-Arcier,43,25,4307,Besançon
25576,Vaire-le-Petit,43,25,4307,Besançon
25578,Valdahon,43,25,4307,Besançon
25579,Val-de-Roulans,43,25,4307,Besançon
25580,Valentigney,43,25,4305,Montbéliard
25582,Valleroy,43,25,4307,Besançon
25583,Valonne,43,25,4305,Montbéliard
25584,Valoreille,43,25,4305,Montbéliard
25585,Vanclans,43,25,4307,Besançon
25586,Vandoncourt,43,25,4305,Montbéliard
25587,Vauchamps,43,25,4307,Besançon
25588,Vaucluse,43,25,4308,Morteau
25589,Vauclusotte,43,25,4308,Morteau
25590,Vaudrivillers,43,25,4307,Besançon
25591,Vaufrey,43,25,4305,Montbéliard
25592,Vaux-et-Chantegrue,43,25,4310,Pontarlier
25593,Vaux-les-Prés,43,25,4307,Besançon
25594,Velesmes-Essarts,43,25,4307,Besançon
25595,Vellerot-lès-Belvoir,43,25,4305,Montbéliard
25596,Vellerot-lès-Vercel,43,25,4308,Morteau
25597,Vellevans,43,25,4305,Montbéliard
25598,Venise,43,25,4307,Besançon
25599,Vennans,43,25,4307,Besançon
25600,Vennes,43,25,4308,Morteau
25601,Vercel-Villedieu-le-Camp,43,25,4307,Besançon
25602,Vergranne,43,25,4307,Besançon
25604,Verne,43,25,4307,Besançon
25605,Vernierfontaine,43,25,4307,Besançon
25607,Vernois-lès-Belvoir,43,25,4305,Montbéliard
25608,Le Vernoy,43,25,4305,Montbéliard
25609,Verrières-de-Joux,43,25,4310,Pontarlier
25610,Verrières-du-Grosbois,43,25,4307,Besançon
25611,La Vèze,43,25,4307,Besançon
25612,Vieilley,43,25,4307,Besançon
25613,Viéthorey,43,25,4305,Montbéliard
25614,Vieux-Charmont,43,25,4305,Montbéliard
25615,Villars-lès-Blamont,43,25,4305,Montbéliard
25616,Villars-Saint-Georges,43,25,4307,Besançon
25617,Villars-sous-Dampjoux,43,25,4305,Montbéliard
25618,Villars-sous-Écot,43,25,4305,Montbéliard
25619,Les Villedieu,43,25,4310,Pontarlier
25620,Ville-du-Pont,43,25,4310,Pontarlier
25621,Villeneuve-d'Amont,43,25,4310,Pontarlier
25622,Villers-Buzon,43,25,4307,Besançon
25623,Villers-Chief,43,25,4308,Morteau
25624,Villers-Grélot,43,25,4307,Besançon
25625,Villers-la-Combe,43,25,4308,Morteau
25626,Villers-Saint-Martin,43,25,4307,Besançon
25627,Villers-sous-Chalamont,43,25,4310,Pontarlier
25628,Villers-sous-Montrond,43,25,4307,Besançon
25629,Voillans,43,25,4307,Besançon
